target,modelo,fold,fit_time_s,roc_auc,average_precision,recall,precision,f1,balanced_accuracy,specificity,accuracy,roc_auc_train,average_precision_train,recall_train,precision_train,f1_train,balanced_accuracy_train,specificity_train,accuracy_train
IRSUITRYYR,Árbol de Decisión,1,0.609729528427124,0.5945270545417526,0.02581617971503487,0.4166666666666667,0.031222123104371096,0.058091286307053944,0.6357785497951185,0.8548904329235703,0.8500264270613108,0.951898458564986,0.22207211417876174,0.9255952380952381,0.07240977881257275,0.13431224357590155,0.8962534399930007,0.8669116418907633,0.86756301410591
IRSUITRYYR,Árbol de Decisión,2,0.6110327243804932,0.525080489170548,0.03363544238491765,0.35714285714285715,0.03488372093023256,0.0635593220338983,0.6231197984271207,0.8890967397113843,0.8831923890063424,0.9553964144535383,0.2647027311918309,0.9136904761904762,0.0846896551724138,0.15501136076748295,0.9014251612620996,0.889159846333723,0.8894321297611576
IRSUITRYYR,Árbol de Decisión,3,0.607323408126831,0.5403416176732585,0.022971636477052873,0.30952380952380953,0.030267753201396973,0.05514316012725345,0.5991098470387621,0.8886958845537146,0.8822674418604651,0.9510827527102373,0.1929658257630194,0.9107142857142857,0.09115281501340483,0.16571892770105606,0.9043967286263094,0.898079171538333,0.8982194179247465
IRSUITRYYR,Árbol de Decisión,4,0.6837432384490967,0.4980474218014303,0.01800882965161024,0.27380952380952384,0.022157996146435453,0.040998217468805706,0.5690934310656385,0.8643773383217531,0.8578224101479915,0.954209517446531,0.20791980289693107,0.9434523809523809,0.07792527040314651,0.14396003633060853,0.9090737769134712,0.8746951728745616,0.8754583594859767
IRSUITRYYR,Árbol de Decisión,5,0.6402180194854736,0.5785677694838459,0.02682356420804349,0.34523809523809523,0.0333716915995397,0.060860440713536204,0.616491825916522,0.8877455565949486,0.8817232721025505,0.9592028967352574,0.2499301254044476,0.9315476190476191,0.08535587673847832,0.15638271296527603,0.9097543012394695,0.8879609834313201,0.8884447674418605
IRSUITRYYR,Random Forest,1,1.127699375152588,0.7917088200860247,0.04354207627312384,0.07142857142857142,0.07317073170731707,0.07228915662650602,0.5306367870504696,0.9898450026723677,0.9796511627906976,0.9777761041781001,0.7788229384255614,0.8333333333333334,0.5026929982046678,0.6270996640537514,0.9120399755024776,0.9907466176716219,0.9889993723365598
IRSUITRYYR,Random Forest,2,1.1060717105865479,0.779588518999262,0.043355675787469045,0.13095238095238096,0.10091743119266056,0.11398963730569948,0.5589288895675855,0.98690539818279,0.9774048625792812,0.9780927624933388,0.758932387923039,0.8273809523809523,0.4384858044164038,0.5731958762886598,0.9077442593874028,0.9881075663938533,0.9863235439859932
IRSUITRYYR,Random Forest,3,1.1276874542236328,0.7322844290040976,0.04115406241595263,0.09523809523809523,0.07692307692307693,0.0851063829787234,0.5412053650963324,0.9871726349545697,0.9772727272727273,0.9789098105418884,0.7809563654951576,0.8630952380952381,0.4588607594936709,0.5991735537190083,0.9258352422311835,0.9885752463671288,0.9871824518516071
IRSUITRYYR,Random Forest,4,1.0974349975585938,0.8036955027868977,0.042359526098089975,0.07142857142857142,0.05714285714285714,0.06349206349206349,0.5291001756127357,0.9867717797969,0.9766120507399577,0.9791020425206997,0.8050665139873406,0.8273809523809523,0.5225563909774437,0.6405529953917051,0.9094479507186205,0.9915149490562887,0.9896931056126326
IRSUITRYYR,Random Forest,5,1.0781855583190918,0.7717238438874147,0.06761203866516136,0.11904761904761904,0.1282051282051282,0.12345679012345678,0.5549801772907479,0.9909127355338768,0.9812343068587287,0.9798167638581354,0.813450332857616,0.8392857142857143,0.5053763440860215,0.6308724832214765,0.9150330228296557,0.990780331373597,0.9890988372093024
IRSUITRYYR,XGBoost,1,2.0459423065185547,0.7944058435774096,0.06731683629163852,0.4166666666666667,0.06076388888888889,0.10606060606060606,0.6721895599501159,0.927712453233565,0.9220401691331924,0.977737429112283,0.678959657441647,0.9047619047619048,0.13855970829535097,0.24031620553359684,0.9208125541848609,0.9368632036078169,0.9365068877803838
IRSUITRYYR,XGBoost,2,0.6508669853210449,0.7826490163141686,0.07291864270078087,0.42857142857142855,0.0565149136577708,0.09986130374479889,0.6741333893257998,0.919695350080171,0.9142441860465116,0.9774215164602671,0.662264100032527,0.9047619047619048,0.12317666126418152,0.21683309557774608,0.916235971589237,0.9277100384165692,0.9274553202735292
IRSUITRYYR,XGBoost,3,0.6288740634918213,0.735665451375633,0.043972046230226436,0.36904761904761907,0.047692307692307694,0.08446866485013624,0.643168919090886,0.9172902191341529,0.9112050739957717,0.9763882260771354,0.64213489560934,0.9255952380952381,0.11993829541072117,0.21235916695117787,0.9246817012256715,0.9237681643561049,0.9237884443857157
IRSUITRYYR,XGBoost,4,0.6281020641326904,0.7786818228092949,0.04362847854635474,0.36904761904761907,0.05281090289608177,0.09239940387481371,0.6473778982464178,0.9257081774452165,0.9195295983086681,0.9785610887080738,0.6789021824486569,0.9255952380952381,0.13116828342471532,0.22977465829331364,0.9283897352994981,0.9311842325037581,0.9311221961613425
IRSUITRYYR,XGBoost,5,0.6261804103851318,0.7949654136678057,0.07087623851288877,0.44047619047619047,0.06813996316758748,0.11802232854864433,0.6864281259744309,0.9323800614726714,0.9269195189639223,0.978034787705836,0.6784488020878952,0.9166666666666666,0.12957509465713082,0.22705492075193512,0.9237762782825583,0.93088588989845,0.930728065539112
