target,modelo,fold,fit_time_s,roc_auc,average_precision,recall,precision,f1,balanced_accuracy,specificity,accuracy,roc_auc_train,average_precision_train,recall_train,precision_train,f1_train,balanced_accuracy_train,specificity_train,accuracy_train
IRSUIPLANYR,Árbol de Decisión,5,0.6393013000488281,0.5705542323961328,0.08228165315173272,0.46808510638297873,0.0682699767261443,0.11916046039268788,0.652662962461038,0.8372408185390975,0.8280692480507467,0.9235039096338465,0.33344731665959554,0.8794701986754967,0.12808641975308643,0.2236066677891901,0.8631690526527871,0.8468679066300776,0.8476810253699789
IRSUIPLANYR,Random Forest,1,1.1218078136444092,0.8105283763231995,0.08561630649693451,0.3333333333333333,0.10641891891891891,0.1613316261203585,0.6308217012241948,0.9283100691150562,0.9134513742071881,0.9487513107808483,0.6151949689971065,0.7970822281167109,0.2646411272567151,0.3973553719008264,0.8702523313229826,0.9434224345292543,0.9397773446532985
IRSUIPLANYR,Random Forest,2,1.0983707904815674,0.8152077502938053,0.12140678666238125,0.3915343915343915,0.1267123287671233,0.19146183699870634,0.6612096676468542,0.930884943759317,0.9174154334038055,0.949239879657535,0.6649315724110615,0.8196286472148541,0.25442568958419104,0.3883129123468426,0.8791370867608641,0.938645526306874,0.9356810148326782
IRSUIPLANYR,Random Forest,3,1.1192700862884521,0.8213792752348112,0.11343559102242809,0.3439153439153439,0.1252408477842004,0.18361581920903955,0.641194695944662,0.9384740479739803,0.9236257928118393,0.9508179389317435,0.6624505095370111,0.8222811671087533,0.283493369913123,0.42162529751785105,0.8845965580775328,0.9469119490463123,0.9438076046381024
IRSUIPLANYR,Random Forest,4,1.1238889694213867,0.7878942512829384,0.09450565824965775,0.30851063829787234,0.11350293542074363,0.1659513590844063,0.623564262238367,0.9386178861788618,0.9229651162790697,0.9523265414919195,0.6270187115139172,0.8251655629139073,0.2564841498559078,0.3913316582914573,0.8819892050915925,0.9388128472692777,0.9359783290938523
IRSUIPLANYR,Random Forest,5,1.124887228012085,0.8215551320163892,0.14368826321709738,0.40425531914893614,0.13595706618962433,0.2034805890227577,0.6693996476487328,0.9345439761485296,0.9213691026827012,0.9479470243548055,0.6352124592447472,0.8092715231788079,0.26178234790059984,0.3955972806733571,0.8754491911384774,0.9416268590981468,0.938325845665962
IRSUIPLANYR,XGBoost,1,0.8143365383148193,0.8215538733901655,0.1189623661919133,0.6507936507936508,0.10081967213114754,0.17459190915542938,0.7510642600085614,0.851334869223472,0.8463266384778013,0.940961347724896,0.4868125793589321,0.870026525198939,0.14183783783783785,0.24391150771518869,0.8677808202780954,0.8655351153572518,0.8656469888672327
IRSUIPLANYR,XGBoost,2,1.8022491931915283,0.8223741620543356,0.11509133106412847,0.6402116402116402,0.10091743119266056,0.17435158501440923,0.7470606920396865,0.8539097438677328,0.8485729386892178,0.9397726248480285,0.4928496780483517,0.8793103448275862,0.1392272154556909,0.24039158810732414,0.8702206092806833,0.8611308737337805,0.8615836939645205
IRSUIPLANYR,XGBoost,3,0.6619589328765869,0.8282291158019576,0.12509687964038332,0.6296296296296297,0.10008410428931876,0.17271407837445574,0.7423117656211571,0.8549939016126846,0.8493657505285412,0.9403183473193392,0.5015510979238015,0.8806366047745358,0.1428878846567678,0.24588039251990373,0.8728487085938608,0.8650608124131857,0.8654487793597833
IRSUIPLANYR,XGBoost,4,0.6416974067687988,0.7962279449922159,0.1292650507071747,0.5797872340425532,0.09144295302013423,0.15797101449275364,0.7165196332814392,0.8532520325203252,0.8464587737843552,0.9402087676770216,0.4582278075949869,0.8741721854304636,0.13439218081857054,0.23296858453935756,0.8650743024997554,0.8559764195690472,0.8564302467708368
IRSUIPLANYR,XGBoost,5,0.628983736038208,0.8280384529991667,0.18329232719032418,0.6329787234042553,0.10076206604572396,0.17384952520087654,0.744528391380946,0.8560780593576366,0.850535218712832,0.9398865666591953,0.4958153783612468,0.8754966887417218,0.14057847724372607,0.24225765072384095,0.8692962659076025,0.8630958430734831,0.8634051268498943
IRSUITRYYR,Modelo de referencia,1,0.23980093002319336,0.5,0.011099365750528542,0.0,0.0,0.0,0.5,1.0,0.9889006342494715,0.5,0.011099732417164943,0.0,0.0,0.0,0.5,1.0,0.988900267582835
IRSUITRYYR,Modelo de referencia,2,0.21908950805664062,0.5,0.011099365750528542,0.0,0.0,0.0,0.5,1.0,0.9889006342494715,0.5,0.011099732417164943,0.0,0.0,0.0,0.5,1.0,0.988900267582835
IRSUITRYYR,Modelo de referencia,3,0.22688984870910645,0.5,0.011099365750528542,0.0,0.0,0.0,0.5,1.0,0.9889006342494715,0.5,0.011099732417164943,0.0,0.0,0.0,0.5,1.0,0.988900267582835
IRSUITRYYR,Modelo de referencia,4,0.2423849105834961,0.5,0.011099365750528542,0.0,0.0,0.0,0.5,1.0,0.9889006342494715,0.5,0.011099732417164943,0.0,0.0,0.0,0.5,1.0,0.988900267582835
IRSUITRYYR,Modelo de referencia,5,0.2285752296447754,0.5,0.011100832562442183,0.0,0.0,0.0,0.5,1.0,0.9888991674375578,0.5,0.011099365750528542,0.0,0.0,0.0,0.5,1.0,0.9889006342494715
IRSUITRYYR,Regresión Logística,1,1.5092425346374512,0.7889489641393703,0.07882006944857363,0.6309523809523809,0.03788420300214439,0.07147673634524612,0.7255510167722887,0.8201496525921966,0.8180496828752643,0.8945610330318866,0.10054306331501565,0.8244047619047619,0.050181159420289854,0.09460382513661202,0.8246293059565566,0.8248538500083514,0.8248488652505699
IRSUITRYYR,Regresión Logística,2,1.2939186096191406,0.8375041358071822,0.07390206203248945,0.7738095238095238,0.04659498207885305,0.0878972278566599,0.7980485352879794,0.822287546766435,0.8217494714587738,0.8894268931892115,0.10200601605648081,0.7976190476190477,0.0485331401666063,0.09149880505291909,0.811052717395627,0.8244863871722065,0.8241881668924053
IRSUITRYYR,Regresión Logística,3,1.5167789459228516,0.7880987376243923,0.11231582597670466,0.6309523809523809,0.03888481291269259,0.07325501036627505,0.727956147718307,0.824959914484233,0.822806553911205,0.8968014030399198,0.10209209143323866,0.8333333333333334,0.052385406922357346,0.0985741946840345,0.832066700072379,0.8308000668114247,0.8308281853919594
IRSUITRYYR,Regresión Logística,4,1.3502798080444336,0.7903432083683286,0.06453731711248809,0.6190476190476191,0.040278853601859024,0.07563636363636364,0.7267472194650175,0.8344468198824159,0.8320560253699789,0.9014472328934914,0.11326164879984343,0.8392857142857143,0.053328290468986385,0.10028449502133713,0.8360283590636857,0.8327710038416569,0.8328433153843613
IRSUITRYYR,Regresión Logística,5,1.5028653144836426,0.7666400985090014,0.08319420809586577,0.5714285714285714,0.036585365853658534,0.06876790830945559,0.7012561806761994,0.8310837899238274,0.8282014008193471,0.8948944255681963,0.10491318224676639,0.8154761904761905,0.050478997789240976,0.09507286606523248,0.8216544501285281,0.8278327097808659,0.8276955602536998
