variable_1,variable_2,n_comunes,correlacion_spearman,correlacion_absoluta
ALCNUMDKPM,CIGYLU,1374,0.03666557906254136,0.03666557906254136
NMVSOPT2,SMKYRLAST,568,-0.03649876572365515,0.03649876572365515
ALCNUMDKPM,WTPOUND2,17544,0.03648140604296053,0.03648140604296053
ECSTMOAGL,NMVSOPT2,2958,0.03644186117420919,0.03644186117420919
CIGAVGM,NMERTMT2,4996,0.03615257506389758,0.03615257506389758
HALLYRLST,NMVSOPT2,1512,0.03540425968292694,0.03540425968292694
ALCNUMDKPM,METHAGLST,763,0.03522977724520099,0.03522977724520099
HIGHBPAGE,NMNGTHS2,536,-0.035136590649281374,0.035136590649281374
ECSTMOAGL,NRCH17_2,2799,-0.0349931268434921,0.0349931268434921
HALLYRLST,HTINCHE2,1559,0.03496549279867916,0.03496549279867916
EDUSKPCOM,NMVSOPT2,3241,0.034663803661285034,0.034663803661285034
ALCYLU,DIABETEAG,595,0.03451476451867313,0.03451476451867313
ALCYLU,SMKAGLAST,637,-0.034060014185981084,0.034060014185981084
ALCYLU,HALLAGLST,1131,-0.03391714889489478,0.03391714889489478
CIGAGLST,CIGYLU,2074,0.03385466310906684,0.03385466310906684
COCAGLST,NMVSOPT2,4342,0.03375551618950533,0.03375551618950533
BMI2,SMKYRLAST,580,-0.033380142880596576,0.033380142880596576
CIGARYLU,SMKAGLAST,503,0.03314896601145404,0.03314896601145404
COCAGLST,WRKSICKMO,909,0.033078503318327845,0.033078503318327845
WRKDHRSWK2,WRKSICKMO,5720,-0.032988002931023816,0.032988002931023816
CIGDLLST,MRJYLU,772,0.03286867593162974,0.03286867593162974
NMERTMT2,WTPOUND2,36013,0.03280404259869025,0.03280404259869025
CIGAVGM,HTINCHE2,4966,-0.03276503434139667,0.03276503434139667
NMVSOPT2,WRKDHRSWK2,19764,-0.03201687837322793,0.03201687837322793
ALCNUMDKPM,LSDAGLST,2291,0.031971051831332954,0.031971051831332954
ALCYLU,LSDAGLST,630,-0.03196136460423678,0.03196136460423678
COPDAGE,HTINCHE2,861,0.03188783699117734,0.03188783699117734
CIGYLU,MRJAGLST,873,-0.03180581162476077,0.03180581162476077
CIGAGLST,CIGARYLU,902,0.031621943955149466,0.031621943955149466
HALLAGLST,NRCH17_2,5863,0.03149214596080044,0.03149214596080044
ALCYLU,WRKSICKMO,1340,-0.031265279860107575,0.031265279860107575
KIDNYDSAG,NMERTMT2,679,-0.031139564621785045,0.031139564621785045
ASTHMAAGE,NMERTMT2,4214,0.031094254885918757,0.031094254885918757
HRTCONDAG,WTPOUND2,2817,0.030881389399612668,0.030881389399612668
ECSTMOAGL,HALLYRLST,684,-0.03016698318467419,0.03016698318467419
INHLAGLST,WRKSICKMO,742,0.029871828359530467,0.029871828359530467
NMERTMT2,WRKNJBWKS,3283,-0.02982377709929253,0.02982377709929253
HALLYRLST,WRKDHRSWK2,1013,0.029682394489620352,0.029682394489620352
CIGAGLST,WRKNJBWKS,1011,-0.02920123173123752,0.02920123173123752
ALCYLU,NMERTMT2,6945,-0.028702979140153604,0.028702979140153604
BMI2,HALLYRLST,1552,-0.028657551579130358,0.028657551579130358
HLCNOTMO,WRKLASTYR2,558,-0.02845495120052675,0.02845495120052675
HALLAGLST,NMERTMT2,6284,-0.02814197712016123,0.02814197712016123
CIGARYLU,NMVSOPT2,1735,-0.0278728200816421,0.0278728200816421
CIGDLYLU,HTINCHE2,924,-0.02772398781382069,0.02772398781382069
COCAGLST,NMERTMT2,4529,0.027684446974730548,0.027684446974730548
ALCYLU,HRTCONDAG,538,-0.027417247111212902,0.027417247111212902
HRTCONDAG,HTINCHE2,2813,0.027208289403824016,0.027208289403824016
CIGDLYLU,NMERTMT2,937,0.02646088617003698,0.02646088617003698
NRCH17_2,WRKNJBWKS,3117,-0.02602234775235576,0.02602234775235576
INHLAGLST,NMVSOPT2,3275,0.025860540211964808,0.025860540211964808
BMI2,COCYLU,637,0.025798398288688015,0.025798398288688015
HLCNOTMO,NRCH17_2,1880,0.025653392078301657,0.025653392078301657
ECSTMOAGL,NMERTMT2,3068,-0.0253422858646151,0.0253422858646151
SMKYRLAST,WTPOUND2,582,-0.025283989804026786,0.025283989804026786
ALCYLU,NRCH17_2,6375,-0.025281138134296086,0.025281138134296086
BMI2,MRJYLU,3757,-0.025233424766110235,0.025233424766110235
HALLYRLST,LSDAGLST,736,0.025097338920390136,0.025097338920390136
METHAGLST,WRKDHRSWK2,851,-0.025030442967245076,0.025030442967245076
BMI2,WRKSKIPMO,3234,0.024695276252358577,0.024695276252358577
NRCH17_2,WRKSKIPMO,3080,0.024256962945429793,0.024256962945429793
HTINCHE2,KIDNYDSAG,671,0.024051259984207114,0.024051259984207114
ALCYLU,HIGHBPAGE,746,-0.02393383536902186,0.02393383536902186
ALCYLU,CIGDLLST,1293,-0.023780105970355486,0.023780105970355486
EDUSKPMON,NRCH17_2,781,-0.023751847297541255,0.023751847297541255
METHAGLST,WTPOUND2,1607,0.023494881006132437,0.023494881006132437
HTINCHE2,METHAGLST,1604,0.023299500231399095,0.023299500231399095
MRJYLU,WTPOUND2,3772,-0.022383291403252358,0.022383291403252358
LSDAGLST,NMERTMT2,3612,-0.022129467023917444,0.022129467023917444
NMVSOPT2,WTPOUND2,34828,0.022075936151468096,0.022075936151468096
ALCYLU,CGRAGLST,1445,-0.021343449785911434,0.021343449785911434
IRWELMOS,NMVSOPT2,1365,0.021145036589596704,0.021145036589596704
LSDAGLST,NMVSOPT2,3468,-0.021094842207317,0.021094842207317
BMI2,HRTCONDAG,2800,0.021064077180322407,0.021064077180322407
NRCH17_2,SMKAGLAST,3405,-0.021015779344351865,0.021015779344351865
CIGAGLST,HTINCHE2,13218,0.02100042083086536,0.02100042083086536
MRJAGLST,NMERTMT2,11773,-0.020988717786451897,0.020988717786451897
CIGDLLST,HTINCHE2,6749,-0.020983092383362476,0.020983092383362476
MRJYLU,WRKDHRSWK2,2327,-0.020982260537079016,0.020982260537079016
ALCNUMDKPM,WRKSICKMO,3481,0.020728451408258557,0.020728451408258557
BMI2,PCPAGLST,514,-0.020608060549321943,0.020608060549321943
ALCNUMDKPM,HALLYRLST,1126,0.020602566524103468,0.020602566524103468
ALCYLU,NMVSOPT2,6647,-0.020553255936615954,0.020553255936615954
ALCNUMDKPM,ASTHMAAGE,2096,-0.02051658566319076,0.02051658566319076
CIGYLU,HALLAGLST,729,0.02051385095268142,0.02051385095268142
CIGAGLST,WRKSKIPMO,1210,-0.020360742835522413,0.020360742835522413
ECSTMOAGL,WRKDHRSWK2,1970,0.020056120094394475,0.020056120094394475
INHLAGLST,WTPOUND2,3415,0.01971895972882273,0.01971895972882273
HLCNOTMO,WTPOUND2,1985,0.019610326076356436,0.019610326076356436
MRJAGLST,WRKNJBWKS,1050,0.019522413028572105,0.019522413028572105
MRJYLU,NRCH17_2,3549,-0.019445369290037727,0.019445369290037727
HTINCHE2,IRWELMOS,1444,-0.0192587402973977,0.0192587402973977
CGRAGLST,NRCH17_2,8311,0.019125485268484125,0.019125485268484125
EDUSCKCOM,HTINCHE2,3316,-0.018844228294661276,0.018844228294661276
ALCYLU,HTINCHE2,6885,0.018800972740036018,0.018800972740036018
DIABETEAG,WRKDHRSWK2,1113,0.01871413923650532,0.01871413923650532
CIGDLLST,WRKDHRSWK2,3532,0.018636558055828454,0.018636558055828454
CIGAGLST,WRKSICKMO,2452,-0.018602044347781125,0.018602044347781125
COCAGLST,MRJYLU,715,-0.01833254461041513,0.01833254461041513
ALCNUMDKPM,WRKLASTYR2,4417,0.018273254031685445,0.018273254031685445
ALCAGLST,ALCYLU,7023,-0.01826513737239418,0.01826513737239418
BMI2,METHAGLST,1597,0.018204459762479516,0.018204459762479516
COCYLU,WTPOUND2,639,0.018119155890161033,0.018119155890161033
ALCNUMDKPM,MRJYLU,2363,0.017975432078399623,0.017975432078399623
WRKSKIPMO,WTPOUND2,3253,0.01796504036595796,0.01796504036595796
IRWELMOS,WTPOUND2,1440,-0.01788463133233648,0.01788463133233648
CGRAGLST,MRJYLU,1338,0.017753399699216212,0.017753399699216212
ALCNUMDKPM,HRTCONDAG,1295,0.017726172109148692,0.017726172109148692
HTINCHE2,MRJAGLST,11761,0.017691843878409105,0.017691843878409105
NMERTMT2,NRCH17_2,33562,0.01764344477652759,0.01764344477652759
CIGAGLST,NRCH17_2,12198,-0.017587885661070102,0.017587885661070102
ALCYLU,WRKDHRSWK2,3824,0.017308743705646328,0.017308743705646328
CGRAGLST,CIGYLU,945,0.017283760589218097,0.017283760589218097
COCYLU,NRCH17_2,613,-0.017043418961854514,0.017043418961854514
NRCH17_2,WRKSICKMO,6050,-0.01697886950024056,0.01697886950024056
EDUSCKCOM,WTPOUND2,3287,-0.016759016355617638,0.016759016355617638
HTINCHE2,SMKYRLAST,582,0.016385205873035533,0.016385205873035533
WRKSICKMO,WTPOUND2,6399,0.01618924284360083,0.01618924284360083
CGRAGLST,NMERTMT2,9007,-0.016103151918954173,0.016103151918954173
COPDAGE,NMERTMT2,874,-0.016049955321626248,0.016049955321626248
LSDAGLST,NRCH17_2,3419,-0.015931915101143595,0.015931915101143595
EDUSKPCOM,HTINCHE2,3310,-0.01591428255562493,0.01591428255562493
HTINCHE2,WRKSKIPMO,3254,-0.015867510108026436,0.015867510108026436
CIGARYLU,NMERTMT2,1784,0.01569363991287782,0.01569363991287782
BMI2,WRKSICKMO,6369,0.015600794757238622,0.015600794757238622
ECSTMOAGL,WRKSICKMO,741,0.015551171142293102,0.015551171142293102
COCYLU,HTINCHE2,639,0.015448391526208959,0.015448391526208959
LSDAGLST,WRKSICKMO,788,0.015319361137924889,0.015319361137924889
COCAGLST,WRKDHRSWK2,2697,0.015137953148894785,0.015137953148894785
CIGYLU,NRCH17_2,1924,-0.014895429699961379,0.014895429699961379
CGRAGLST,WRKSICKMO,1780,-0.014598385329399425,0.014598385329399425
BMI2,CIGARYLU,1769,-0.014502005131285524,0.014502005131285524
CIGAGLST,NMERTMT2,13269,0.014471747960757751,0.014471747960757751
ASTHMAAGE,WTPOUND2,4175,0.01434519105605842,0.01434519105605842
ALCNUMDKPM,HIGHBPAGE,1930,-0.014309753479867732,0.014309753479867732
EDUSKPMON,NMVSOPT2,782,0.014012751523109655,0.014012751523109655
WRKLASTYR2,WTPOUND2,10695,-0.013969950273156641,0.013969950273156641
EDUSKPCOM,WRKNJBWKS,509,-0.01364165529226287,0.01364165529226287
CIGARYLU,WTPOUND2,1774,-0.013439424883140412,0.013439424883140412
CIGYLU,COCAGLST,518,0.013380566899692256,0.013380566899692256
CGRAGLST,WRKSKIPMO,901,-0.013230230507585138,0.013230230507585138
HERAGLST,NMERTMT2,751,0.01292514253328739,0.01292514253328739
NMNGTHS2,WRKLASTYR2,1251,-0.012904097724751725,0.012904097724751725
EDUSCKMON,NRCH17_2,915,-0.012783229967554797,0.012783229967554797
CGRAGLST,WRKNJBWKS,781,-0.012782305482800545,0.012782305482800545
IRWELMOS,NMERTMT2,1459,0.01259377776344348,0.01259377776344348
NMERTMT2,SMKAGLAST,3745,0.012318868861338813,0.012318868861338813
CIGAGLST,MRJYLU,1731,-0.012189050341403133,0.012189050341403133
ALCAGLST,CIGYLU,536,-0.011979460957521459,0.011979460957521459
HALLAGLST,WRKSKIPMO,770,0.011915803801981487,0.011915803801981487
BMI2,CRKAGLST,1045,-0.011736047927617387,0.011736047927617387
NMVSOPT2,NRCH17_2,32448,-0.011693871341586361,0.011693871341586361
CIGYLU,HTINCHE2,2035,0.011459549689198406,0.011459549689198406
ALCNUMDKPM,WRKNJBWKS,1587,-0.011417184260697832,0.011417184260697832
ALCYLU,WRKNJBWKS,707,-0.011055257626840587,0.011055257626840587
MRJYLU,NMERTMT2,3781,0.011025140717738191,0.011025140717738191
EDUSKPMON,HTINCHE2,798,-0.010728446616941355,0.010728446616941355
ALCYLU,EDUSCKCOM,670,-0.010269118942937354,0.010269118942937354
EDUSCKCOM,WRKLASTYR2,1001,0.0102425619235248,0.0102425619235248
ASTHMAAGE,WRKDHRSWK2,2391,-0.010065655954877697,0.010065655954877697
HERAGLST,WTPOUND2,742,-0.00995577814325482,0.00995577814325482
MRJYLU,NMVSOPT2,3633,-0.00989240564296578,0.00989240564296578
NMVSOPT2,WRKSKIPMO,3175,0.009554339102558887,0.009554339102558887
ASTHMAAGE,MRJYLU,542,-0.009379337224899817,0.009379337224899817
NMERTMT2,SMKYRLAST,583,-0.009244861091873243,0.009244861091873243
ALCAGLST,NRCH17_2,10580,-0.008770783849305101,0.008770783849305101
ALCAGLST,WRKSICKMO,1957,-0.008751235076804847,0.008751235076804847
CIGARYLU,NRCH17_2,1665,0.008023029445541624,0.008023029445541624
CGRAGLST,HALLYRLST,715,-0.0077447438384348685,0.0077447438384348685
BMI2,CIGYLU,2027,-0.00767653832526022,0.00767653832526022
MRJAGLST,MRJYLU,3824,0.007229959832103263,0.007229959832103263
BMI2,IRWELMOS,1428,-0.007225302616534152,0.007225302616534152
HRTCONDAG,NMERTMT2,2831,0.006918193432449173,0.006918193432449173
CRKAGLST,WTPOUND2,1051,0.006436545312205315,0.006436545312205315
HTINCHE2,MRJYLU,3776,-0.006397363558966535,0.006397363558966535
HALLAGLST,NMVSOPT2,6039,0.006336650891557696,0.006336650891557696
ALCNUMDKPM,IRWELMOS,503,-0.006010043200322686,0.006010043200322686
ALCAGLST,NMERTMT2,11495,0.00583513068010313,0.00583513068010313
ALCAGLST,HLCNOTMO,703,0.0057716632146433775,0.0057716632146433775
HTINCHE2,WRKSICKMO,6407,0.005510262976610938,0.005510262976610938
ALCYLU,BMI2,6830,-0.005409024439486156,0.005409024439486156
CIGDLLST,NMERTMT2,6776,0.005372892976051411,0.005372892976051411
HALLYRLST,WTPOUND2,1557,-0.005211150427985594,0.005211150427985594
WRKNJBWKS,WRKSICKMO,1089,0.005082823518957009,0.005082823518957009
CRKAGLST,WRKDHRSWK2,519,-0.004957239366224047,0.004957239366224047
ALCNUMDKPM,CIGDLLST,3751,0.004815107567878975,0.004815107567878975
HLCNOTMO,NMERTMT2,1985,0.004632781536090329,0.004632781536090329
MRJYLU,WRKSICKMO,856,-0.0044860482691159755,0.0044860482691159755
CIGDLLST,CIGYLU,791,0.004483751439580247,0.004483751439580247
SMKAGLAST,WRKSICKMO,703,-0.004438484619227387,0.004438484619227387
DIABETEAG,HTINCHE2,2874,0.004153951991729567,0.004153951991729567
ALCYLU,WRKSKIPMO,633,0.004027574099611696,0.004027574099611696
HTINCHE2,NMNGTHS2,2604,0.0040001065677356,0.0040001065677356
HALLAGLST,WRKSICKMO,1400,-0.003903014034550347,0.003903014034550347
ASTHMAAGE,NRCH17_2,3895,0.0037382426773995814,0.0037382426773995814
ALCYLU,MRJAGLST,2478,0.0036113699892678843,0.0036113699892678843
LSDAGLST,MRJYLU,583,-0.0035787241266589036,0.0035787241266589036
ALCYLU,WTPOUND2,6866,0.0033421720992602515,0.0033421720992602515
BMI2,HLCNOTMO,1970,-0.0032973063912554103,0.0032973063912554103
CIGYLU,WRKDHRSWK2,1302,-0.0032266165274466747,0.0032266165274466747
ALCYLU,NMNGTHS2,640,-0.0030378092172365233,0.0030378092172365233
CIGYLU,NMVSOPT2,1980,0.002638595715656334,0.002638595715656334
BMI2,EDUSCKCOM,3274,-0.0021644029398578597,0.0021644029398578597
NMERTMT2,WRKLASTYR2,10772,0.0020932812897589415,0.0020932812897589415
ALCNUMDKPM,NMNGTHS2,1079,-0.0016994194941662055,0.0016994194941662055
ALCYLU,ASTHMAAGE,898,-0.001671342301448959,0.001671342301448959
ALCYLU,CIGAGLST,2480,-0.0015349073489817932,0.0015349073489817932
CIGDLLST,WRKSKIPMO,602,0.0015235222252868458,0.0015235222252868458
CIGDLLST,WRKSICKMO,1208,-0.0013178126830652055,0.0013178126830652055
CIGARYLU,HTINCHE2,1780,-0.0011644176204909967,0.0011644176204909967
INHLAGLST,NMERTMT2,3435,-0.0010732846875036576,0.0010732846875036576
CIGYLU,WTPOUND2,2034,-0.0009856505217054135,0.0009856505217054135
ALCNUMDKPM,NMERTMT2,17660,-0.0009079011703892475,0.0009079011703892475
ALCYLU,EDUSKPCOM,670,0.000783471570246756,0.000783471570246756
HIGHBPAGE,NMVSOPT2,3708,0.00010402073702943519,0.00010402073702943519
COCYLU,NMVSOPT2,625,-8.700419081425247e-05,8.700419081425247e-05
