variable,modulo,rol_provisional,n_unicos,pct_nan,uso_provisional,motivo_uso
IIMJYRSMOKE,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYRVAPE,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYRVAPE,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYRDAB,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYRDAB,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYREAT,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYREAT,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYRMOUTH,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYRMOUTH,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYRSKIN,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYRSKIN,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYRPILL,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYRPILL,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJYROTHER,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJYROTHER,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONSMOKE,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONSMOKE,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONVAPE,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONVAPE,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONDAB,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONDAB,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONEAT,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONEAT,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONMOUTH,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONMOUTH,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONSKIN,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONSKIN,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMJMONPILL,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMJMONPILL,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRCOCRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IICOCRC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2COCRC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRCRKRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IICRKRC,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2CRKRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRHERRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIHERRC,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2HERRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRHALLUCREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIHALLUCREC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRLSDRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IILSDRC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2LSDRC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRPCPRC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIPCPRC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2PCPRC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRPSILCYREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIPSILCYREC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRECSTMOREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIECSTMOREC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRKETMINREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIKETMINREC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRDAMTFXREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIDAMTFXREC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRSALVIAREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IISALVIAREC,RECENCY OF DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRINHALREC2,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIINHALREC2,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMETHAMREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMETHAMREC,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRPNRANYREC2,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIPNRANYREC2,RECENCY OF DRUG USE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IROXCNANYYR2,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIOXCNANYYR2,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFENTANYYR2,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFENTANYYR2,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRRXOPANYYR,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIRXOPANYYR,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRTRQANYREC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IITRQANYREC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRSTMANYREC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IISTMANYREC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRSEDANYREC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IISEDANYREC,RECENCY OF DRUG USE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRBZOANYYR,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIBZOANYYR,RECENCY OF DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
