variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook,frecuencia_adultos,pct_adultos,presente_adultos
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,821.0,"Amoxicillin, Ampicillin",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8211.0,"Halls drops/lozenges, no other info <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8212.0,"Zicam medication, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8217.0,Broncolin <OTC>,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8228.0,Lean (Promethazine w/codeine mixed w/Sprite),Categoría analítica,False,4,0.01,4,0.008,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8249.0,XL-3,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8253.0,Tamiflu,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8258.0,Tukol <OTC>,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8261.0,Rompe Pecho <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8283.0,Zarbee's; no other information <OTC>,Categoría analítica,False,1,0.00,0,0.0,False
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,829.0,"Robitussin, no other information <OTC>",Categoría analítica,False,36,0.06,29,0.061,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,829.1,Robitussin DM <OTC>,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8291.0,Ambroxol,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8296.1,Umcka Cold and Flu <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8302.0,SanaTos; no other information,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8304.0,Tylenol Severe medication; no other information,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8306.0,RoboCough <OTC>,Categoría analítica,False,4,0.01,2,0.004,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8315.0,Robitussin Cough+Chest Congestion DM <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8316.0,Clorace,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8317.0,Camphor,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8318.0,Cheston Cold,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8321.0,Sudagrip <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,8324.1,Dimetapp Cold & Allergy,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,840.0,"Cough med, generic/unspec, contents unspec <OTC>",Categoría analítica,False,9,0.02,5,0.011,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,843.0,"Cold medicine/tabs, brand unspfd or generic <OTC>",Categoría analítica,False,11,0.02,11,0.023,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,843.1,Nighttime cold medication; brand unspecified <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,883.0,Dextromethorphan Hydrobromide <OTC>,Categoría analítica,False,9,0.02,7,0.015,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,9985.0,BAD DATA Logically assigned,Asignación lógica,True,85,0.14,77,0.163,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,9991.0,NEVER USED COUGH/COLD MED,Ausencia de exposición,True,55979,95.47,44937,95.006,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,9993.0,DID NOT USE COUGH/COLD MED IN THE PAST 12 MOS,Ausencia de exposición,True,1662,2.83,1558,3.294,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,9994.0,DON'T KNOW,No respuesta o ausencia,True,50,0.09,28,0.059,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,9997.0,REFUSED,No respuesta o ausencia,True,54,0.09,34,0.072,True
COLDYR1,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 1,SPECIAL DRUGS,Original u otra,9998.0,BLANK (NO ANSWER),No respuesta o ausencia,True,355,0.61,292,0.617,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,1001.0,"Benadryl, Diphenhydramine, no other info <OTC>",Categoría analítica,False,6,0.01,4,0.008,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,130.0,"Phenergan, Promethazine",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,171.0,"NyQuil, no other information <OTC>",Categoría analítica,False,26,0.04,22,0.047,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,3017.0,"Dayquil medication, no other information <OTC>",Categoría analítica,False,13,0.02,11,0.023,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,3047.0,"Sudafed, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,415.0,Codeine,Categoría analítica,False,3,0.01,3,0.006,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,425.0,"Advil, no other information <OTC>",Categoría analítica,False,3,0.01,3,0.006,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,435.0,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,Salto legítimo o no aplicable,True,5,0.01,4,0.008,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,438.0,"Anaprox, Naprosyn, Naproxen, Naxen",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,442.0,Ibuprofen,Categoría analítica,False,3,0.01,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,445.0,"Dolex, Norgesic Forte",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,450.0,"Acetaminophen, incl. non-Tylenol brands <OTC>",Categoría analítica,False,2,0.00,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,499.0,Aleve <OTC>,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,6083.0,"CCC, ""Triple C,"" C3 <OTC>",Categoría analítica,False,1,0.00,0,0.0,False
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8004.0,Guaifenesin,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8009.0,Allergy pills/antihistamine; type unspfd <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8010.0,"Zyrtec, Cetirizine <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8012.0,"Coriciden, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8042.0,"Alka Seltzer, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8042.4,Alka-Seltzer Plus; no other information,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8056.0,"Vicks, no other information <OTC>",Categoría analítica,False,2,0.00,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8056.5,"Vicks cough medication, no other info <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8058.0,Cough medicine/syrup; type unspecified,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8065.1,Tylenol Cold Relief Nighttime <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8094.0,Pepto Bismol <OTC>,Categoría analítica,False,1,0.00,0,0.0,False
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8110.0,Over-the-counter drug/pills; type unspecified<OTC>,Categoría analítica,False,3,0.01,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8169.0,TheraFlu <OTC>,Categoría analítica,False,8,0.01,8,0.017,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8192.0,Delsym <OTC>,Categoría analítica,False,3,0.01,3,0.006,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8200.0,"Tylenol Cold and Flu medication,no othr info <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8201.0,"Tylenol Cough medication, no othr info <OTC>",Categoría analítica,False,1,0.00,0,0.0,False
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8202.2,"Wal-Tussin, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8203.0,"Sinus medication, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8204.0,"Flu medication, no other information <OTC>",Categoría analítica,False,3,0.01,3,0.006,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8204.1,Night flu medication; brand unspecified <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8205.0,"Mucinex, no other information <OTC>",Categoría analítica,False,8,0.01,8,0.017,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8205.2,"Mucinex expectorant, extended-release <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8228.0,Lean (Promethazine w/codeine mixed w/Sprite),Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8249.0,XL-3,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8258.0,Tukol <OTC>,Categoría analítica,False,3,0.01,3,0.006,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8283.0,Zarbee's; no other information <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,829.0,"Robitussin, no other information <OTC>",Categoría analítica,False,8,0.01,5,0.011,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8319.0,Sudagrip <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8322.0,Sinarest,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,8323.0,Ludens; contents unspecified <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,840.0,"Cough med, generic/unspec, contents unspec <OTC>",Categoría analítica,False,4,0.01,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,843.0,"Cold medicine/tabs, brand unspfd or generic <OTC>",Categoría analítica,False,3,0.01,2,0.004,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,883.0,Dextromethorphan Hydrobromide <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,900.0,Not a drug,Categoría analítica,False,1,0.00,0,0.0,False
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,9985.0,BAD DATA Logically assigned,Asignación lógica,True,49,0.08,47,0.099,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,9991.0,NEVER USED COUGH/COLD MED,Ausencia de exposición,True,55979,95.47,44937,95.006,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,9993.0,DID NOT USE COUGH/COLD MED IN THE PAST 12 MOS,Ausencia de exposición,True,1662,2.83,1558,3.294,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,9994.0,DON'T KNOW,No respuesta o ausencia,True,7,0.01,4,0.008,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,9997.0,REFUSED,No respuesta o ausencia,True,38,0.06,21,0.044,True
COLDYR2,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 2,SPECIAL DRUGS,Original u otra,9998.0,BLANK (NO ANSWER),No respuesta o ausencia,True,760,1.30,616,1.302,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,1001.0,"Benadryl, Diphenhydramine, no other info <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,171.0,"NyQuil, no other information <OTC>",Categoría analítica,False,9,0.02,7,0.015,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,3017.0,"Dayquil medication, no other information <OTC>",Categoría analítica,False,5,0.01,4,0.008,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,3047.0,"Sudafed, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,3104.0,Phenylephrine,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,425.0,"Advil, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,435.0,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,Salto legítimo o no aplicable,True,3,0.01,3,0.006,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,6029.0,DXM <OTC>,Categoría analítica,False,1,0.00,0,0.0,False
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8012.0,"Coriciden, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8038.0,Coldact,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8110.0,Over-the-counter drug/pills; type unspecified<OTC>,Categoría analítica,False,3,0.01,2,0.004,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8169.0,TheraFlu <OTC>,Categoría analítica,False,4,0.01,4,0.008,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8192.0,Delsym <OTC>,Categoría analítica,False,3,0.01,3,0.006,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8201.2,Tylenol Cough and Cold medication; no other info,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8204.0,"Flu medication, no other information <OTC>",Categoría analítica,False,2,0.00,2,0.004,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8205.0,"Mucinex, no other information <OTC>",Categoría analítica,False,4,0.01,4,0.008,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8216.0,"Advil Cold, no other information <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,8258.0,Tukol <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,829.0,"Robitussin, no other information <OTC>",Categoría analítica,False,3,0.01,2,0.004,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,840.0,"Cough med, generic/unspec, contents unspec <OTC>",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,843.1,Nighttime cold medication; brand unspecified <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,9985.0,BAD DATA Logically assigned,Asignación lógica,True,38,0.06,37,0.078,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,9991.0,NEVER USED COUGH/COLD MED,Ausencia de exposición,True,55979,95.47,44937,95.006,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,9993.0,DID NOT USE COUGH/COLD MED IN THE PAST 12 MOS,Ausencia de exposición,True,1662,2.83,1558,3.294,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,9994.0,DON'T KNOW,No respuesta o ausencia,True,2,0.00,1,0.002,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,9997.0,REFUSED,No respuesta o ausencia,True,38,0.06,22,0.047,True
COLDYR3,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 3,SPECIAL DRUGS,Original u otra,9998.0,BLANK (NO ANSWER),No respuesta o ausencia,True,866,1.48,702,1.484,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,171.0,"NyQuil, no other information <OTC>",Categoría analítica,False,5,0.01,5,0.011,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,3017.0,"Dayquil medication, no other information <OTC>",Categoría analítica,False,2,0.00,2,0.004,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,435.0,Tylenol/Children's Tylenol; otherwise unspcfd<OTC>,Salto legítimo o no aplicable,True,2,0.00,1,0.002,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,6044.0,"Gel caps, gel tabs",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,803.0,"Marijuana, MarrJane, Mary Jane, MJ, pot, weed",Categoría analítica,False,1,0.00,1,0.002,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,8169.0,TheraFlu <OTC>,Categoría analítica,False,2,0.00,2,0.004,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,8192.0,Delsym <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,8205.0,"Mucinex, no other information <OTC>",Categoría analítica,False,2,0.00,2,0.004,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,8261.0,Rompe Pecho <OTC>,Categoría analítica,False,1,0.00,1,0.002,True
COLDYR4,OTHER COUGH/COLD MED USED PAST 12 MOS - SPECIFY 4,SPECIAL DRUGS,Original u otra,9985.0,BAD DATA Logically assigned,Asignación lógica,True,24,0.04,23,0.049,True
