variable,tipo,n_presentes,n_unicos,n_nan,pct_nan
SUTOPTRQ2,int64,47299,11,0,0.0
SUTOPSED2,int64,47299,8,0,0.0
SUTOPODG2,int64,47299,9,0,0.0
SUTPHVIADB,int64,47299,11,0,0.0
SUTPEERADB,int64,47299,12,0,0.0
SUTUNCOST2,int64,47299,7,0,0.0
SUTUNINSCV2,int64,47299,7,0,0.0
SUTUNENFCV2,int64,47299,7,0,0.0
SUTUNWHER2,int64,47299,7,0,0.0
SUTUNNOFND2,int64,47299,7,0,0.0
SUTUNNOOPN2,int64,47299,7,0,0.0
SUTUNPROBS2,int64,47299,7,0,0.0
SUTUNTIME2,int64,47299,7,0,0.0
SUTUNPRIV2,int64,47299,7,0,0.0
SUTUNPTHNK2,int64,47299,7,0,0.0
SUTUNCONSQ2,int64,47299,7,0,0.0
SUTUNSTART2,int64,47299,7,0,0.0
SUTUNQUIT2,int64,47299,7,0,0.0
SUTUNHNDL2,int64,47299,7,0,0.0
SUTUNFFLKE2,int64,47299,7,0,0.0
SUTUNFORCE2,int64,47299,7,0,0.0
SUTUNNOHLP2,int64,47299,7,0,0.0
SUTUNCARE2,int64,47299,7,0,0.0
IRSUTSUPPGRP,int64,47299,2,0,0.0
IISUTSUPPGRP,int64,47299,4,0,0.0
IRSUTERED,int64,47299,2,0,0.0
IISUTERED,int64,47299,3,0,0.0
IRSUTINHOSP2,int64,47299,2,0,0.0
IISUTINHOSP2,int64,47299,4,0,0.0
IRSUTINRHAB2,int64,47299,2,0,0.0
IISUTINRHAB2,int64,47299,3,0,0.0
IRSUTINRSMH2,int64,47299,2,0,0.0
IISUTINRSMH2,int64,47299,3,0,0.0
IRSUTINOPL2,int64,47299,2,0,0.0
IISUTINOPL2,int64,47299,4,0,0.0
IRSUTOPRHAB2,int64,47299,2,0,0.0
IISUTOPRHAB2,int64,47299,3,0,0.0
IRSUTOPMHCR2,int64,47299,2,0,0.0
IISUTOPMHCR2,int64,47299,3,0,0.0
IRSUTOPTHRP2,int64,47299,2,0,0.0
IISUTOPTHRP2,int64,47299,3,0,0.0
IRSUTOPDOC2,int64,47299,2,0,0.0
IISUTOPDOC2,int64,47299,4,0,0.0
IRSUTOPHOSP2,int64,47299,2,0,0.0
IISUTOPHOSP2,int64,47299,3,0,0.0
IRSUTOPSCHL2,int64,47299,2,0,0.0
IISUTOPSCHL2,int64,47299,3,0,0.0
IRSUTOPOPL2,int64,47299,2,0,0.0
IISUTOPOPL2,int64,47299,3,0,0.0
IRSUTRXALC,int64,47299,2,0,0.0
IISUTRXALC,int64,47299,3,0,0.0
IRSUTRXDRG,int64,47299,2,0,0.0
IISUTRXDRG,int64,47299,3,0,0.0
IRSUTODRVMED,int64,47299,2,0,0.0
IISUTODRVMED,int64,47299,3,0,0.0
IRSUTPHVID,int64,47299,2,0,0.0
IISUTPHVID,int64,47299,4,0,0.0
IRSUTDETOX,int64,47299,2,0,0.0
IISUTDETOX,int64,47299,3,0,0.0
IRSUTPEERSPC,int64,47299,2,0,0.0
IISUTPEERSPC,int64,47299,3,0,0.0
SUTINPPY2,int64,47299,2,0,0.0
SUTOPPY2,int64,47299,2,0,0.0
SUTOPNDOC2,int64,47299,2,0,0.0
SUTOPALCPY2,int64,47299,2,0,0.0
SUTOPMRJPY2,int64,47299,2,0,0.0
SUTOPCOCPY2,int64,47299,2,0,0.0
SUTOPHERPY2,int64,47299,2,0,0.0
SUTOPHALPY2,int64,47299,2,0,0.0
SUTOPINHPY2,int64,47299,2,0,0.0
SUTOPMTHPY2,int64,47299,2,0,0.0
SUTOPPNRPY2,int64,47299,2,0,0.0
SUTOPSTMPY2,int64,47299,2,0,0.0
SUTOPTRQPY2,int64,47299,2,0,0.0
SUTOPSEDPY2,int64,47299,2,0,0.0
SUTOPTQSDPY2,int64,47299,2,0,0.0
SUTOPPSYPY2,int64,47299,2,0,0.0
SUTOPOPIPY2,int64,47299,2,0,0.0
SUTOPCNSPY2,int64,47299,2,0,0.0
SUTOPDRGPY2,int64,47299,2,0,0.0
SUTOPDRALPY2,int64,47299,2,0,0.0
SUTOPUNSPPY2,int64,47299,2,0,0.0
SUTPHVIDRG,float64,47257,2,42,0.089
SUTPHVIALC,float64,47257,2,42,0.089
SUTRTPY2,int64,47299,2,0,0.0
SUTRTDRGPY2,int64,47299,2,0,0.0
SUTRTALCPY2,int64,47299,2,0,0.0
SUTRTDRALPY2,int64,47299,2,0,0.0
SUTRTUNSPPY2,int64,47299,2,0,0.0
SUTRTOSVPY2,int64,47299,2,0,0.0
SUTNEEDPY2,int64,47299,2,0,0.0
SUTNEDALCPY2,int64,47299,2,0,0.0
SUTSKTHPY2,float64,44576,2,2723,5.757
SUNTCOST2,float64,460,2,46839,99.027
SUNTINSCV2,float64,432,2,46867,99.087
SUNTENCV2,float64,424,2,46875,99.104
SUNTWHER2,float64,462,2,46837,99.023
SUNTNOFND2,float64,444,2,46855,99.061
SUNTNOOPN2,float64,431,2,46868,99.089
SUNTPROBS2,float64,454,2,46845,99.04
SUNTTIME2,float64,455,2,46844,99.038
SUNTPRIV2,float64,455,2,46844,99.038
SUNTPTHNK2,float64,464,2,46835,99.019
SUNTCONSQ2,float64,456,2,46843,99.036
SUNTSTART2,float64,456,2,46843,99.036
SUNTQUIT2,float64,456,2,46843,99.036
SUNTHNDL2,float64,457,2,46842,99.034
SUNTFFLKE2,float64,459,2,46840,99.03
SUNTFORCE2,float64,454,2,46845,99.04
SUNTNOHLP2,float64,445,2,46854,99.059
SUNTCARE2,float64,452,2,46847,99.044
RSKCIGPKD,int64,47299,8,0,0.0
RSKMRJMON,int64,47299,8,0,0.0
RSKMRJWK,int64,47299,8,0,0.0
RSKLSDTRY,int64,47299,8,0,0.0
RSKLSDWK,int64,47299,8,0,0.0
RSKHERTRY,int64,47299,8,0,0.0
RSKHERWK,int64,47299,8,0,0.0
RSKCOCMON,int64,47299,8,0,0.0
RSKCOCWK,int64,47299,8,0,0.0
RSKBNGDLY,int64,47299,8,0,0.0
RSKBNGWK,int64,47299,8,0,0.0
DIFGETMRJ,int64,47299,9,0,0.0
DIFGETLSD,int64,47299,9,0,0.0
DIFGETCOC,int64,47299,9,0,0.0
DIFGETCRK,int64,47299,9,0,0.0
DIFGETHER,int64,47299,9,0,0.0
APPDRGMON,int64,47299,6,0,0.0
RSKYFQDGR,int64,47299,8,0,0.0
RSKYFQTES,int64,47299,8,0,0.0
RKFQPBLT,int64,47299,8,0,0.0
RKFQDBLT,int64,47299,9,0,0.0
GRSKCIGPKD,float64,46744,2,555,1.173
GRSKMRJMON,float64,46628,2,671,1.419
GRSKMRJWK,float64,46605,2,694,1.467
GRSKCOCMON,float64,46483,2,816,1.725
GRSKCOCWK,float64,46503,2,796,1.683
GRSKHERTRY,float64,46482,2,817,1.727
GRSKHERWK,float64,46521,2,778,1.645
GRSKLSDTRY,float64,46273,2,1026,2.169
GRSKLSDWK,float64,46244,2,1055,2.23
GRSKBNGDLY,float64,46701,2,598,1.264
GRSKBNGWK,float64,46685,2,614,1.298
DIFOBTMRJ,float64,46277,2,1022,2.161
DIFOBTCOC,float64,45766,2,1533,3.241
DIFOBTCRK,float64,45719,2,1580,3.34
DIFOBTHER,float64,45703,2,1596,3.374
DIFOBTLSD,float64,45627,2,1672,3.535
APPDRGMON2,float64,46921,2,378,0.799
SNYSELL,int64,47299,9,0,0.0
SNYSTOLE,int64,47299,9,0,0.0
SNYATTAK,int64,47299,9,0,0.0
SNAFLMJTRY,int64,47299,9,0,0.0
SNRLGIMP,int64,47299,8,0,0.0
SNRLDCSN,int64,47299,8,0,0.0
SNRLFRND,int64,47299,8,0,0.0
YEATNDYR,int64,47299,1,0,0.0
YEHMSLYR,int64,47299,1,0,0.0
YESCHFLT,int64,47299,1,0,0.0
YESCHWRK,int64,47299,1,0,0.0
YESCHIMP,int64,47299,1,0,0.0
YESCHINT,int64,47299,1,0,0.0
YETCGJOB,int64,47299,1,0,0.0
YELSTGRD,int64,47299,1,0,0.0
YECIGFRNDOF2,int64,47299,1,0,0.0
YECIGNEXTYR2,int64,47299,1,0,0.0
YESTSCIG,int64,47299,1,0,0.0
YESTSMJ,int64,47299,1,0,0.0
YESTSALC,int64,47299,1,0,0.0
YESTSDNK,int64,47299,1,0,0.0
YEPCHKHW,int64,47299,1,0,0.0
YEPHLPHW,int64,47299,1,0,0.0
YEPCHORE,int64,47299,1,0,0.0
YEPLMTELEC,int64,47299,1,0,0.0
YEPLMTSN,int64,47299,1,0,0.0
YEPGDJOB,int64,47299,1,0,0.0
YEPPROUD,int64,47299,1,0,0.0
YEYARGUP,int64,47299,1,0,0.0
YEYFGTSW,int64,47299,1,0,0.0
YEYFGTGP,int64,47299,1,0,0.0
YEYHGUN,int64,47299,1,0,0.0
YEYSELL,int64,47299,1,0,0.0
YEYSTOLE,int64,47299,1,0,0.0
YEYATTAK,int64,47299,1,0,0.0
YEPFLCIGDL,int64,47299,1,0,0.0
YEPFLMJTRY,int64,47299,1,0,0.0
YEPFLMJMON,int64,47299,1,0,0.0
YEPFLALCDL,int64,47299,1,0,0.0
YEYFLCIGDL,int64,47299,1,0,0.0
YEYFLMJTRY,int64,47299,1,0,0.0
YEYFLMJMON,int64,47299,1,0,0.0
YEYFLALCDL,int64,47299,1,0,0.0
YETLKNON,int64,47299,1,0,0.0
YETLKPAR,int64,47299,1,0,0.0
YETLKBGF,int64,47299,1,0,0.0
YETLKOTA,int64,47299,1,0,0.0
YETLKSOP,int64,47299,1,0,0.0
YEPRBSLV,int64,47299,1,0,0.0
YEVIOPRV,int64,47299,1,0,0.0
YEDGPRGP,int64,47299,1,0,0.0
YESCHACT,int64,47299,1,0,0.0
YECOMACT,int64,47299,1,0,0.0
YEFAIACT,int64,47299,1,0,0.0
YEOTHACT,int64,47299,1,0,0.0
YEDECLAS,int64,47299,1,0,0.0
YEDERGLR,int64,47299,1,0,0.0
YEDESPCL,int64,47299,1,0,0.0
YERLGIMP,int64,47299,1,0,0.0
YERLDCSN,int64,47299,1,0,0.0
YERLFRND,int64,47299,1,0,0.0
YGADNRVANX,int64,47299,1,0,0.0
YGADNTSTOP,int64,47299,1,0,0.0
YGADWRYMCH,int64,47299,1,0,0.0
YGADTRBRLX,int64,47299,1,0,0.0
YGADRSTLSS,int64,47299,1,0,0.0
YGADANNOY,int64,47299,1,0,0.0
YGADAWFUL,int64,47299,1,0,0.0
YGADSCED,float64,0,0,47299,100.0
YUSUITHK,int64,47299,1,0,0.0
YUSUIPLN,int64,47299,1,0,0.0
IRYGADNRVANX,int64,47299,1,0,0.0
IIYGADNRVANX,int64,47299,1,0,0.0
IRYGADNTSTOP,int64,47299,1,0,0.0
IIYGADNTSTOP,int64,47299,1,0,0.0
IRYGADWRYMCH,int64,47299,1,0,0.0
IIYGADWRYMCH,int64,47299,1,0,0.0
IRYGADTRBRLX,int64,47299,1,0,0.0
IIYGADTRBRLX,int64,47299,1,0,0.0
IRYGADRSTLSS,int64,47299,1,0,0.0
IIYGADRSTLSS,int64,47299,1,0,0.0
IRYGADANNOY,int64,47299,1,0,0.0
IIYGADANNOY,int64,47299,1,0,0.0
IRYGADAWFUL,int64,47299,1,0,0.0
IIYGADAWFUL,int64,47299,1,0,0.0
SCHFELT,float64,0,0,47299,100.0
TCHGJOB,float64,0,0,47299,100.0
AVGGRADE,float64,0,0,47299,100.0
STNDSCIG,float64,0,0,47299,100.0
STNDSMJ,float64,0,0,47299,100.0
STNDALC,float64,0,0,47299,100.0
STNDDNK,float64,0,0,47299,100.0
PARCHKHW,float64,0,0,47299,100.0
PARHLPHW,float64,0,0,47299,100.0
PRCHORE2,float64,0,0,47299,100.0
PRLMTELEC,float64,0,0,47299,100.0
PARLMTSN,float64,0,0,47299,100.0
PRGDJOB2,float64,0,0,47299,100.0
PRPROUD2,float64,0,0,47299,100.0
ARGUPAR,float64,0,0,47299,100.0
YOFIGHT2,float64,0,0,47299,100.0
YOGRPFT2,float64,0,0,47299,100.0
YOHGUN2,float64,0,0,47299,100.0
YOSELL2,float64,0,0,47299,100.0
YOSTOLE2,float64,0,0,47299,100.0
YOATTAK2,float64,0,0,47299,100.0
PRFLCLCIGDL,float64,0,0,47299,100.0
PRFLCLMJTRY,float64,0,0,47299,100.0
PRFLCLMJMON,float64,0,0,47299,100.0
PRFLCLALCDL,float64,0,0,47299,100.0
YFLCLCIGDL,float64,0,0,47299,100.0
YFLCLMJTRY,float64,0,0,47299,100.0
YFLCLMJMON,float64,0,0,47299,100.0
YFLCLALCDL,float64,0,0,47299,100.0
TALKPROB,float64,0,0,47299,100.0
PRBSOLV2,float64,0,0,47299,100.0
PREVIOL2,float64,0,0,47299,100.0
PRVDRGO2,float64,0,0,47299,100.0
YTHACT2,float64,0,0,47299,100.0
ANYEDUC3,float64,0,0,47299,100.0
RLGIMPT,float64,0,0,47299,100.0
RLGDCSN,float64,0,0,47299,100.0
RLGFRND,float64,0,0,47299,100.0
YGADTOTSC,float64,0,0,47299,100.0
YGADSEVSYMP,float64,0,0,47299,100.0
YGADMODOSEV,float64,0,0,47299,100.0
YUSUITHKYR,float64,0,0,47299,100.0
YUSUIPLNYR,float64,0,0,47299,100.0
DSTNRV30,int64,47299,9,0,0.0
DSTHOP30,int64,47299,9,0,0.0
DSTRST30,int64,47299,9,0,0.0
DSTCHR30,int64,47299,9,0,0.0
DSTEFF30,int64,47299,9,0,0.0
DSTNGD30,int64,47299,9,0,0.0
DSTWORST,int64,47299,6,0,0.0
DSTNRV12,int64,47299,10,0,0.0
DSTHOP12,int64,47299,10,0,0.0
DSTRST12,int64,47299,10,0,0.0
DSTCHR12,int64,47299,10,0,0.0
DSTEFF12,int64,47299,10,0,0.0
DSTNGD12,int64,47299,10,0,0.0
IMPREMEM,int64,47299,9,0,0.0
IMPCONCN,int64,47299,9,0,0.0
IMPGOUT,int64,47299,10,0,0.0
IMPGOUTM,int64,47299,6,0,0.0
IMPPEOP,int64,47299,10,0,0.0
IMPPEOPM,int64,47299,6,0,0.0
IMPSOC,int64,47299,10,0,0.0
IMPSOCM,int64,47299,6,0,0.0
IMPHHLD,int64,47299,10,0,0.0
IMPHHLDM,int64,47299,6,0,0.0
IMPRESP,int64,47299,10,0,0.0
IMPRESPM,int64,47299,6,0,0.0
IMPWORK,int64,47299,9,0,0.0
IMPWEEKS,int64,47299,56,0,0.0
IMPDYFRQ,int64,47299,7,0,0.0
IMPYDAYS,int64,47299,235,0,0.0
AGADNRVANX,int64,47299,8,0,0.0
AGADNTSTOP,int64,47299,8,0,0.0
AGADWRYMCH,int64,47299,8,0,0.0
AGADTRBRLX,int64,47299,8,0,0.0
AGADRSTLSS,int64,47299,8,0,0.0
AGADANNOY,int64,47299,8,0,0.0
AGADAWFUL,int64,47299,8,0,0.0
AGADSCED,float64,45658,22,1641,3.469
SUICTHNK,int64,47299,6,0,0.0
SUIPLANYR,int64,47299,6,0,0.0
KSSLR6MONED,float64,45821,25,1478,3.125
KSSLR6YRED,float64,15308,25,31991,67.636
WHODASSCED,float64,45939,25,1360,2.875
WHODASDAED,float64,45939,9,1360,2.875
IRDSTNRV30,int64,47299,5,0,0.0
IIDSTNRV30,int64,47299,2,0,0.0
IRDSTHOP30,int64,47299,5,0,0.0
IIDSTHOP30,int64,47299,2,0,0.0
IRDSTRST30,int64,47299,5,0,0.0
IIDSTRST30,int64,47299,2,0,0.0
IRDSTCHR30,int64,47299,5,0,0.0
IIDSTCHR30,int64,47299,2,0,0.0
IRDSTEFF30,int64,47299,5,0,0.0
IIDSTEFF30,int64,47299,2,0,0.0
IRDSTNGD30,int64,47299,5,0,0.0
IIDSTNGD30,int64,47299,2,0,0.0
IRDSTWORST,int64,47299,2,0,0.0
IIDSTWORST,int64,47299,2,0,0.0
IRDSTNRV12,int64,47299,6,0,0.0
IIDSTNRV12,int64,47299,3,0,0.0
IRDSTHOP12,int64,47299,6,0,0.0
IIDSTHOP12,int64,47299,3,0,0.0
IRDSTRST12,int64,47299,6,0,0.0
IIDSTRST12,int64,47299,3,0,0.0
IRDSTCHR12,int64,47299,6,0,0.0
IIDSTCHR12,int64,47299,3,0,0.0
IRDSTEFF12,int64,47299,6,0,0.0
IIDSTEFF12,int64,47299,3,0,0.0
IRDSTNGD12,int64,47299,6,0,0.0
IIDSTNGD12,int64,47299,3,0,0.0
IRIMPREMEM,int64,47299,5,0,0.0
IIIMPREMEM,int64,47299,3,0,0.0
IRIMPCONCN,int64,47299,5,0,0.0
IIIMPCONCN,int64,47299,3,0,0.0
IRIMPGOUT,int64,47299,6,0,0.0
IIIMPGOUT,int64,47299,3,0,0.0
IRIMPGOUTM,int64,47299,3,0,0.0
IIIMPGOUTM,int64,47299,3,0,0.0
IRIMPPEOP,int64,47299,6,0,0.0
IIIMPPEOP,int64,47299,3,0,0.0
IRIMPPEOPM,int64,47299,3,0,0.0
IIIMPPEOPM,int64,47299,3,0,0.0
IRIMPSOC,int64,47299,6,0,0.0
IIIMPSOC,int64,47299,3,0,0.0
IRIMPSOCM,int64,47299,3,0,0.0
IIIMPSOCM,int64,47299,3,0,0.0
IRIMPHHLD,int64,47299,6,0,0.0
IIIMPHHLD,int64,47299,3,0,0.0
IRIMPHHLDM,int64,47299,3,0,0.0
IIIMPHHLDM,int64,47299,3,0,0.0
IRIMPRESP,int64,47299,6,0,0.0
IIIMPRESP,int64,47299,3,0,0.0
IRIMPRESPM,int64,47299,3,0,0.0
IIIMPRESPM,int64,47299,3,0,0.0
IRIMPWORK,int64,47299,5,0,0.0
IIIMPWORK,int64,47299,3,0,0.0
IRSUICTHNK,float64,47299,2,0,0.0
IISUICTHNK,int64,47299,2,0,0.0
IRSUIPLANYR,float64,47299,2,0,0.0
IISUIPLANYR,int64,47299,2,0,0.0
IRSUITRYYR,float64,47299,2,0,0.0
IISUITRYYR,int64,47299,2,0,0.0
IRAGADNRVANX,int64,47299,4,0,0.0
IIAGADNRVANX,int64,47299,2,0,0.0
IRAGADNTSTOP,int64,47299,4,0,0.0
IIAGADNTSTOP,int64,47299,2,0,0.0
IRAGADWRYMCH,int64,47299,4,0,0.0
IIAGADWRYMCH,int64,47299,2,0,0.0
IRAGADTRBRLX,int64,47299,4,0,0.0
IIAGADTRBRLX,int64,47299,2,0,0.0
IRAGADRSTLSS,int64,47299,4,0,0.0
IIAGADRSTLSS,int64,47299,2,0,0.0
IRAGADANNOY,int64,47299,4,0,0.0
IIAGADANNOY,int64,47299,2,0,0.0
IRAGADAWFUL,int64,47299,4,0,0.0
IIAGADAWFUL,int64,47299,2,0,0.0
KSSLR6MON,float64,47299,25,0,0.0
SPDPSTMON,float64,47299,2,0,0.0
KSSLR6YR,float64,15813,25,31486,66.568
KSSLR6MAX,float64,47299,25,0,0.0
SPDPSTYR,float64,47299,2,0,0.0
AKSSLR6WRST,float64,47299,18,0,0.0
WHODASTOTSC,float64,47299,25,0,0.0
WHODASDASC,float64,47299,9,0,0.0
SMIPPPY,float64,47299,4185,0,0.0
SMIPY,float64,47299,2,0,0.0
AMIPY,float64,47299,2,0,0.0
SMMIPY,float64,47299,2,0,0.0
MMIPY,float64,47299,2,0,0.0
LMIPY,float64,47299,2,0,0.0
LMMIPY,float64,47299,2,0,0.0
MICATPY,float64,47299,4,0,0.0
SMISUD5ANY,float64,47299,2,0,0.0
AMISUD5ANY,float64,47299,2,0,0.0
LMMISUD5ANY,float64,47299,2,0,0.0
SMIRSUD5ANY,float64,47299,2,0,0.0
SMISUD5ANYO,float64,47299,4,0,0.0
AMIRSUD5ANY,float64,47299,2,0,0.0
AMISUD5ANYO,float64,47299,4,0,0.0
AGADTOTSC,float64,47299,22,0,0.0
AGADSEVSYMP,float64,47299,4,0,0.0
AGADMODOSEV,float64,47299,3,0,0.0
ADSUITPAYR,float64,47299,2,0,0.0
ADSUITPACOM,float64,47299,8,0,0.0
ADDPREV,int64,47299,6,0,0.0
ADDSCEV,int64,47299,6,0,0.0
ADLOSEV,int64,47299,6,0,0.0
ADDPDISC,int64,47299,7,0,0.0
ADDPLSIN,int64,47299,7,0,0.0
ADDSLSIN,int64,47299,6,0,0.0
ADLSI2WK,int64,47299,6,0,0.0
ADDPR2WK,int64,47299,7,0,0.0
ADWRHRS,int64,47299,9,0,0.0
ADWRDST,int64,47299,8,0,0.0
ADWRCHR,int64,47299,8,0,0.0
ADWRIMP,int64,47299,8,0,0.0
ADDPPROB,int64,47299,6,0,0.0
ADWRPROB,int64,47299,6,0,0.0
ADWRAGE,int64,47299,93,0,0.0
ADWRDEPR,int64,47299,6,0,0.0
ADWRDISC,int64,47299,6,0,0.0
ADWRLSIN,int64,47299,6,0,0.0
ADWRPLSR,int64,47299,6,0,0.0
ADWRELES,int64,47299,6,0,0.0
ADWREMOR,int64,47299,6,0,0.0
ADWRGAIN,int64,47299,6,0,0.0
ADWRGROW,int64,47299,6,0,0.0
ADWRPREG,int64,47299,5,0,0.0
ADWRGNL2,int64,47299,31,0,0.0
ADWRLOSE,int64,47299,6,0,0.0
ADWRDIET,int64,47299,6,0,0.0
ADWRLSL2,int64,47299,32,0,0.0
ADWRSLEP,int64,47299,6,0,0.0
ADWRSMOR,int64,47299,6,0,0.0
ADWRENRG,int64,47299,6,0,0.0
ADWRSLOW,int64,47299,6,0,0.0
ADWRSLNO,int64,47299,6,0,0.0
ADWRJITT,int64,47299,6,0,0.0
ADWRJINO,int64,47299,6,0,0.0
ADWRTHOT,int64,47299,6,0,0.0
ADWRCONC,int64,47299,6,0,0.0
ADWRDCSN,int64,47299,6,0,0.0
ADWRNOGD,int64,47299,6,0,0.0
ADWRWRTH,int64,47299,5,0,0.0
AD_MDEA1,int64,47299,5,0,0.0
AD_MDEA2,int64,47299,5,0,0.0
AD_MDEA3,int64,47299,5,0,0.0
AD_MDEA4,int64,47299,5,0,0.0
AD_MDEA5,int64,47299,5,0,0.0
AD_MDEA6,int64,47299,5,0,0.0
AD_MDEA7,int64,47299,4,0,0.0
AD_MDEA8,int64,47299,5,0,0.0
ADSMMDEA,int64,47299,5,0,0.0
ADPBINTF,int64,47299,9,0,0.0
ADPBDLYA,int64,47299,8,0,0.0
ADPBRMBR,int64,47299,6,0,0.0
ADPBAGE,int64,47299,90,0,0.0
ADPBNUM,int64,47299,146,0,0.0
ADPB2WK,int64,47299,6,0,0.0
ADPSHMGT,int64,47299,15,0,0.0
ADPSWORK,int64,47299,15,0,0.0
ADPSRELS,int64,47299,15,0,0.0
ADPSSOC,int64,47299,15,0,0.0
ADPSDAYS,int64,47299,174,0,0.0
ADSEEDOC,int64,47299,6,0,0.0
ADFAMDOC,int64,47299,6,0,0.0
ADOTHDOC,int64,47299,7,0,0.0
ADPSYCH,int64,47299,7,0,0.0
ADPSYMD,int64,47299,6,0,0.0
ADSOCWRK,int64,47299,6,0,0.0
ADCOUNS,int64,47299,7,0,0.0
ADOTHMHP,int64,47299,7,0,0.0
ADNURSE,int64,47299,7,0,0.0
ADRELIG,int64,47299,7,0,0.0
ADHERBAL,int64,47299,7,0,0.0
ADOTHHLP,int64,47299,6,0,0.0
ADTMTNOW,int64,47299,6,0,0.0
ADRX12MO,int64,47299,6,0,0.0
ADRXNOW,int64,47299,6,0,0.0
ADRXHLP,int64,47299,9,0,0.0
ADTMTHLP,int64,47299,9,0,0.0
AMDELT,float64,45747,2,1552,3.281
AMDEYR,float64,45659,2,1640,3.467
ASDSHOM2,float64,5016,5,42283,89.395
ASDSWRK2,float64,5010,5,42289,89.408
ASDSREL2,float64,5024,5,42275,89.378
ASDSSOC2,float64,5026,5,42273,89.374
AMDEIMP,float64,45617,2,1682,3.556
IRAMDELT,float64,47299,2,0,0.0
IIAMDELT,int64,47299,2,0,0.0
IRAMDEYR,float64,47299,2,0,0.0
IIAMDEYR,int64,47299,2,0,0.0
IRAMDEIMP,float64,47299,2,0,0.0
IIAMDEIMP,int64,47299,2,0,0.0
ATXMDEYR,float64,9292,2,38007,80.355
ARXMDEYR,float64,9292,2,38007,80.355
AMDETXRX,float64,9293,2,38006,80.353
ADOCMDE,float64,9282,2,38017,80.376
AOMDMDE,float64,9282,2,38017,80.376
APSY1MDE,float64,9282,2,38017,80.376
APSY2MDE,float64,9282,2,38017,80.376
ASOCMDE,float64,9282,2,38017,80.376
ACOUNMDE,float64,9282,2,38017,80.376
AOMHMDE,float64,9282,2,38017,80.376
ANURSMDE,float64,9282,2,38017,80.376
ARELMDE,float64,9282,2,38017,80.376
AHBCHMDE,float64,9282,2,38017,80.376
AHLTMDE,float64,9282,2,38017,80.376
AALTMDE,float64,9282,2,38017,80.376
YODPREV,int64,47299,1,0,0.0
YODSCEV,int64,47299,1,0,0.0
YOLOSEV,int64,47299,1,0,0.0
YODPDISC,int64,47299,1,0,0.0
YODPLSIN,int64,47299,1,0,0.0
YODSLSIN,int64,47299,1,0,0.0
YOLSI2WK,int64,47299,1,0,0.0
YODPR2WK,int64,47299,1,0,0.0
YOWRHRS,int64,47299,1,0,0.0
YOWRDST,int64,47299,1,0,0.0
YOWRCHR,int64,47299,1,0,0.0
YOWRIMP,int64,47299,1,0,0.0
YODPPROB,int64,47299,1,0,0.0
YOWRPROB,int64,47299,1,0,0.0
YOWRAGE,int64,47299,1,0,0.0
YOWRDEPR,int64,47299,1,0,0.0
YOWRDISC,int64,47299,1,0,0.0
YOWRLSIN,int64,47299,1,0,0.0
YOWRPLSR,int64,47299,1,0,0.0
YOWRELES,int64,47299,1,0,0.0
YOWREMOR,int64,47299,1,0,0.0
YOWRGAIN,int64,47299,1,0,0.0
YOWRGROW,int64,47299,1,0,0.0
YOWRPREG,int64,47299,1,0,0.0
YOWRGNL2,int64,47299,1,0,0.0
YOWRLOSE,int64,47299,1,0,0.0
YOWRDIET,int64,47299,1,0,0.0
YOWRLSL2,int64,47299,1,0,0.0
YOWRSLEP,int64,47299,1,0,0.0
YOWRSMOR,int64,47299,1,0,0.0
YOWRENRG,int64,47299,1,0,0.0
YOWRSLOW,int64,47299,1,0,0.0
YOWRSLNO,int64,47299,1,0,0.0
YOWRJITT,int64,47299,1,0,0.0
YOWRJINO,int64,47299,1,0,0.0
YOWRTHOT,int64,47299,1,0,0.0
YOWRCONC,int64,47299,1,0,0.0
YOWRDCSN,int64,47299,1,0,0.0
YOWRNOGD,int64,47299,1,0,0.0
YOWRWRTH,int64,47299,1,0,0.0
YO_MDEA1,int64,47299,1,0,0.0
YO_MDEA2,int64,47299,1,0,0.0
YO_MDEA3,int64,47299,1,0,0.0
YO_MDEA4,int64,47299,1,0,0.0
YO_MDEA5,int64,47299,1,0,0.0
YO_MDEA6,int64,47299,1,0,0.0
YO_MDEA7,int64,47299,1,0,0.0
YO_MDEA8,int64,47299,1,0,0.0
YODSMMDE,int64,47299,1,0,0.0
YOPBINTF,int64,47299,1,0,0.0
YOPBDLYA,int64,47299,1,0,0.0
YOPBRMBR,int64,47299,1,0,0.0
YOPBAGE,int64,47299,1,0,0.0
YOPBNUM,int64,47299,1,0,0.0
YOPB2WK,int64,47299,1,0,0.0
YOPSHMGT,int64,47299,1,0,0.0
YOPSWORK,int64,47299,1,0,0.0
YOPSRELS,int64,47299,1,0,0.0
YOPSSOC,int64,47299,1,0,0.0
YOPSDAYS,int64,47299,1,0,0.0
YOSEEDOC,int64,47299,1,0,0.0
YOFAMDOC,int64,47299,1,0,0.0
YOOTHDOC,int64,47299,1,0,0.0
YOPSYCH,int64,47299,1,0,0.0
YOPSYMD,int64,47299,1,0,0.0
YOSOCWRK,int64,47299,1,0,0.0
YOCOUNS,int64,47299,1,0,0.0
YOOTHMHP,int64,47299,1,0,0.0
YONURSE,int64,47299,1,0,0.0
YORELIG,int64,47299,1,0,0.0
YOHERBAL,int64,47299,1,0,0.0
YOOTHHLP,int64,47299,1,0,0.0
