variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,pct_unicos_presentes
UDTRHLTHPRB,int64,58633,9,0,0.0,0.015
UDTRHLTHCTD,int64,58633,10,0,0.0,0.017
UDTRMNTLPRB,int64,58633,10,0,0.0,0.017
UDTRMNTLCTD,int64,58633,9,0,0.0,0.015
UDTRSTOPACT,int64,58633,9,0,0.0,0.015
UDTRWORKPRB,int64,58633,9,0,0.0,0.015
UDTRFMLYPRB,int64,58633,9,0,0.0,0.015
UDTRFMLYCTD,int64,58633,10,0,0.0,0.017
UDTRGETHURT,int64,58633,9,0,0.0,0.015
UDTRWDSWEAT,int64,58633,9,0,0.0,0.015
UDTRWDTRMBL,int64,58633,9,0,0.0,0.015
UDTRWDSLEEP,int64,58633,9,0,0.0,0.015
UDTRWDVOMIT,int64,58633,9,0,0.0,0.015
UDTRWDHALUC,int64,58633,9,0,0.0,0.015
UDTRWDSITST,int64,58633,9,0,0.0,0.015
UDTRWDFLANX,int64,58633,9,0,0.0,0.015
UDTRAVOIDWD,int64,58633,9,0,0.0,0.015
UDTRAVWSVTR,int64,58633,9,0,0.0,0.015
UDTRAVWALCO,int64,58633,9,0,0.0,0.015
UDTRAVWOTHR,int64,58633,9,0,0.0,0.015
UDSTTIMEUSE,int64,58633,9,0,0.0,0.015
UDSTTIMEGET,int64,58633,10,0,0.0,0.017
UDSTLRGAMTS,int64,58633,9,0,0.0,0.015
UDSTWANTBAD,int64,58633,9,0,0.0,0.015
UDSTSTRURGE,int64,58633,10,0,0.0,0.017
UDSTNEEDMOR,int64,58633,9,0,0.0,0.015
UDSTLESSEFF,int64,58633,10,0,0.0,0.017
UDSTTRYSTOP,int64,58633,9,0,0.0,0.015
UDSTNOTSTOP,int64,58633,9,0,0.0,0.015
UDSTWSHSTOP,int64,58633,10,0,0.0,0.017
UDSTHLTHPRB,int64,58633,9,0,0.0,0.015
UDSTHLTHCTD,int64,58633,9,0,0.0,0.015
UDSTMNTLPRB,int64,58633,10,0,0.0,0.017
UDSTMNTLCTD,int64,58633,8,0,0.0,0.014
UDSTSTOPACT,int64,58633,9,0,0.0,0.015
UDSTWORKPRB,int64,58633,9,0,0.0,0.015
UDSTFMLYPRB,int64,58633,9,0,0.0,0.015
UDSTFMLYCTD,int64,58633,9,0,0.0,0.015
UDSTGETHURT,int64,58633,9,0,0.0,0.015
UDSTWDFLBLU,int64,58633,9,0,0.0,0.015
UDSTWDTIRED,int64,58633,10,0,0.0,0.017
UDSTWDDREAM,int64,58633,9,0,0.0,0.015
UDSTWDSLEEP,int64,58633,10,0,0.0,0.017
UDSTWDHNGRY,int64,58633,10,0,0.0,0.017
UDSTWDSITST,int64,58633,10,0,0.0,0.017
UDSTAVOIDWD,int64,58633,9,0,0.0,0.015
UDSTAVWSTIM,int64,58633,10,0,0.0,0.017
UDSTAVWCOCN,int64,58633,9,0,0.0,0.015
UDSTAVWMETH,int64,58633,9,0,0.0,0.015
UDSTAVWOTHR,int64,58633,9,0,0.0,0.015
UDSVTIMEUSE,int64,58633,9,0,0.0,0.015
UDSVTIMEGET,int64,58633,10,0,0.0,0.017
UDSVLRGAMTS,int64,58633,9,0,0.0,0.015
UDSVWANTBAD,int64,58633,9,0,0.0,0.015
UDSVSTRURGE,int64,58633,10,0,0.0,0.017
UDSVNEEDMOR,int64,58633,9,0,0.0,0.015
UDSVLESSEFF,int64,58633,10,0,0.0,0.017
UDSVTRYSTOP,int64,58633,9,0,0.0,0.015
UDSVNOTSTOP,int64,58633,9,0,0.0,0.015
UDSVWSHSTOP,int64,58633,10,0,0.0,0.017
UDSVHLTHPRB,int64,58633,9,0,0.0,0.015
UDSVHLTHCTD,int64,58633,9,0,0.0,0.015
UDSVMNTLPRB,int64,58633,10,0,0.0,0.017
UDSVMNTLCTD,int64,58633,9,0,0.0,0.015
UDSVSTOPACT,int64,58633,9,0,0.0,0.015
UDSVWORKPRB,int64,58633,9,0,0.0,0.015
UDSVFMLYPRB,int64,58633,9,0,0.0,0.015
UDSVFMLYCTD,int64,58633,9,0,0.0,0.015
UDSVGETHURT,int64,58633,9,0,0.0,0.015
UDSVWDSWEAT,int64,58633,9,0,0.0,0.015
UDSVWDTRMBL,int64,58633,9,0,0.0,0.015
UDSVWDSLEEP,int64,58633,9,0,0.0,0.015
UDSVWDVOMIT,int64,58633,9,0,0.0,0.015
UDSVWDHALUC,int64,58633,9,0,0.0,0.015
UDSVWDSITST,int64,58633,9,0,0.0,0.015
UDSVWDFLANX,int64,58633,9,0,0.0,0.015
UDSVAVOIDWD,int64,58633,9,0,0.0,0.015
UDSVAVWSVTR,int64,58633,10,0,0.0,0.017
UDSVAVWALCO,int64,58633,10,0,0.0,0.017
UDSVAVWOTHR,int64,58633,10,0,0.0,0.017
PYUD5ALC,float64,58105,4,528,0.901,0.007
PYUD5MRJ,float64,58348,4,285,0.486,0.007
PYUD5COC,float64,58597,4,36,0.061,0.007
PYUD5HER,float64,58624,4,9,0.015,0.007
PYUD5HAL,float64,58540,4,93,0.159,0.007
PYUD5INH,float64,58523,4,110,0.188,0.007
PYUD5MTH,float64,58616,4,17,0.029,0.007
EDUD5PNRMIS,float64,58557,4,76,0.13,0.007
EDUD5PNRUNM2,float64,58267,4,366,0.624,0.007
EDUD5TRQMIS,float64,58603,4,30,0.051,0.007
EDUD5TRQUNM,float64,58515,4,118,0.201,0.007
EDUD5STMMIS,float64,58608,4,25,0.043,0.007
EDUD5STMUNM,float64,58520,4,113,0.193,0.007
EDUD5SEDMIS,float64,58623,4,10,0.017,0.007
EDUD5SEDUNM,float64,58557,4,76,0.13,0.007
IRPYUD5ALC,int64,58633,2,0,0.0,0.003
IIPYUD5ALC,int64,58633,3,0,0.0,0.005
IRPYUD5MRJ,int64,58633,2,0,0.0,0.003
IIPYUD5MRJ,int64,58633,3,0,0.0,0.005
IRPYUD5COC,int64,58633,2,0,0.0,0.003
IIPYUD5COC,int64,58633,3,0,0.0,0.005
IRPYUD5HER,int64,58633,2,0,0.0,0.003
IIPYUD5HER,int64,58633,3,0,0.0,0.005
IRPYUD5HAL,int64,58633,2,0,0.0,0.003
IIPYUD5HAL,int64,58633,3,0,0.0,0.005
IRPYUD5INH,int64,58633,2,0,0.0,0.003
IIPYUD5INH,int64,58633,3,0,0.0,0.005
IRPYUD5MTH,int64,58633,2,0,0.0,0.003
IIPYUD5MTH,int64,58633,3,0,0.0,0.005
IRUD5PNRMIS,int64,58633,2,0,0.0,0.003
IIUD5PNRMIS,int64,58633,3,0,0.0,0.005
IRUD5PNRUNM2,int64,58633,2,0,0.0,0.003
IIUD5PNRUNM2,int64,58633,3,0,0.0,0.005
IRUD5TRQMIS,int64,58633,2,0,0.0,0.003
IIUD5TRQMIS,int64,58633,3,0,0.0,0.005
IRUD5TRQUNM,int64,58633,2,0,0.0,0.003
IIUD5TRQUNM,int64,58633,3,0,0.0,0.005
IRUD5STMMIS,int64,58633,2,0,0.0,0.003
IIUD5STMMIS,int64,58633,3,0,0.0,0.005
IRUD5STMUNM,int64,58633,2,0,0.0,0.003
IIUD5STMUNM,int64,58633,3,0,0.0,0.005
IRUD5SEDMIS,int64,58633,2,0,0.0,0.003
IIUD5SEDMIS,int64,58633,3,0,0.0,0.005
IRUD5SEDUNM,int64,58633,2,0,0.0,0.003
IIUD5SEDUNM,int64,58633,3,0,0.0,0.005
IRPYSEV5ALC,int64,58633,4,0,0.0,0.007
IIPYSEV5ALC,int64,58633,3,0,0.0,0.005
IRPYSEV5MRJ,int64,58633,4,0,0.0,0.007
IIPYSEV5MRJ,int64,58633,3,0,0.0,0.005
IRPYSEV5COC,int64,58633,4,0,0.0,0.007
IIPYSEV5COC,int64,58633,3,0,0.0,0.005
IRPYSEV5HER,int64,58633,4,0,0.0,0.007
IIPYSEV5HER,int64,58633,3,0,0.0,0.005
IRPYSEV5HAL,int64,58633,4,0,0.0,0.007
IIPYSEV5HAL,int64,58633,3,0,0.0,0.005
IRPYSEV5INH,int64,58633,4,0,0.0,0.007
IIPYSEV5INH,int64,58633,3,0,0.0,0.005
IRPYSEV5MTH,int64,58633,4,0,0.0,0.007
IIPYSEV5MTH,int64,58633,3,0,0.0,0.005
IRSEVPNRMIS,int64,58633,4,0,0.0,0.007
IISEVPNRMIS,int64,58633,3,0,0.0,0.005
IRSEVPNRUNM2,int64,58633,4,0,0.0,0.007
IISEVPNRUNM2,int64,58633,3,0,0.0,0.005
IRSEVTRQMIS,int64,58633,4,0,0.0,0.007
IISEVTRQMIS,int64,58633,3,0,0.0,0.005
IRSEVTRQUNM,int64,58633,4,0,0.0,0.007
IISEVTRQUNM,int64,58633,3,0,0.0,0.005
IRSEVSTMMIS,int64,58633,4,0,0.0,0.007
IISEVSTMMIS,int64,58633,3,0,0.0,0.005
IRSEVSTMUNM,int64,58633,4,0,0.0,0.007
IISEVSTMUNM,int64,58633,3,0,0.0,0.005
IRSEVSEDMIS,int64,58633,4,0,0.0,0.007
IISEVSEDMIS,int64,58633,3,0,0.0,0.005
IRSEVSEDUNM,int64,58633,4,0,0.0,0.007
IISEVSEDUNM,int64,58633,3,0,0.0,0.005
UD5TRQSDANY,int64,58633,2,0,0.0,0.003
UD5PSYANY,int64,58633,2,0,0.0,0.003
UD5OPIANY2,int64,58633,2,0,0.0,0.003
UD5HROPANY,int64,58633,4,0,0.0,0.007
UD5CNSANY,int64,58633,2,0,0.0,0.003
UD5ILLANY,int64,58633,2,0,0.0,0.003
UD5IEMANY,int64,58633,2,0,0.0,0.003
UD5ILALANY,int64,58633,2,0,0.0,0.003
UD5ILAALANY,int64,58633,2,0,0.0,0.003
UD5ILNALANY,int64,58633,2,0,0.0,0.003
UD5ALNILANY,int64,58633,2,0,0.0,0.003
UDYR5OPPRANY,int64,58633,2,0,0.0,0.003
UDYR5PNRANY2,int64,58633,2,0,0.0,0.003
UDYR5SEDANY,int64,58633,2,0,0.0,0.003
UDYR5STMANY,int64,58633,2,0,0.0,0.003
UDYR5TRQANY,int64,58633,2,0,0.0,0.003
UD5CNSGRP,int64,58633,3,0,0.0,0.005
UD5OPIGRP,int64,58633,3,0,0.0,0.005
UD5TRQSDGRP,int64,58633,3,0,0.0,0.005
SEVYRPNRANY2,int64,58633,4,0,0.0,0.007
SEVYROPPRANY,int64,58633,4,0,0.0,0.007
SEVYRTRQANY,int64,58633,4,0,0.0,0.007
SEVYRSTMANY,int64,58633,4,0,0.0,0.007
SEVYRSEDANY,int64,58633,4,0,0.0,0.007
SVYRTQSDANY,int64,58633,4,0,0.0,0.007
SVYRPSYANY,int64,58633,4,0,0.0,0.007
SVYROPIANY2,int64,58633,4,0,0.0,0.007
SVYRCNSANY,int64,58633,4,0,0.0,0.007
SVYRDUDANY,int64,58633,4,0,0.0,0.007
SVYRSUDANY,int64,58633,4,0,0.0,0.007
SVYRTQSDMIS,int64,58633,4,0,0.0,0.007
SVYROPIMIS,int64,58633,4,0,0.0,0.007
SVYRCNSMIS,int64,58633,4,0,0.0,0.007
SVYRTQSDUNM,int64,58633,4,0,0.0,0.007
SVYROPIUNM,int64,58633,4,0,0.0,0.007
SVYRCNSUNM,int64,58633,4,0,0.0,0.007
MRJYRBFR,int64,58633,7,0,0.0,0.012
MRJAGLST,int64,58633,91,0,0.0,0.155
MRJYLU,int64,58633,10,0,0.0,0.017
MRJMLU,int64,58633,19,0,0.0,0.032
CIGAGLST,int64,58633,91,0,0.0,0.155
CIGYLU,int64,58633,10,0,0.0,0.017
CIGMLU,int64,58633,19,0,0.0,0.032
CIGDLLST,int64,58633,85,0,0.0,0.145
CIGDLYLU,int64,58633,10,0,0.0,0.017
CIGDLMLU,int64,58633,19,0,0.0,0.032
SMKAGLAST,int64,58633,79,0,0.0,0.135
SMKYRLAST,int64,58633,10,0,0.0,0.017
SMKMOLAST,int64,58633,19,0,0.0,0.032
CGRAGLST,int64,58633,86,0,0.0,0.147
CIGARYLU,int64,58633,10,0,0.0,0.017
CIGARMLU,int64,58633,19,0,0.0,0.032
ALCAGLST,int64,58633,102,0,0.0,0.174
ALCYLU,int64,58633,10,0,0.0,0.017
ALCMLU,int64,58633,19,0,0.0,0.032
COCAGLST,int64,58633,72,0,0.0,0.123
COCYLU,int64,58633,10,0,0.0,0.017
COCMLU,int64,58633,19,0,0.0,0.032
CRKAGLST,int64,58633,64,0,0.0,0.109
CRKYLU,int64,58633,10,0,0.0,0.017
CRKMLU,int64,58633,19,0,0.0,0.032
HERAGLST,int64,58633,56,0,0.0,0.096
HERYLU,int64,58633,10,0,0.0,0.017
HERMLU,int64,58633,19,0,0.0,0.032
HALLAGLST,int64,58633,76,0,0.0,0.13
HALLYRLST,int64,58633,10,0,0.0,0.017
HALLMOLST,int64,58633,19,0,0.0,0.032
LSDAGLST,int64,58633,64,0,0.0,0.109
LSDYLU,int64,58633,10,0,0.0,0.017
LSDMLU,int64,58633,19,0,0.0,0.032
PCPAGLST,int64,58633,52,0,0.0,0.089
PCPYLU,int64,58633,10,0,0.0,0.017
PCPMLU,int64,58633,18,0,0.0,0.031
ECSTMOAGL,int64,58633,58,0,0.0,0.099
ECSTMOYLU,int64,58633,10,0,0.0,0.017
ECSTMOMLU,int64,58633,19,0,0.0,0.032
INHLAGLST,int64,58633,76,0,0.0,0.13
INHLYRLST,int64,58633,10,0,0.0,0.017
INHLMOLST,int64,58633,19,0,0.0,0.032
METHAGLST,int64,58633,69,0,0.0,0.118
METHYRLST,int64,58633,10,0,0.0,0.017
METHMOLST,int64,58633,19,0,0.0,0.032
CIGYRBFR,int64,58633,8,0,0.0,0.014
ALCYRBFR,int64,58633,7,0,0.0,0.012
COCYRBFR,int64,58633,7,0,0.0,0.012
SUTSUPPADB,int64,58633,11,0,0.0,0.019
SUTOPALC2,int64,58633,10,0,0.0,0.017
SUTOPMRJ2,int64,58633,11,0,0.0,0.019
SUTOPINHL2,int64,58633,10,0,0.0,0.017
SUTOPHALL2,int64,58633,11,0,0.0,0.019
SUTOPCOC2,int64,58633,10,0,0.0,0.017
SUTOPHER2,int64,58633,8,0,0.0,0.014
SUTOPMETH2,int64,58633,8,0,0.0,0.014
SUTOPPNR2,int64,58633,12,0,0.0,0.02
SUTOPSTM2,int64,58633,11,0,0.0,0.019
SUTOPTRQ2,int64,58633,11,0,0.0,0.019
SUTOPSED2,int64,58633,9,0,0.0,0.015
SUTOPODG2,int64,58633,10,0,0.0,0.017
SUTPHVIADB,int64,58633,11,0,0.0,0.019
SUTPEERADB,int64,58633,12,0,0.0,0.02
SUTUNCOST2,int64,58633,8,0,0.0,0.014
SUTUNINSCV2,int64,58633,8,0,0.0,0.014
SUTUNENFCV2,int64,58633,8,0,0.0,0.014
SUTUNWHER2,int64,58633,8,0,0.0,0.014
SUTUNNOFND2,int64,58633,8,0,0.0,0.014
SUTUNNOOPN2,int64,58633,8,0,0.0,0.014
SUTUNPROBS2,int64,58633,8,0,0.0,0.014
SUTUNTIME2,int64,58633,8,0,0.0,0.014
SUTUNPRIV2,int64,58633,8,0,0.0,0.014
SUTUNPTHNK2,int64,58633,8,0,0.0,0.014
SUTUNCONSQ2,int64,58633,8,0,0.0,0.014
SUTUNSTART2,int64,58633,8,0,0.0,0.014
SUTUNQUIT2,int64,58633,8,0,0.0,0.014
SUTUNHNDL2,int64,58633,8,0,0.0,0.014
SUTUNFFLKE2,int64,58633,8,0,0.0,0.014
SUTUNFORCE2,int64,58633,8,0,0.0,0.014
SUTUNNOHLP2,int64,58633,8,0,0.0,0.014
SUTUNCARE2,int64,58633,8,0,0.0,0.014
IRSUTSUPPGRP,int64,58633,2,0,0.0,0.003
IISUTSUPPGRP,int64,58633,4,0,0.0,0.007
IRSUTERED,int64,58633,2,0,0.0,0.003
IISUTERED,int64,58633,3,0,0.0,0.005
IRSUTINHOSP2,int64,58633,2,0,0.0,0.003
IISUTINHOSP2,int64,58633,4,0,0.0,0.007
IRSUTINRHAB2,int64,58633,2,0,0.0,0.003
IISUTINRHAB2,int64,58633,3,0,0.0,0.005
IRSUTINRSMH2,int64,58633,2,0,0.0,0.003
IISUTINRSMH2,int64,58633,3,0,0.0,0.005
IRSUTINOPL2,int64,58633,2,0,0.0,0.003
IISUTINOPL2,int64,58633,4,0,0.0,0.007
IRSUTOPRHAB2,int64,58633,2,0,0.0,0.003
IISUTOPRHAB2,int64,58633,3,0,0.0,0.005
IRSUTOPMHCR2,int64,58633,2,0,0.0,0.003
IISUTOPMHCR2,int64,58633,3,0,0.0,0.005
IRSUTOPTHRP2,int64,58633,2,0,0.0,0.003
IISUTOPTHRP2,int64,58633,3,0,0.0,0.005
IRSUTOPDOC2,int64,58633,2,0,0.0,0.003
IISUTOPDOC2,int64,58633,4,0,0.0,0.007
IRSUTOPHOSP2,int64,58633,2,0,0.0,0.003
IISUTOPHOSP2,int64,58633,3,0,0.0,0.005
IRSUTOPSCHL2,int64,58633,2,0,0.0,0.003
IISUTOPSCHL2,int64,58633,3,0,0.0,0.005
IRSUTOPOPL2,int64,58633,2,0,0.0,0.003
IISUTOPOPL2,int64,58633,4,0,0.0,0.007
IRSUTRXALC,int64,58633,2,0,0.0,0.003
IISUTRXALC,int64,58633,3,0,0.0,0.005
IRSUTRXDRG,int64,58633,2,0,0.0,0.003
IISUTRXDRG,int64,58633,3,0,0.0,0.005
IRSUTODRVMED,int64,58633,2,0,0.0,0.003
IISUTODRVMED,int64,58633,3,0,0.0,0.005
IRSUTPHVID,int64,58633,2,0,0.0,0.003
IISUTPHVID,int64,58633,4,0,0.0,0.007
IRSUTDETOX,int64,58633,2,0,0.0,0.003
IISUTDETOX,int64,58633,3,0,0.0,0.005
IRSUTPEERSPC,int64,58633,2,0,0.0,0.003
IISUTPEERSPC,int64,58633,3,0,0.0,0.005
SUTINPPY2,int64,58633,2,0,0.0,0.003
SUTOPPY2,int64,58633,2,0,0.0,0.003
SUTOPNDOC2,int64,58633,2,0,0.0,0.003
SUTOPALCPY2,int64,58633,2,0,0.0,0.003
SUTOPMRJPY2,int64,58633,2,0,0.0,0.003
SUTOPCOCPY2,int64,58633,2,0,0.0,0.003
SUTOPHERPY2,int64,58633,2,0,0.0,0.003
SUTOPHALPY2,int64,58633,2,0,0.0,0.003
SUTOPINHPY2,int64,58633,2,0,0.0,0.003
SUTOPMTHPY2,int64,58633,2,0,0.0,0.003
SUTOPPNRPY2,int64,58633,2,0,0.0,0.003
SUTOPSTMPY2,int64,58633,2,0,0.0,0.003
SUTOPTRQPY2,int64,58633,2,0,0.0,0.003
SUTOPSEDPY2,int64,58633,2,0,0.0,0.003
SUTOPTQSDPY2,int64,58633,2,0,0.0,0.003
SUTOPPSYPY2,int64,58633,2,0,0.0,0.003
SUTOPOPIPY2,int64,58633,2,0,0.0,0.003
SUTOPCNSPY2,int64,58633,2,0,0.0,0.003
SUTOPDRGPY2,int64,58633,2,0,0.0,0.003
SUTOPDRALPY2,int64,58633,2,0,0.0,0.003
SUTOPUNSPPY2,int64,58633,2,0,0.0,0.003
SUTPHVIDRG,float64,58587,2,46,0.078,0.003
SUTPHVIALC,float64,58587,2,46,0.078,0.003
SUTRTPY2,int64,58633,2,0,0.0,0.003
SUTRTDRGPY2,int64,58633,2,0,0.0,0.003
SUTRTALCPY2,int64,58633,2,0,0.0,0.003
SUTRTDRALPY2,int64,58633,2,0,0.0,0.003
SUTRTUNSPPY2,int64,58633,2,0,0.0,0.003
SUTRTOSVPY2,int64,58633,2,0,0.0,0.003
SUTNEEDPY2,int64,58633,2,0,0.0,0.003
SUTNEDALCPY2,int64,58633,2,0,0.0,0.003
SUTSKTHPY2,float64,55368,2,3265,5.569,0.004
SUNTCOST2,float64,534,2,58099,99.089,0.375
SUNTINSCV2,float64,503,2,58130,99.142,0.398
SUNTENCV2,float64,493,2,58140,99.159,0.406
SUNTWHER2,float64,536,2,58097,99.086,0.373
SUNTNOFND2,float64,517,2,58116,99.118,0.387
SUNTNOOPN2,float64,505,2,58128,99.139,0.396
SUNTPROBS2,float64,528,2,58105,99.099,0.379
SUNTTIME2,float64,529,2,58104,99.098,0.378
SUNTPRIV2,float64,528,2,58105,99.099,0.379
SUNTPTHNK2,float64,538,2,58095,99.082,0.372
SUNTCONSQ2,float64,530,2,58103,99.096,0.377
SUNTSTART2,float64,529,2,58104,99.098,0.378
SUNTQUIT2,float64,529,2,58104,99.098,0.378
SUNTHNDL2,float64,530,2,58103,99.096,0.377
SUNTFFLKE2,float64,531,2,58102,99.094,0.377
SUNTFORCE2,float64,527,2,58106,99.101,0.38
SUNTNOHLP2,float64,518,2,58115,99.117,0.386
SUNTCARE2,float64,524,2,58109,99.106,0.382
RSKCIGPKD,int64,58633,8,0,0.0,0.014
RSKMRJMON,int64,58633,8,0,0.0,0.014
RSKMRJWK,int64,58633,8,0,0.0,0.014
RSKLSDTRY,int64,58633,8,0,0.0,0.014
RSKLSDWK,int64,58633,8,0,0.0,0.014
RSKHERTRY,int64,58633,8,0,0.0,0.014
RSKHERWK,int64,58633,8,0,0.0,0.014
RSKCOCMON,int64,58633,8,0,0.0,0.014
RSKCOCWK,int64,58633,8,0,0.0,0.014
RSKBNGDLY,int64,58633,8,0,0.0,0.014
RSKBNGWK,int64,58633,8,0,0.0,0.014
DIFGETMRJ,int64,58633,9,0,0.0,0.015
DIFGETLSD,int64,58633,9,0,0.0,0.015
DIFGETCOC,int64,58633,9,0,0.0,0.015
DIFGETCRK,int64,58633,9,0,0.0,0.015
DIFGETHER,int64,58633,9,0,0.0,0.015
APPDRGMON,int64,58633,6,0,0.0,0.01
RSKYFQDGR,int64,58633,8,0,0.0,0.014
RSKYFQTES,int64,58633,8,0,0.0,0.014
RKFQPBLT,int64,58633,8,0,0.0,0.014
RKFQDBLT,int64,58633,9,0,0.0,0.015
GRSKCIGPKD,float64,57837,2,796,1.358,0.003
GRSKMRJMON,float64,57646,2,987,1.683,0.003
GRSKMRJWK,float64,57627,2,1006,1.716,0.003
GRSKCOCMON,float64,57418,2,1215,2.072,0.003
GRSKCOCWK,float64,57458,2,1175,2.004,0.003
GRSKHERTRY,float64,57310,2,1323,2.256,0.003
GRSKHERWK,float64,57356,2,1277,2.178,0.003
GRSKLSDTRY,float64,56653,2,1980,3.377,0.004
GRSKLSDWK,float64,56638,2,1995,3.403,0.004
GRSKBNGDLY,float64,57793,2,840,1.433,0.003
GRSKBNGWK,float64,57770,2,863,1.472,0.003
DIFOBTMRJ,float64,57185,2,1448,2.47,0.003
DIFOBTCOC,float64,56531,2,2102,3.585,0.004
DIFOBTCRK,float64,56476,2,2157,3.679,0.004
DIFOBTHER,float64,56433,2,2200,3.752,0.004
DIFOBTLSD,float64,56099,2,2534,4.322,0.004
APPDRGMON2,float64,58202,2,431,0.735,0.003
SNYSELL,int64,58633,10,0,0.0,0.017
SNYSTOLE,int64,58633,10,0,0.0,0.017
SNYATTAK,int64,58633,10,0,0.0,0.017
SNAFLMJTRY,int64,58633,10,0,0.0,0.017
SNRLGIMP,int64,58633,9,0,0.0,0.015
SNRLDCSN,int64,58633,9,0,0.0,0.015
SNRLFRND,int64,58633,9,0,0.0,0.015
YEATNDYR,int64,58633,7,0,0.0,0.012
YEHMSLYR,int64,58633,7,0,0.0,0.012
YESCHFLT,int64,58633,8,0,0.0,0.014
YESCHWRK,int64,58633,8,0,0.0,0.014
YESCHIMP,int64,58633,8,0,0.0,0.014
YESCHINT,int64,58633,8,0,0.0,0.014
YETCGJOB,int64,58633,8,0,0.0,0.014
YELSTGRD,int64,58633,9,0,0.0,0.015
YECIGFRNDOF2,int64,58633,7,0,0.0,0.012
YECIGNEXTYR2,int64,58633,7,0,0.0,0.012
YESTSCIG,int64,58633,8,0,0.0,0.014
YESTSMJ,int64,58633,8,0,0.0,0.014
YESTSALC,int64,58633,8,0,0.0,0.014
YESTSDNK,int64,58633,8,0,0.0,0.014
YEPCHKHW,int64,58633,8,0,0.0,0.014
YEPHLPHW,int64,58633,8,0,0.0,0.014
YEPCHORE,int64,58633,9,0,0.0,0.015
YEPLMTELEC,int64,58633,9,0,0.0,0.015
YEPLMTSN,int64,58633,8,0,0.0,0.014
YEPGDJOB,int64,58633,9,0,0.0,0.015
YEPPROUD,int64,58633,9,0,0.0,0.015
YEYARGUP,int64,58633,10,0,0.0,0.017
YEYFGTSW,int64,58633,10,0,0.0,0.017
YEYFGTGP,int64,58633,10,0,0.0,0.017
YEYHGUN,int64,58633,10,0,0.0,0.017
YEYSELL,int64,58633,10,0,0.0,0.017
YEYSTOLE,int64,58633,10,0,0.0,0.017
YEYATTAK,int64,58633,10,0,0.0,0.017
YEPFLCIGDL,int64,58633,10,0,0.0,0.017
YEPFLMJTRY,int64,58633,10,0,0.0,0.017
YEPFLMJMON,int64,58633,10,0,0.0,0.017
YEPFLALCDL,int64,58633,10,0,0.0,0.017
YEYFLCIGDL,int64,58633,10,0,0.0,0.017
YEYFLMJTRY,int64,58633,10,0,0.0,0.017
YEYFLMJMON,int64,58633,10,0,0.0,0.017
YEYFLALCDL,int64,58633,10,0,0.0,0.017
YETLKNON,int64,58633,7,0,0.0,0.012
YETLKPAR,int64,58633,8,0,0.0,0.014
YETLKBGF,int64,58633,7,0,0.0,0.012
YETLKOTA,int64,58633,7,0,0.0,0.012
YETLKSOP,int64,58633,7,0,0.0,0.012
YEPRBSLV,int64,58633,7,0,0.0,0.012
YEVIOPRV,int64,58633,7,0,0.0,0.012
YEDGPRGP,int64,58633,7,0,0.0,0.012
YESCHACT,int64,58633,9,0,0.0,0.015
YECOMACT,int64,58633,9,0,0.0,0.015
YEFAIACT,int64,58633,9,0,0.0,0.015
YEOTHACT,int64,58633,9,0,0.0,0.015
YEDECLAS,int64,58633,6,0,0.0,0.01
YEDERGLR,int64,58633,6,0,0.0,0.01
YEDESPCL,int64,58633,6,0,0.0,0.01
YERLGIMP,int64,58633,9,0,0.0,0.015
YERLDCSN,int64,58633,9,0,0.0,0.015
YERLFRND,int64,58633,9,0,0.0,0.015
YGADNRVANX,int64,58633,9,0,0.0,0.015
YGADNTSTOP,int64,58633,9,0,0.0,0.015
YGADWRYMCH,int64,58633,9,0,0.0,0.015
YGADTRBRLX,int64,58633,9,0,0.0,0.015
YGADRSTLSS,int64,58633,9,0,0.0,0.015
YGADANNOY,int64,58633,9,0,0.0,0.015
YGADAWFUL,int64,58633,9,0,0.0,0.015
YGADSCED,float64,10899,22,47734,81.411,0.202
YUSUITHK,int64,58633,9,0,0.0,0.015
YUSUIPLN,int64,58633,9,0,0.0,0.015
IRYGADNRVANX,int64,58633,5,0,0.0,0.009
IIYGADNRVANX,int64,58633,3,0,0.0,0.005
IRYGADNTSTOP,int64,58633,5,0,0.0,0.009
IIYGADNTSTOP,int64,58633,3,0,0.0,0.005
IRYGADWRYMCH,int64,58633,5,0,0.0,0.009
IIYGADWRYMCH,int64,58633,3,0,0.0,0.005
IRYGADTRBRLX,int64,58633,5,0,0.0,0.009
IIYGADTRBRLX,int64,58633,3,0,0.0,0.005
IRYGADRSTLSS,int64,58633,5,0,0.0,0.009
IIYGADRSTLSS,int64,58633,3,0,0.0,0.005
IRYGADANNOY,int64,58633,5,0,0.0,0.009
IIYGADANNOY,int64,58633,3,0,0.0,0.005
IRYGADAWFUL,int64,58633,5,0,0.0,0.009
IIYGADAWFUL,int64,58633,3,0,0.0,0.005
SCHFELT,float64,10368,2,48265,82.317,0.019
TCHGJOB,float64,10334,2,48299,82.375,0.019
AVGGRADE,float64,9722,2,48911,83.419,0.021
STNDSCIG,float64,10002,2,48631,82.941,0.02
STNDSMJ,float64,9948,2,48685,83.033,0.02
STNDALC,float64,9960,2,48673,83.013,0.02
STNDDNK,float64,9819,2,48814,83.253,0.02
PARCHKHW,float64,10300,2,48333,82.433,0.019
PARHLPHW,float64,10278,2,48355,82.471,0.019
