variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,pct_unicos_presentes
OXCNNMYFU,int64,58633,10,0,0.0,0.017
OXCNNMMFU,int64,58633,18,0,0.0,0.031
PNRNMREC,int64,58633,8,0,0.0,0.014
PNRNMINIT,int64,58633,9,0,0.0,0.015
PNRNMAGE,int64,58633,63,0,0.0,0.107
PNRNMYFU,int64,58633,6,0,0.0,0.01
PNRNMMFU,int64,58633,16,0,0.0,0.027
PNRNM30D,int64,58633,10,0,0.0,0.017
PNRNM30FQ,int64,58633,33,0,0.0,0.056
PNRNM30ES,int64,58633,8,0,0.0,0.014
PNRNM30AL,int64,58633,9,0,0.0,0.015
PNRWYNORX,int64,58633,9,0,0.0,0.015
PNRWYGAMT,int64,58633,9,0,0.0,0.015
PNRWYOFTN,int64,58633,9,0,0.0,0.015
PNRWYLNGR,int64,58633,9,0,0.0,0.015
PNRWYOTWY,int64,58633,9,0,0.0,0.015
PNRNMLAS1,int64,58633,39,0,0.0,0.067
PNRRSPAIN,int64,58633,10,0,0.0,0.017
PNRRSRELX,int64,58633,10,0,0.0,0.017
PNRRSEXPT,int64,58633,9,0,0.0,0.015
PNRRSHIGH,int64,58633,10,0,0.0,0.017
PNRRSSLEP,int64,58633,9,0,0.0,0.015
PNRRSEMOT,int64,58633,9,0,0.0,0.015
PNRRSDGFX,int64,58633,10,0,0.0,0.017
PNRRSHOOK,int64,58633,10,0,0.0,0.017
PNRRSSOR,int64,58633,9,0,0.0,0.015
PNRRSOTRS2,int64,58633,19,0,0.0,0.032
PNRRSMAIN,int64,58633,17,0,0.0,0.029
PNRNORXFG,int64,58633,2,0,0.0,0.003
FENTNMYR,float64,58607,2,26,0.044,0.003
TRQANYLIF,int64,58633,6,0,0.0,0.01
TRQANYREC,int64,58633,6,0,0.0,0.01
TRBZOANYYR,float64,58427,2,206,0.351,0.003
TRQNMLIF,int64,58633,8,0,0.0,0.014
TRQNMREC,int64,58633,8,0,0.0,0.014
TRQNMINIT,int64,58633,8,0,0.0,0.014
TRQNMAGE,int64,58633,51,0,0.0,0.087
TRQNMYFU,int64,58633,6,0,0.0,0.01
TRQNMMFU,int64,58633,16,0,0.0,0.027
TRQNM30D,int64,58633,9,0,0.0,0.015
TRQNM30FQ,int64,58633,27,0,0.0,0.046
TRQNM30ES,int64,58633,6,0,0.0,0.01
TRQNM30AL,int64,58633,7,0,0.0,0.012
TRQWYNORX,int64,58633,8,0,0.0,0.014
TRQWYGAMT,int64,58633,9,0,0.0,0.015
TRQWYOFTN,int64,58633,7,0,0.0,0.012
TRQWYLNGR,int64,58633,7,0,0.0,0.012
TRQWYOTWY,int64,58633,8,0,0.0,0.014
TRQNMLAS1,int64,58633,20,0,0.0,0.034
TRQRSRELX,int64,58633,9,0,0.0,0.015
TRQRSEXPT,int64,58633,10,0,0.0,0.017
TRQRSHIGH,int64,58633,9,0,0.0,0.015
TRQRSSLEP,int64,58633,9,0,0.0,0.015
TRQRSEMOT,int64,58633,8,0,0.0,0.014
TRQRSDGFX,int64,58633,7,0,0.0,0.012
TRQRSHOOK,int64,58633,7,0,0.0,0.012
TRQRSSOR,int64,58633,7,0,0.0,0.012
TRQRSOTRS2,int64,58633,17,0,0.0,0.029
TRQRSMAIN,int64,58633,15,0,0.0,0.026
TRQNORXFG,int64,58633,2,0,0.0,0.003
TRBZONMYR,float64,58426,2,207,0.353,0.003
STMANYLIF,int64,58633,6,0,0.0,0.01
STMANYREC,int64,58633,6,0,0.0,0.01
STMNMLIF,int64,58633,8,0,0.0,0.014
STMNMREC,int64,58633,8,0,0.0,0.014
STMNMINIT,int64,58633,8,0,0.0,0.014
STMNMAGE,int64,58633,37,0,0.0,0.063
STMNMYFU,int64,58633,6,0,0.0,0.01
STMNMMFU,int64,58633,16,0,0.0,0.027
STMNM30D,int64,58633,9,0,0.0,0.015
STMNM30FQ,int64,58633,28,0,0.0,0.048
STMNM30ES,int64,58633,7,0,0.0,0.012
STMNM30AL,int64,58633,7,0,0.0,0.012
STMWYNORX,int64,58633,8,0,0.0,0.014
STMWYGAMT,int64,58633,8,0,0.0,0.014
STMWYOFTN,int64,58633,8,0,0.0,0.014
STMWYLNGR,int64,58633,7,0,0.0,0.012
STMWYOTWY,int64,58633,9,0,0.0,0.015
STMNDLYR,int64,58633,8,0,0.0,0.014
STMNDLREC,int64,58633,9,0,0.0,0.015
STMNMLAS1,int64,58633,30,0,0.0,0.051
STMRSWGHT,int64,58633,8,0,0.0,0.014
STMRSCONC,int64,58633,10,0,0.0,0.017
STMRSALRT,int64,58633,8,0,0.0,0.014
STMRSSTDY,int64,58633,7,0,0.0,0.012
STMRSEXPT,int64,58633,8,0,0.0,0.014
STMRSHIGH,int64,58633,8,0,0.0,0.014
STMRSDGFX,int64,58633,8,0,0.0,0.014
STMRSHOOK,int64,58633,8,0,0.0,0.014
STMRSSOR,int64,58633,8,0,0.0,0.014
STMRSOTRS2,int64,58633,17,0,0.0,0.029
STMRSMAIN,int64,58633,15,0,0.0,0.026
STMNORXFG,int64,58633,2,0,0.0,0.003
SEDANYLIF,int64,58633,6,0,0.0,0.01
SEDANYREC,int64,58633,6,0,0.0,0.01
SVBZOANYYR,float64,58340,2,293,0.5,0.003
SEDNMLIF,int64,58633,8,0,0.0,0.014
SEDNMREC,int64,58633,8,0,0.0,0.014
SEDNMINIT,int64,58633,8,0,0.0,0.014
SEDNMAGE,int64,58633,28,0,0.0,0.048
SEDNMYFU,int64,58633,6,0,0.0,0.01
SEDNMMFU,int64,58633,15,0,0.0,0.026
SEDNM30D,int64,58633,9,0,0.0,0.015
SEDNM30FQ,int64,58633,21,0,0.0,0.036
SEDNM30ES,int64,58633,4,0,0.0,0.007
SEDNM30AL,int64,58633,7,0,0.0,0.012
SEDWYNORX,int64,58633,9,0,0.0,0.015
SEDWYGAMT,int64,58633,9,0,0.0,0.015
SEDWYOFTN,int64,58633,8,0,0.0,0.014
SEDWYLNGR,int64,58633,8,0,0.0,0.014
SEDWYOTWY,int64,58633,8,0,0.0,0.014
SEDNMLAST,int64,58633,19,0,0.0,0.032
SEDRSRELX,int64,58633,9,0,0.0,0.015
SEDRSEXPT,int64,58633,8,0,0.0,0.014
SEDRSHIGH,int64,58633,8,0,0.0,0.014
SEDRSSLEP,int64,58633,9,0,0.0,0.015
SEDRSEMOT,int64,58633,8,0,0.0,0.014
SEDRSDGFX,int64,58633,8,0,0.0,0.014
SEDRSHOOK,int64,58633,8,0,0.0,0.014
SEDRSSOR,int64,58633,8,0,0.0,0.014
SEDRSOTRS2,int64,58633,9,0,0.0,0.015
SEDRSMAIN,int64,58633,11,0,0.0,0.019
SEDNORXFG,int64,58633,2,0,0.0,0.003
SVBZONMYR,float64,58348,2,285,0.486,0.003
IRCIGRC,int64,58633,5,0,0.0,0.009
IICIGRC,int64,58633,3,0,0.0,0.005
II2CIGRC,int64,58633,7,0,0.0,0.012
IRCGRRC,int64,58633,5,0,0.0,0.009
IICGRRC,int64,58633,2,0,0.0,0.003
II2CGRRC,int64,58633,8,0,0.0,0.014
IRPIPLF,int64,58633,2,0,0.0,0.003
IIPIPLF,int64,58633,2,0,0.0,0.003
IRPIPMN,int64,58633,3,0,0.0,0.005
IIPIPMN,int64,58633,3,0,0.0,0.005
IRNICVAPREC,int64,58633,5,0,0.0,0.009
IINICVAPREC,int64,58633,8,0,0.0,0.014
IRSMKLSSREC,int64,58633,5,0,0.0,0.009
IISMKLSSREC,int64,58633,9,0,0.0,0.015
IRALCRC,int64,58633,4,0,0.0,0.007
IIALCRC,int64,58633,3,0,0.0,0.005
II2ALCRC,int64,58633,5,0,0.0,0.009
IRCBDHMPREC,int64,58633,5,0,0.0,0.009
IICBDHMPREC,int64,58633,3,0,0.0,0.005
IRMJRC,int64,58633,4,0,0.0,0.007
IIMJRC,int64,58633,3,0,0.0,0.005
II2MJRC,int64,58633,5,0,0.0,0.009
IRMJEVERVAPE,int64,58633,3,0,0.0,0.005
IIMJEVERVAPE,int64,58633,4,0,0.0,0.007
IRMJYRSMOKE,int64,58633,3,0,0.0,0.005
IIMJYRSMOKE,int64,58633,4,0,0.0,0.007
IRMJYRVAPE,int64,58633,3,0,0.0,0.005
IIMJYRVAPE,int64,58633,4,0,0.0,0.007
IRMJYRDAB,int64,58633,3,0,0.0,0.005
IIMJYRDAB,int64,58633,4,0,0.0,0.007
IRMJYREAT,int64,58633,3,0,0.0,0.005
IIMJYREAT,int64,58633,4,0,0.0,0.007
IRMJYRMOUTH,int64,58633,3,0,0.0,0.005
IIMJYRMOUTH,int64,58633,4,0,0.0,0.007
IRMJYRSKIN,int64,58633,3,0,0.0,0.005
IIMJYRSKIN,int64,58633,4,0,0.0,0.007
IRMJYRPILL,int64,58633,3,0,0.0,0.005
IIMJYRPILL,int64,58633,4,0,0.0,0.007
IRMJYROTHER,int64,58633,3,0,0.0,0.005
IIMJYROTHER,int64,58633,4,0,0.0,0.007
IRMJMONSMOKE,int64,58633,3,0,0.0,0.005
IIMJMONSMOKE,int64,58633,4,0,0.0,0.007
IRMJMONVAPE,int64,58633,3,0,0.0,0.005
IIMJMONVAPE,int64,58633,4,0,0.0,0.007
IRMJMONDAB,int64,58633,3,0,0.0,0.005
IIMJMONDAB,int64,58633,4,0,0.0,0.007
IRMJMONEAT,int64,58633,3,0,0.0,0.005
IIMJMONEAT,int64,58633,4,0,0.0,0.007
IRMJMONMOUTH,int64,58633,3,0,0.0,0.005
IIMJMONMOUTH,int64,58633,4,0,0.0,0.007
IRMJMONSKIN,int64,58633,3,0,0.0,0.005
IIMJMONSKIN,int64,58633,4,0,0.0,0.007
IRMJMONPILL,int64,58633,3,0,0.0,0.005
IIMJMONPILL,int64,58633,4,0,0.0,0.007
IRCOCRC,int64,58633,4,0,0.0,0.007
IICOCRC,int64,58633,3,0,0.0,0.005
II2COCRC,int64,58633,5,0,0.0,0.009
IRCRKRC,int64,58633,4,0,0.0,0.007
IICRKRC,int64,58633,2,0,0.0,0.003
II2CRKRC,int64,58633,4,0,0.0,0.007
IRHERRC,int64,58633,4,0,0.0,0.007
IIHERRC,int64,58633,2,0,0.0,0.003
II2HERRC,int64,58633,4,0,0.0,0.007
IRHALLUCREC,int64,58633,4,0,0.0,0.007
IIHALLUCREC,int64,58633,5,0,0.0,0.009
IRLSDRC,int64,58633,4,0,0.0,0.007
IILSDRC,int64,58633,3,0,0.0,0.005
II2LSDRC,int64,58633,5,0,0.0,0.009
IRPCPRC,int64,58633,4,0,0.0,0.007
IIPCPRC,int64,58633,3,0,0.0,0.005
II2PCPRC,int64,58633,5,0,0.0,0.009
IRPSILCYREC,int64,58633,4,0,0.0,0.007
IIPSILCYREC,int64,58633,5,0,0.0,0.009
IRECSTMOREC,int64,58633,4,0,0.0,0.007
IIECSTMOREC,int64,58633,5,0,0.0,0.009
IRKETMINREC,int64,58633,4,0,0.0,0.007
IIKETMINREC,int64,58633,5,0,0.0,0.009
IRDAMTFXREC,int64,58633,4,0,0.0,0.007
IIDAMTFXREC,int64,58633,5,0,0.0,0.009
IRSALVIAREC,int64,58633,4,0,0.0,0.007
IISALVIAREC,int64,58633,5,0,0.0,0.009
IRINHALREC2,int64,58633,4,0,0.0,0.007
IIINHALREC2,int64,58633,5,0,0.0,0.009
IRMETHAMREC,int64,58633,4,0,0.0,0.007
IIMETHAMREC,int64,58633,5,0,0.0,0.009
IRPNRANYREC2,int64,58633,3,0,0.0,0.005
IIPNRANYREC2,int64,58633,4,0,0.0,0.007
IROXCNANYYR2,int64,58633,2,0,0.0,0.003
IIOXCNANYYR2,int64,58633,3,0,0.0,0.005
IRFENTANYYR2,int64,58633,2,0,0.0,0.003
IIFENTANYYR2,int64,58633,3,0,0.0,0.005
IRRXOPANYYR,int64,58633,2,0,0.0,0.003
IIRXOPANYYR,int64,58633,2,0,0.0,0.003
IRTRQANYREC,int64,58633,3,0,0.0,0.005
IITRQANYREC,int64,58633,3,0,0.0,0.005
IRSTMANYREC,int64,58633,3,0,0.0,0.005
IISTMANYREC,int64,58633,3,0,0.0,0.005
IRSEDANYREC,int64,58633,3,0,0.0,0.005
IISEDANYREC,int64,58633,3,0,0.0,0.005
IRBZOANYYR,int64,58633,2,0,0.0,0.003
IIBZOANYYR,int64,58633,2,0,0.0,0.003
IRPNRNMREC,int64,58633,4,0,0.0,0.007
IIPNRNMREC,int64,58633,6,0,0.0,0.01
IROXCNNMYR,int64,58633,2,0,0.0,0.003
IIOXCNNMYR,int64,58633,3,0,0.0,0.005
IRFENTNMYR,int64,58633,2,0,0.0,0.003
IIFENTNMYR,int64,58633,2,0,0.0,0.003
IRRXOPNMYR,int64,58633,2,0,0.0,0.003
IIRXOPNMYR,int64,58633,2,0,0.0,0.003
IRTRQNMREC,int64,58633,4,0,0.0,0.007
IITRQNMREC,int64,58633,6,0,0.0,0.01
IRSTMNMREC,int64,58633,4,0,0.0,0.007
IISTMNMREC,int64,58633,6,0,0.0,0.01
IRSEDNMREC,int64,58633,4,0,0.0,0.007
IISEDNMREC,int64,58633,6,0,0.0,0.01
IRBZONMYR,int64,58633,2,0,0.0,0.003
IIBZONMYR,int64,58633,2,0,0.0,0.003
IRALCFY,int64,58633,190,0,0.0,0.324
IIALCFY,int64,58633,4,0,0.0,0.007
II2ALCFY,int64,58633,5,0,0.0,0.009
IRMJFY,int64,58633,232,0,0.0,0.396
IIMJFY,int64,58633,4,0,0.0,0.007
II2MJFY,int64,58633,5,0,0.0,0.009
IRCOCFY,int64,58633,74,0,0.0,0.126
IICOCFY,int64,58633,4,0,0.0,0.007
II2COCFY,int64,58633,5,0,0.0,0.009
IRCRKFY,int64,58633,52,0,0.0,0.089
IICRKFY,int64,58633,4,0,0.0,0.007
II2CRKFY,int64,58633,5,0,0.0,0.009
IRHERFY,int64,58633,48,0,0.0,0.082
IIHERFY,int64,58633,4,0,0.0,0.007
II2HERFY,int64,58633,5,0,0.0,0.009
IRHALLUCYFQ,int64,58633,76,0,0.0,0.13
IIHALLUCYFQ,int64,58633,5,0,0.0,0.009
IRINHALYFQ2,int64,58633,84,0,0.0,0.143
IIINHALYFQ2,int64,58633,5,0,0.0,0.009
IRMETHAMYFQ,int64,58633,84,0,0.0,0.143
IIMETHAMYFQ,int64,58633,5,0,0.0,0.009
IRCIGFM,float64,58633,35,0,0.0,0.06
IICIGFM,int64,58633,4,0,0.0,0.007
II2CIGFM,int64,58633,4,0,0.0,0.007
IRCGRFM,float64,58633,34,0,0.0,0.058
IICGRFM,int64,58633,4,0,0.0,0.007
II2CGRFM,int64,58633,5,0,0.0,0.009
IRSMKLSS30N,float64,58633,35,0,0.0,0.06
IISMKLSS30N,int64,58633,5,0,0.0,0.009
IRNICVAP30N,float64,58633,36,0,0.0,0.061
IINICVAP30N,int64,58633,5,0,0.0,0.009
IRALCFM,float64,58633,37,0,0.0,0.063
IIALCFM,int64,58633,4,0,0.0,0.007
II2ALCFM,int64,58633,5,0,0.0,0.009
IRALCBNG30D,int64,58633,33,0,0.0,0.056
IIALCBNG30D,int64,58633,5,0,0.0,0.009
IRMJFM,float64,58633,36,0,0.0,0.061
IIMJFM,int64,58633,4,0,0.0,0.007
II2MJFM,int64,58633,5,0,0.0,0.009
IRCOCFM,int64,58633,27,0,0.0,0.046
IICOCFM,int64,58633,4,0,0.0,0.007
II2COCFM,int64,58633,5,0,0.0,0.009
IRCRKFM,int64,58633,20,0,0.0,0.034
IICRKFM,int64,58633,4,0,0.0,0.007
II2CRKFM,int64,58633,5,0,0.0,0.009
IRHERFM,float64,58633,19,0,0.0,0.032
IIHERFM,int64,58633,4,0,0.0,0.007
II2HERFM,int64,58633,5,0,0.0,0.009
IRHALLUC30N,float64,58633,23,0,0.0,0.039
IIHALLUC30N,int64,58633,5,0,0.0,0.009
IRINHAL30N2,float64,58633,29,0,0.0,0.049
IIINHAL30N2,int64,58633,5,0,0.0,0.009
IRMETHAM30N,float64,58633,34,0,0.0,0.058
IIMETHAM30N,int64,58633,5,0,0.0,0.009
IRPNRNM30FQ,float64,58633,30,0,0.0,0.051
IIPNRNM30FQ,int64,58633,5,0,0.0,0.009
IRTRQNM30FQ,int64,58633,22,0,0.0,0.038
IITRQNM30FQ,int64,58633,5,0,0.0,0.009
IRSTMNM30FQ,int64,58633,24,0,0.0,0.041
IISTMNM30FQ,int64,58633,5,0,0.0,0.009
IRSEDNM30FQ,int64,58633,19,0,0.0,0.032
IISEDNM30FQ,int64,58633,5,0,0.0,0.009
IRCIGAGE,int64,58633,54,0,0.0,0.092
IICIGAGE,int64,58633,4,0,0.0,0.007
IRCIGYFU,int64,58633,88,0,0.0,0.15
IICIGYFU,int64,58633,4,0,0.0,0.007
IRCDUAGE,int64,58633,59,0,0.0,0.101
IICDUAGE,int64,58633,3,0,0.0,0.005
IRCD2YFU,int64,58633,84,0,0.0,0.143
IICD2YFU,int64,58633,4,0,0.0,0.007
IRCGRAGE,int64,58633,73,0,0.0,0.125
IICGRAGE,int64,58633,3,0,0.0,0.005
IRCGRYFU,int64,58633,81,0,0.0,0.138
IICGRYFU,int64,58633,3,0,0.0,0.005
IRSMKLSSTRY,int64,58633,61,0,0.0,0.104
IISMKLSSTRY,int64,58633,3,0,0.0,0.005
IRSMKLSSYFU,int64,58633,80,0,0.0,0.136
IISMKLSSYFU,int64,58633,3,0,0.0,0.005
IRNICVAPAGE,int64,58633,81,0,0.0,0.138
IINICVAPAGE,int64,58633,3,0,0.0,0.005
IRNICVAPYFU,int64,58633,57,0,0.0,0.097
IINICVAPYFU,int64,58633,3,0,0.0,0.005
IRALCAGE,int64,58633,60,0,0.0,0.102
IIALCAGE,int64,58633,3,0,0.0,0.005
IRALCYFU,int64,58633,85,0,0.0,0.145
IIALCYFU,int64,58633,3,0,0.0,0.005
IRMJAGE,int64,58633,88,0,0.0,0.15
IIMJAGE,int64,58633,3,0,0.0,0.005
IRMJYFU,int64,58633,73,0,0.0,0.125
IIMJYFU,int64,58633,3,0,0.0,0.005
IRCOCAGE,int64,58633,57,0,0.0,0.097
IICOCAGE,int64,58633,4,0,0.0,0.007
IRCOCYFU,int64,58633,63,0,0.0,0.107
IICOCYFU,int64,58633,3,0,0.0,0.005
IRCRKAGE,int64,58633,50,0,0.0,0.085
IICRKAGE,int64,58633,3,0,0.0,0.005
IRCRKYFU,int64,58633,56,0,0.0,0.096
IICRKYFU,int64,58633,3,0,0.0,0.005
IRHERAGE,int64,58633,49,0,0.0,0.084
IIHERAGE,int64,58633,3,0,0.0,0.005
IRHERYFU,int64,58633,63,0,0.0,0.107
IIHERYFU,int64,58633,3,0,0.0,0.005
IRHALLUCAGE,int64,58633,67,0,0.0,0.114
IIHALLUCAGE,int64,58633,4,0,0.0,0.007
IRHALLUCYFU,int64,58633,69,0,0.0,0.118
IIHALLUCYFU,int64,58633,4,0,0.0,0.007
IRLSDAGE,int64,58633,53,0,0.0,0.09
IILSDAGE,int64,58633,4,0,0.0,0.007
IRLSDYFU,int64,58633,66,0,0.0,0.113
IILSDYFU,int64,58633,4,0,0.0,0.007
IRPCPAGE,int64,58633,40,0,0.0,0.068
IIPCPAGE,int64,58633,3,0,0.0,0.005
IRPCPYFU,int64,58633,61,0,0.0,0.104
IIPCPYFU,int64,58633,3,0,0.0,0.005
IRECSTMOAGE,int64,58633,54,0,0.0,0.092
IIECSTMOAGE,int64,58633,3,0,0.0,0.005
IRECSTMOYFU,int64,58633,60,0,0.0,0.102
IIECSTMOYFU,int64,58633,3,0,0.0,0.005
IRINHALAGE2,int64,58633,54,0,0.0,0.092
IIINHALAGE2,int64,58633,3,0,0.0,0.005
IRINHALYFU2,int64,58633,70,0,0.0,0.119
IIINHALYFU2,int64,58633,3,0,0.0,0.005
IRMETHAMAGE,int64,58633,62,0,0.0,0.106
IIMETHAMAGE,int64,58633,3,0,0.0,0.005
IRMETHAMYFU,int64,58633,64,0,0.0,0.109
IIMETHAMYFU,int64,58633,3,0,0.0,0.005
IRPNRNMINIT,int64,58633,4,0,0.0,0.007
IIPNRNMINIT,int64,58633,3,0,0.0,0.005
IRTRQNMINIT,int64,58633,4,0,0.0,0.007
IITRQNMINIT,int64,58633,3,0,0.0,0.005
IRSTMNMINIT,int64,58633,4,0,0.0,0.007
IISTMNMINIT,int64,58633,2,0,0.0,0.003
IRSEDNMINIT,int64,58633,4,0,0.0,0.007
IISEDNMINIT,int64,58633,2,0,0.0,0.003
IRPNRNMYFU,int64,58633,4,0,0.0,0.007
IIPNRNMYFU,int64,58633,4,0,0.0,0.007
IRPNRNMAGE,int64,58633,70,0,0.0,0.119
IIPNRNMAGE,int64,58633,4,0,0.0,0.007
IRTRQNMYFU,int64,58633,4,0,0.0,0.007
IITRQNMYFU,int64,58633,4,0,0.0,0.007
IRTRQNMAGE,int64,58633,56,0,0.0,0.096
IITRQNMAGE,int64,58633,4,0,0.0,0.007
IRSTMNMYFU,int64,58633,4,0,0.0,0.007
IISTMNMYFU,int64,58633,4,0,0.0,0.007
IRSTMNMAGE,int64,58633,37,0,0.0,0.063
IISTMNMAGE,int64,58633,4,0,0.0,0.007
IRSEDNMYFU,int64,58633,4,0,0.0,0.007
IISEDNMYFU,int64,58633,4,0,0.0,0.007
IRSEDNMAGE,int64,58633,29,0,0.0,0.049
IISEDNMAGE,int64,58633,4,0,0.0,0.007
CIGFLAG,int64,58633,2,0,0.0,0.003
CIGYR,int64,58633,2,0,0.0,0.003
CIGMON,int64,58633,2,0,0.0,0.003
CGRFLAG,int64,58633,2,0,0.0,0.003
CGRYR,int64,58633,2,0,0.0,0.003
CGRMON,int64,58633,2,0,0.0,0.003
PIPFLAG,int64,58633,2,0,0.0,0.003
PIPMON,int64,58633,2,0,0.0,0.003
SMKLSSFLAG,int64,58633,2,0,0.0,0.003
SMKLSSYR,int64,58633,2,0,0.0,0.003
SMKLSSMON,int64,58633,2,0,0.0,0.003
TOBCIGONL,int64,58633,4,0,0.0,0.007
TOBFLAG,int64,58633,2,0,0.0,0.003
TOBYR,int64,58633,2,0,0.0,0.003
TOBMON,int64,58633,2,0,0.0,0.003
NICVAPFLAG,int64,58633,2,0,0.0,0.003
NICVAPYR,int64,58633,2,0,0.0,0.003
NICVAPMON,int64,58633,2,0,0.0,0.003
TOBVNICFLAG,int64,58633,2,0,0.0,0.003
TOBVNICYR,int64,58633,2,0,0.0,0.003
TOBVNICMON,int64,58633,2,0,0.0,0.003
TOBVAPONL2,int64,58633,4,0,0.0,0.007
TOBCIGVAP2,int64,58633,4,0,0.0,0.007
ALCFLAG,int64,58633,2,0,0.0,0.003
ALCYR,int64,58633,2,0,0.0,0.003
ALCMON,int64,58633,2,0,0.0,0.003
CBDHMPFLAG,int64,58633,2,0,0.0,0.003
CBDHMPYR,int64,58633,2,0,0.0,0.003
CBDHMPMON,int64,58633,2,0,0.0,0.003
MRJFLAG,int64,58633,2,0,0.0,0.003
MRJYR,int64,58633,2,0,0.0,0.003
MRJMON,int64,58633,2,0,0.0,0.003
MJSMKYR,int64,58633,2,0,0.0,0.003
MJVAPFLAG,int64,58633,2,0,0.0,0.003
MJVAPYR,int64,58633,2,0,0.0,0.003
MJDABYR,int64,58633,2,0,0.0,0.003
MJEATYR,int64,58633,2,0,0.0,0.003
MJMTHYR,int64,58633,2,0,0.0,0.003
MJSKNYR,int64,58633,2,0,0.0,0.003
MJPLLYR,int64,58633,2,0,0.0,0.003
MJOTHYR,int64,58633,2,0,0.0,0.003
MJCMOTHYR,int64,58633,2,0,0.0,0.003
MJSMKMON,int64,58633,2,0,0.0,0.003
MJVAPMON,int64,58633,2,0,0.0,0.003
MRJMONVAP2,int64,58633,3,0,0.0,0.005
MJDABMON,int64,58633,2,0,0.0,0.003
MJEATMON,int64,58633,2,0,0.0,0.003
MJMTHMON,int64,58633,2,0,0.0,0.003
MJSKNMON,int64,58633,2,0,0.0,0.003
MJPLLMON,int64,58633,2,0,0.0,0.003
MJCMOTHMON,int64,58633,2,0,0.0,0.003
COCFLAG,int64,58633,2,0,0.0,0.003
COCYR,int64,58633,2,0,0.0,0.003
COCMON,int64,58633,2,0,0.0,0.003
CRKFLAG,int64,58633,2,0,0.0,0.003
CRKYR,int64,58633,2,0,0.0,0.003
CRKMON,int64,58633,2,0,0.0,0.003
HERFLAG,int64,58633,2,0,0.0,0.003
HERYR,int64,58633,2,0,0.0,0.003
HERMON,int64,58633,2,0,0.0,0.003
HALLUCFLAG,int64,58633,2,0,0.0,0.003
HALLUCYR,int64,58633,2,0,0.0,0.003
HALLUCMON,int64,58633,2,0,0.0,0.003
LSDFLAG,int64,58633,2,0,0.0,0.003
LSDYR,int64,58633,2,0,0.0,0.003
LSDMON,int64,58633,2,0,0.0,0.003
PCPFLAG,int64,58633,2,0,0.0,0.003
PCPYR,int64,58633,2,0,0.0,0.003
PCPMON,int64,58633,2,0,0.0,0.003
PSILCYFLAG,int64,58633,2,0,0.0,0.003
PSILCYYR,int64,58633,2,0,0.0,0.003
PSILCYMON,int64,58633,2,0,0.0,0.003
ECSTMOFLAG,int64,58633,2,0,0.0,0.003
ECSTMOYR,int64,58633,2,0,0.0,0.003
ECSTMOMON,int64,58633,2,0,0.0,0.003
DAMTFXFLAG,int64,58633,2,0,0.0,0.003
DAMTFXYR,int64,58633,2,0,0.0,0.003
DAMTFXMON,int64,58633,2,0,0.0,0.003
KETMINFLAG,int64,58633,2,0,0.0,0.003
KETMINYR,int64,58633,2,0,0.0,0.003
KETMINMON,int64,58633,2,0,0.0,0.003
SALVIAFLAG,int64,58633,2,0,0.0,0.003
SALVIAYR,int64,58633,2,0,0.0,0.003
SALVIAMON,int64,58633,2,0,0.0,0.003
INHALFLAG2,int64,58633,2,0,0.0,0.003
INHALYR2,int64,58633,2,0,0.0,0.003
INHALMON2,int64,58633,2,0,0.0,0.003
METHAMFLAG,int64,58633,2,0,0.0,0.003
METHAMYR,int64,58633,2,0,0.0,0.003
METHAMMON,int64,58633,2,0,0.0,0.003
PNRANYFLAG2,int64,58633,2,0,0.0,0.003
PNRANYYR2,int64,58633,2,0,0.0,0.003
OXYCNANYYR2,int64,58633,2,0,0.0,0.003
TRQANYFLAG,int64,58633,2,0,0.0,0.003
TRQANYYR,int64,58633,2,0,0.0,0.003
STMANYFLAG,int64,58633,2,0,0.0,0.003
STMANYYR,int64,58633,2,0,0.0,0.003
SEDANYFLAG,int64,58633,2,0,0.0,0.003
SEDANYYR,int64,58633,2,0,0.0,0.003
TQSDANYFLG,int64,58633,2,0,0.0,0.003
TQSDANYYR,int64,58633,2,0,0.0,0.003
BZOANYYR,float64,58568,2,65,0.111,0.003
PSYANYFLAG2,int64,58633,2,0,0.0,0.003
PSYANYYR2,int64,58633,2,0,0.0,0.003
OPIANYYR2,int64,58633,2,0,0.0,0.003
CNSANYYR,int64,58633,2,0,0.0,0.003
PNRNMFLAG,int64,58633,2,0,0.0,0.003
PNRNMYR,int64,58633,2,0,0.0,0.003
PNRNMMON,int64,58633,2,0,0.0,0.003
OXYCNNMYR,int64,58633,2,0,0.0,0.003
TRQNMFLAG,int64,58633,2,0,0.0,0.003
TRQNMYR,int64,58633,2,0,0.0,0.003
TRQNMMON,int64,58633,2,0,0.0,0.003
STMNMFLAG,int64,58633,2,0,0.0,0.003
STMNMYR,int64,58633,2,0,0.0,0.003
STMNMMON,int64,58633,2,0,0.0,0.003
SEDNMFLAG,int64,58633,2,0,0.0,0.003
SEDNMYR,int64,58633,2,0,0.0,0.003
SEDNMMON,int64,58633,2,0,0.0,0.003
TQSDNMFLAG,int64,58633,2,0,0.0,0.003
TQSDNMYR,int64,58633,2,0,0.0,0.003
TQSDNMMON,int64,58633,2,0,0.0,0.003
BZONMYR,float64,58622,2,11,0.019,0.003
PSYCHFLAG,int64,58633,2,0,0.0,0.003
