variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,7,Ritalin,Categoría analítica,False,38,0.06
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,8,Ritalin LA,Categoría analítica,False,3,0.01
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,83,DID NOT MISUSE STIM IN THE PST 12 MOS LOG ASSN,Categoría analítica,False,4,0.01
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,3,0.01
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,9,Concerta,Categoría analítica,False,15,0.03
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1638,2.79
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,3,0.01
STMNMLAS1,LAST STIMULANT USED NOT DIRECTED BY DR PST 12 MOS,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,317,0.54
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,1507,2.57
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,2,No,Categoría analítica,False,5376,9.17
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,5,Yes LOGICALLY ASSIGNED (from skip pattern),Asignación lógica,True,947,1.62
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,11,0.02
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,50349,85.87
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,15,0.03
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
STMNMLIF,EVER USED STIMULANT NOT DIRECTED BY DR,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,423,0.72
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,1,January,Categoría analítica,False,16,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,10,October,Categoría analítica,False,13,0.02
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,11,November,Categoría analítica,False,16,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,12,December,Categoría analítica,False,16,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,2,February,Categoría analítica,False,11,0.02
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,3,March,Categoría analítica,False,14,0.02
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,4,April,Categoría analítica,False,18,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,5,May,Categoría analítica,False,16,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,6,June,Categoría analítica,False,14,0.02
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,7,July,Categoría analítica,False,9,0.02
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,8,August,Categoría analítica,False,15,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,83,NOT A PAST YEAR INITIATE Logically assigned,Asignación lógica,True,138,0.24
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,9,September,Categoría analítica,False,15,0.03
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,93,NOT A PAST YEAR INITIATE,Categoría analítica,False,2260,3.85
STMNMMFU,RC - MONTH 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,337,0.57
STMNMMON,RC-STIMULANTS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,0,"Did not misuse in the pst mon (IRSTMNMREC = 2-3,9)",Categoría analítica,False,58361,99.54
STMNMMON,RC-STIMULANTS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,1,Misused within the past month (IRSTMNMREC = 1),Categoría analítica,False,272,0.46
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,1,Within the past 30 days,Categoría analítica,False,269,0.46
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,2,More than 30 days ago but within the past 12 mos,Categoría analítica,False,676,1.15
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,3,More than 12 months ago,Categoría analítica,False,1504,2.57
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,8,Misused at some point in past 12 mos LOG ASSN,Categoría analítica,False,2,0.00
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,83,DID NOT MISUSE PST 12 MOS (LIFETIME UNK) Log assn,Categoría analítica,False,138,0.24
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,9,Misused at some point in lifetime LOG ASSN,Categoría analítica,False,3,0.01
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMNMREC,RC - MOST RECENT STIMULANT MISUSE (RECODE),STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,316,0.54
STMNMYFU,RC - YR 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,9983,NOT A PAST YEAR INITIATE Logically assigned,Asignación lógica,True,138,0.24
STMNMYFU,RC - YR 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,9991,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMNMYFU,RC - YR 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,9993,NOT A PAST YEAR INITIATE,Categoría analítica,False,2260,3.85
STMNMYFU,RC - YR 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,9998,BLANK (NO ANSWER),No respuesta o ausencia,True,328,0.56
STMNMYFU,RC - YR 1ST MISUSED FOR PAST YR STIM INITIATES,STIMULANTS,Original u otra,RANGE,2023 - 2024,Rango válido,False,182,0.31
STMNMYR,RC-STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,0,"Did not misuse in the past year (IRSTMNMREC = 3,9)",Categoría analítica,False,57681,98.38
STMNMYR,RC-STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,1,"Misused within the past year (IRSTMNMREC = 1,2)",Categoría analítica,False,952,1.62
STMNORXFG,ONLY PST YR MISUSE W/O RX BUT RX FOR LAST STIM,STIMULANTS,Original u otra,1,Only misuse w/o Rx but reported last drug gotten with Rx,Categoría analítica,False,21,0.04
STMNORXFG,ONLY PST YR MISUSE W/O RX BUT RX FOR LAST STIM,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,58612,99.96
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,466,0.79
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,472,0.81
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,83,DID NOT MISUSE STIM IN THE PST 12 MOS LOG ASSN,Categoría analítica,False,2,0.00
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1640,2.80
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSALRT,USED LAST STIMULANT (NOT DIRECTED) TO BE ALERT,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,321,0.55
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,507,0.86
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,430,0.73
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,83,DID NOT MISUSE PAST 12 MOS Logically assigned,Asignación lógica,True,1,0.00
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1641,2.80
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSCONC,USED LAST STIMULANT (NOT DIRECTED) TO CONCENTRATE,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,320,0.55
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,29,0.05
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,907,1.55
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,2,0.00
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSDGFX,USED LAST STIMULANT (NOT DIRECTED) OTH DRUG EFFECT,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,321,0.55
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,110,0.19
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,827,1.41
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSEXPT,USED LAST STIMULANT (NOT DIRECTED) TO EXPERIMENT,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,321,0.55
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,213,0.36
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,724,1.23
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSHIGH,USED LAST STIMULANT (NOT DIRECTED) TO GET HIGH,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,321,0.55
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,15,0.03
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,923,1.57
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,83,DID NOT MISUSE STIM IN THE PST 12 MOS LOG ASSN,Categoría analítica,False,1,0.00
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1641,2.80
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSHOOK,USED LAST STIMULANT (NOT DIRECTED) BECAUSE HOOKED,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,321,0.55
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,1,To help me lose weight,Categoría analítica,False,17,0.03
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,17,To increase/ decrease the effect(s) of other drug LOG ASSN,Categoría analítica,False,2,0.00
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,2,To help me concentrate,Categoría analítica,False,180,0.31
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,3,To help me be alert or stay awake,Categoría analítica,False,107,0.18
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,4,To help me study,Categoría analítica,False,59,0.10
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,5,To experiment or to see what it was/they were like,Categoría analítica,False,24,0.04
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,6,To feel good or get high,Categoría analítica,False,72,0.12
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,7,To increase or decrease the effect(s) of some other drug,Categoría analítica,False,1,0.00
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,8,Because I am 'hooked' or I have to have it/them,Categoría analítica,False,3,0.01
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,9,The other reason I reported,Categoría analítica,False,10,0.02
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,328,0.56
STMRSMAIN,MAIN REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,462,0.79
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,1,To relieve physical pain,Categoría analítica,False,3,0.01
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,10,To help me concentrate,Categoría analítica,False,2,0.00
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,13,I used it/them for some other reason,Categoría analítica,False,19,0.03
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,15,"To get work/chores done, not studying",Categoría analítica,False,9,0.02
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,20,To try out for medical condition,Categoría analítica,False,6,0.01
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,3,To experiment or to see what it's/they're like,Categoría analítica,False,1,0.00
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,38,To replace another/other drug(s); otherwise unspd,Salto legítimo o no aplicable,True,4,0.01
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,4,To feel good or get high,Categoría analítica,False,1,0.00
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,6,To help me with my feelings or emotions,Categoría analítica,False,5,0.01
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,7,To increase/decrease effects of some other drug,Categoría analítica,False,2,0.00
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,985,BAD DATA (logically assigned),Asignación lógica,True,8,0.01
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,991,NEVER USED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,993,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,994,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,997,REFUSED,No respuesta o ausencia,True,1,0.00
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,998,BLANK (no answer),No respuesta o ausencia,True,328,0.56
STMRSOTRS2,REASON USED LAST STIMULANT (NOT DIRECTED),STIMULANTS,Original u otra,999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,872,1.49
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,66,0.11
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,872,1.49
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSSOR,USED LAST STIMULANT (NOT DIRECTED) OTHER REASON,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,320,0.55
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,222,0.38
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,716,1.22
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSSTDY,USED LAST STIMULANT (NOT DIRECTED) TO STUDY,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,321,0.55
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,97,0.17
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,841,1.43
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,1,0.00
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,91,NEVER USED/MISUSED STIMULANTS,Ausencia de exposición,True,55725,95.04
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,93,DID NOT MISUSE STIMULANTS IN THE PAST 12 MONTHS,Categoría analítica,False,1642,2.80
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,97,REFUSED,No respuesta o ausencia,True,2,0.00
STMRSWGHT,USED LAST STIMULANT (NOT DIRECTED) TO LOSE WEIGHT,STIMULANTS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,320,0.55
STMWYGAMT,USED STIMULANT IN GREATER AMTS THAN RX PST 12 MOS,STIMULANTS,Original u otra,1,Yes,Categoría analítica,False,170,0.29
STMWYGAMT,USED STIMULANT IN GREATER AMTS THAN RX PST 12 MOS,STIMULANTS,Original u otra,2,No (not entered),Categoría analítica,False,750,1.28
STMWYGAMT,USED STIMULANT IN GREATER AMTS THAN RX PST 12 MOS,STIMULANTS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,2,0.00
