clave_modelo,candidato,target,descripcion,umbral,recall,precision,f1,f2,balanced_accuracy,accuracy,specificity,youden,true_negatives,false_positives,false_negatives,true_positives
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.001,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.002,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.003,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.004,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.005,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.006,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.007,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.008,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.009,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.01,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.011,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.012,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.013,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.014,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.015,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.016,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.017,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.018,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.019,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.02,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.021,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.022,1.0,0.11046511627906977,0.19895287958115185,0.38306451612903225,0.5,0.11046511627906977,0.0,0.0,0,6732,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.023,1.0,0.11047971455001983,0.19897655599190767,0.38309962423242605,0.5000742721330956,0.11059725158562368,0.00014854426619132502,0.00014854426619126393,1,6731,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.024,1.0,0.11047971455001983,0.19897655599190767,0.38309962423242605,0.5000742721330956,0.11059725158562368,0.00014854426619132502,0.00014854426619126393,1,6731,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.025,1.0,0.11049431667988369,0.19900023803856223,0.38313473877176907,0.5001485442661914,0.1107293868921776,0.00029708853238265005,0.0002970885323827499,2,6730,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.026,1.0,0.11050892267019168,0.19902392572312821,0.3831698597488312,0.500222816399287,0.11086152219873151,0.000445632798573975,0.00044563279857401383,3,6729,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.027,1.0,0.11050892267019168,0.19902392572312821,0.3831698597488312,0.500222816399287,0.11086152219873151,0.000445632798573975,0.00044563279857401383,3,6729,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.028,1.0,0.11053814623826524,0.1990713180140493,0.38324012102319616,0.5003713606654783,0.11112579281183932,0.0007427213309566251,0.0007427213309565417,5,6727,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.029,1.0,0.11055276381909548,0.1990950226244344,0.3832752613240418,0.500445632798574,0.11125792811839323,0.00089126559714795,0.0008912655971480277,6,6726,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.03,1.0,0.11059663976716497,0.1991661703394878,0.3833807209025039,0.5006684491978609,0.11165433403805497,0.001336898395721925,0.0013368983957218195,9,6723,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.031,1.0,0.11065519523494374,0.19926111309736622,0.38352142398385175,0.5009655377302437,0.1121828752642706,0.0019310754604872252,0.0019310754604873193,13,6719,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.032,1.0,0.11071381274003443,0.19935614641707403,0.38366223038090863,0.5012626262626263,0.11271141649048626,0.0025252525252525255,0.002525252525252597,17,6715,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.033,1.0,0.11077249238107857,0.19945127042824762,0.38380314020751083,0.5015597147950089,0.11323995771670191,0.0031194295900178253,0.003119429590017875,21,6711,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.034,1.0,0.11086062856385095,0.19959412677569538,0.38401469912723935,0.5020053475935828,0.11403276955602537,0.004010695187165776,0.00401069518716568,27,6705,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.035,1.0,0.11094890510948906,0.1997371879106439,0.38422649140546006,0.5024509803921569,0.11482558139534883,0.004901960784313725,0.004901960784313708,33,6699,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.036,1.0,0.11105207226354942,0.1999043519846963,0.38447387785136133,0.5029708853238265,0.11575052854122622,0.0059417706476530005,0.005941770647653,40,6692,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.037,1.0,0.11118499800505387,0.20011968880909636,0.3847924146184295,0.5036393345216874,0.11693974630021142,0.007278669043374926,0.007278669043374819,49,6683,0,836
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.038,0.9988038277511961,0.11134817975730098,0.20035992801439712,0.38504104030249925,0.5044524189261032,0.11931818181818182,0.010101010101010102,0.008904837852206304,68,6664,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.039,0.9988038277511961,0.11155644622578491,0.20069703160677801,0.38553883091698216,0.5054922287894424,0.12116807610993657,0.01218062982768865,0.010984457578884887,82,6650,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.04,0.9988038277511961,0.11188530081736567,0.2012290637426196,0.38632367909688164,0.507126215717547,0.12407505285412262,0.015448603683897801,0.014252431435094026,104,6628,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.041,0.9988038277511961,0.11209558329977178,0.20156910078455037,0.3868247938478644,0.5081660255808862,0.12592494714587738,0.017528223410576353,0.016332051161772387,118,6614,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.042,0.9988038277511961,0.11230665770006724,0.20191028896143148,0.38732721031635586,0.5092058354442255,0.12777484143763213,0.0196078431372549,0.01841167088845097,132,6600,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.043,0.9988038277511961,0.11239736169067169,0.20205686630369027,0.3875429314025805,0.5096514682427995,0.1285676532769556,0.020499108734402853,0.019302936485598998,138,6594,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.044,0.9988038277511961,0.11270076933459307,0.2025469981807156,0.38826374035152983,0.5111369109047127,0.13121035940803383,0.023469994058229353,0.022273821809425387,158,6574,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.045,0.9988038277511961,0.11297524015694764,0.2029901543697581,0.3889147647880764,0.5124738093004346,0.13358879492600423,0.026143790849673203,0.024947618600869248,176,6556,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.046,0.9988038277511961,0.11342026623200217,0.2037082215174433,0.3899682421072295,0.5146277011602088,0.13742071881606766,0.030451574569221627,0.02925540232041768,205,6527,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.047,0.9988038277511961,0.11393095920316551,0.20453153704837726,0.3911739904431744,0.5170786815523657,0.14178118393234673,0.03535353535353535,0.034157363104731386,238,6494,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.048,0.9988038277511961,0.11450905101481075,0.20546259842519685,0.3925347875141031,0.5198267504769053,0.14667019027484143,0.04084967320261438,0.039653500953810594,275,6457,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.049,0.9988038277511961,0.11520419426048566,0.20658090054428502,0.39416540785498483,0.5230947243331144,0.15248414376321354,0.04738562091503268,0.04618944866622887,319,6413,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.05,0.9988038277511961,0.1158274379248162,0.20758234928527033,0.39562209798161657,0.5259913375238452,0.15763742071881606,0.05317884729649436,0.051982675047690385,358,6374,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.051,0.9988038277511961,0.11666899538912952,0.2089328162141874,0.3975811827445005,0.5298534884448197,0.16450845665961944,0.060903149138443254,0.05970697688963944,410,6322,1,835
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.052,0.9976076555023924,0.11721714687280393,0.2097849327128663,0.3986996844822641,0.53230055977734,0.1697938689217759,0.06699346405228758,0.06460111955468006,451,6281,2,834
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.053,0.9964114832535885,0.11792185730464326,0.21088607594936706,0.4001729438893159,0.5354160803077211,0.17626849894291755,0.07442067736185383,0.07083216061544229,501,6231,3,833
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.054,0.9952153110047847,0.11856918911215619,0.21189354386858528,0.4015056461731494,0.5382345123057197,0.18221458773784355,0.08125371360665479,0.07646902461143945,547,6185,4,832
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.055,0.9940191387559809,0.11920814804188783,0.21288587165364417,0.4028114396509937,0.5409786721706227,0.18802854122621565,0.08793820558526441,0.08195734434124535,592,6140,5,831
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.056,0.9940191387559809,0.12026049204052099,0.21456235476374902,0.40520772381509657,0.5455092722894581,0.19608879492600423,0.09699940582293523,0.09101854457891623,653,6079,5,831
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.057,0.9940191387559809,0.12115468727219711,0.21598440545808964,0.4072331667156719,0.5492971510773369,0.2028276955602537,0.10457516339869281,0.0985943021546738,704,6028,5,831
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.058,0.9940191387559809,0.1219906048150323,0.21731171548117154,0.40911776289877916,0.552787941332833,0.20903805496828753,0.11155674390968509,0.10557588266566609,751,5981,5,831
multisalida_bce_tareas,Red multisalida — BCE + pesos por tarea,IRAMDEYR,Episodio depresivo mayor,0.059,0.9940191387559809,0.12294718153573014,0.2188281764318631,0.4112639809957439,0.5567243643869031,0.2160412262156448,0.11942959001782531,0.11344872877380618,804,5928,5,831
