target,descripcion,prevalencia_train_pct,peso_clase_0,peso_clase_1,peso_tarea,alpha_focal
IRAMDEYR,Episodio depresivo mayor,11.109642892537412,0.5624907090828006,4.50059470710675,0.5350368093219262,0.8889035710746258
IRSUICTHNK,Ideación suicida,7.44937398830564,0.5402448600799543,6.711973392461197,0.6533920140207812,0.9255062601169436
IRSUIPLANYR,Planificación suicida,2.54038518714281,0.513033014710867,19.682054616384914,1.118881067593144,0.9745961481285719
IRSUITRYYR,Intento suicida,1.1099732417164943,0.5056121596793052,45.04613095238095,1.6926901090641486,0.9889002675828351
