estrategia_pesos,batch_size,learning_rate,target,descripcion,estado,epocas,mejor_epoca,checkpoint,historial
sin_ponderar,256,0.0005,IRAMDEYR,Episodio depresivo mayor,RECUPERADO,54,44,checkpoint_mlp_regularizada_lr0005_sin_ponderar_iramdeyr_v1.keras,36_historial_mlp_regularizada_lr0005_sin_ponderar_iramdeyr_v1.csv
sin_ponderar,256,0.0005,IRSUICTHNK,Ideación suicida,RECUPERADO,43,33,checkpoint_mlp_regularizada_lr0005_sin_ponderar_irsuicthnk_v1.keras,36_historial_mlp_regularizada_lr0005_sin_ponderar_irsuicthnk_v1.csv
sin_ponderar,256,0.0005,IRSUIPLANYR,Planificación suicida,RECUPERADO,20,10,checkpoint_mlp_regularizada_lr0005_sin_ponderar_irsuiplanyr_v1.keras,36_historial_mlp_regularizada_lr0005_sin_ponderar_irsuiplanyr_v1.csv
sin_ponderar,256,0.0005,IRSUITRYYR,Intento suicida,RECUPERADO,26,16,checkpoint_mlp_regularizada_lr0005_sin_ponderar_irsuitryyr_v1.keras,36_historial_mlp_regularizada_lr0005_sin_ponderar_irsuitryyr_v1.csv
balanceada,256,0.0005,IRAMDEYR,Episodio depresivo mayor,RECUPERADO,14,4,checkpoint_mlp_regularizada_lr0005_balanceada_iramdeyr_v1.keras,36_historial_mlp_regularizada_lr0005_balanceada_iramdeyr_v1.csv
balanceada,256,0.0005,IRSUICTHNK,Ideación suicida,RECUPERADO,16,6,checkpoint_mlp_regularizada_lr0005_balanceada_irsuicthnk_v1.keras,36_historial_mlp_regularizada_lr0005_balanceada_irsuicthnk_v1.csv
balanceada,256,0.0005,IRSUIPLANYR,Planificación suicida,RECUPERADO,31,21,checkpoint_mlp_regularizada_lr0005_balanceada_irsuiplanyr_v1.keras,36_historial_mlp_regularizada_lr0005_balanceada_irsuiplanyr_v1.csv
balanceada,256,0.0005,IRSUITRYYR,Intento suicida,RECUPERADO,33,23,checkpoint_mlp_regularizada_lr0005_balanceada_irsuitryyr_v1.keras,36_historial_mlp_regularizada_lr0005_balanceada_irsuitryyr_v1.csv
