target,estrategia_pesos,accuracy,f2,false_negatives,false_positives,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_f2,val_false_negatives,val_false_positives,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,epoca
IRSUICTHNK,balanceada,0.5717353224754333,0.2793660461902618,1014.0,11950.0,0.698175847530365,0.1088075339794159,0.0940792933106422,0.5503326058387756,0.585849404335022,0.4903541207313537,0.3754213750362396,73.0,3784.0,0.7239773869514465,0.1502765417098999,0.114646703004837,0.8703374862670898,0.7269017696380615,1
IRSUICTHNK,balanceada,0.6677678227424622,0.3915571570396423,693.0,9364.0,0.6050668358802795,0.1998970359563827,0.1429617404937744,0.6926829218864441,0.7413802146911621,0.4718551933765411,0.3815200924873352,51.0,3946.0,0.7376851439476013,0.1787555366754531,0.1148497089743614,0.9094138741493224,0.7693846225738525,2
IRSUICTHNK,balanceada,0.7170559167861938,0.4498769342899322,573.0,7992.0,0.5557630062103271,0.2564509212970733,0.1738681048154831,0.7458980083465576,0.7939700484275818,0.8728858232498169,0.3913457989692688,317.0,645.0,0.3973324298858642,0.244973212480545,0.2760942876338959,0.4369449317455292,0.8020095825195312,3
IRSUICTHNK,balanceada,0.7268673181533813,0.4651036560535431,537.0,7731.0,0.5310643315315247,0.2764979600906372,0.1818181872367859,0.7618625164031982,0.8144144415855408,0.5356765389442444,0.4023544192314148,64.0,3450.0,0.7274841070175171,0.2474628537893295,0.1263611018657684,0.8863232731819153,0.8083216547966003,4
IRSUICTHNK,balanceada,0.7352911829948425,0.4778324961662292,509.0,7504.0,0.5147861838340759,0.2936810851097107,0.1887567639350891,0.7742793560028076,0.8272508978843689,0.8603329658508301,0.4272342920303345,280.0,777.0,0.3509562909603119,0.2842587232589721,0.2669811248779297,0.50266432762146,0.8177778720855713,5
IRSUICTHNK,balanceada,0.7451356053352356,0.4946819543838501,469.0,7246.0,0.5006584525108337,0.3122014999389648,0.1977413594722747,0.7920177578926086,0.8381463885307312,0.704149067401886,0.4651885628700256,114.0,2125.0,0.5839834213256836,0.2828122079372406,0.1744366735219955,0.7975133061408997,0.8154022097587585,6
IRSUICTHNK,balanceada,0.7386277318000793,0.4996455907821655,422.0,7490.0,0.4931135773658752,0.3058416545391083,0.196610540151596,0.8128603100776672,0.842447817325592,0.2914904952049255,0.3352572321891784,17.0,5345.0,1.2313042879104614,0.2845659852027893,0.0926837548613548,0.9698046445846558,0.8183491230010986,7
IRSUICTHNK,balanceada,0.747613251209259,0.5031882524490356,440.0,7200.0,0.4875539541244507,0.3154565691947937,0.2013311088085174,0.8048780560493469,0.8462464809417725,0.829016923904419,0.4718520045280456,216.0,1078.0,0.3376495540142059,0.2900876700878143,0.2435087710618972,0.6163410544395447,0.8178526163101196,8
IRSUICTHNK,balanceada,0.747018575668335,0.5128133893013,394.0,7264.0,0.4760056138038635,0.3226920962333679,0.2039452046155929,0.8252771496772766,0.8536617755889893,0.0765063390135765,0.2866761684417724,1.0,6988.0,2.1952898502349854,0.2588603496551513,0.0744370892643928,0.9982237815856934,0.8123024106025696,9
IRSUICTHNK,balanceada,0.7523372173309326,0.5149760246276855,405.0,7092.0,0.4764624834060669,0.3254371583461761,0.2068888396024704,0.8203991055488586,0.8538002967834473,0.8298097252845764,0.4659742414951324,222.0,1066.0,0.3816028535366058,0.2798194289207458,0.2423596233129501,0.6056838631629944,0.8135302066802979,10
