estrategia_pesos,target,descripcion,clase_real,registros,media,mediana,primer_cuartil,tercer_cuartil
balanceada,IRAMDEYR,Episodio depresivo mayor,Negativo,6732,0.13365717,0.011702828,0.0035802054,0.114820644
balanceada,IRAMDEYR,Episodio depresivo mayor,Positivo,836,0.58160174,0.69900584,0.2997799,0.84545
balanceada,IRSUICTHNK,Ideación suicida,Negativo,7005,0.12153892,0.02058429,0.004259371,0.11866439
balanceada,IRSUICTHNK,Ideación suicida,Positivo,563,0.41401258,0.40078807,0.104730494,0.71025264
balanceada,IRSUIPLANYR,Planificación suicida,Negativo,7394,0.038670536,0.0052890778,0.00204536,0.01565997
balanceada,IRSUIPLANYR,Planificación suicida,Positivo,174,0.18746008,0.04004947,0.009795031,0.21152578
balanceada,IRSUITRYYR,Intento suicida,Negativo,7484,0.027277056,0.0062575554,0.0034641363,0.01316593
balanceada,IRSUITRYYR,Intento suicida,Positivo,84,0.1881306,0.03867261,0.009728126,0.28034914
