target,descripcion,positivos,prevalencia_train_pct,alpha_focal
IRAMDEYR,Episodio depresivo mayor,4199,11.097016305927747,0.8890298369407226
IRSUICTHNK,Ideación suicida,2818,7.447342688760274,0.9255265731123973
IRSUIPLANYR,Planificación suicida,943,2.4921377414836545,0.9750786225851634
IRSUITRYYR,Intento suicida,420,1.1099659081899627,0.9889003409181004
