estrategia_pesos,descripcion,modelos_previstos,batch_size,learning_rate,epocas_maximas,monitor_early_stopping,paciencia,backup_entrenamiento,dimension_embedding,variables_categoricas,vocabulario_total
balanceada,Ponderación balanceada,4,256,0.0005,100,val_loss,10,True,8,813,4617
