target,estrategia_pesos,accuracy,f2,false_negatives,false_positives,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_f2,val_false_negatives,val_false_positives,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,epoca
IRSUITRYYR,balanceada,0.708004355430603,0.1060001924633979,118.0,8721.0,0.6458200216293335,0.0446847602725029,0.0243875160813331,0.648809552192688,0.7224628925323486,0.8642970323562622,0.1471670120954513,44.0,983.0,0.6361579895019531,0.0482991635799407,0.0391006842255592,0.4761904776096344,0.7645708322525024,1
IRSUITRYYR,balanceada,0.7435169219970703,0.1454799026250839,65.0,7699.0,0.4913638532161712,0.095562532544136,0.0340025089681148,0.8065476417541504,0.8558993935585022,0.8924418687820435,0.1826086640357971,42.0,772.0,0.5581529140472412,0.058255597949028,0.0515970513224601,0.5,0.7920158505439758,2
IRSUITRYYR,balanceada,0.7922103404998779,0.1793436557054519,54.0,6236.0,0.4205926954746246,0.1447055488824844,0.0432648062705993,0.8392857313156128,0.9011872410774232,0.8278276920318604,0.1763299107551574,25.0,1278.0,0.5099391937255859,0.0885175317525863,0.0441286452114582,0.7023809552192688,0.8450447916984558,3
IRSUITRYYR,balanceada,0.8234614133834839,0.2144501805305481,38.0,5306.0,0.3759261965751648,0.1679218411445617,0.0531763024628162,0.886904776096344,0.9224257469177246,0.6686046719551086,0.1272351890802383,10.0,2498.0,0.6396462321281433,0.1065396890044212,0.0287713836878538,0.8809523582458496,0.859770655632019,4
IRSUITRYYR,balanceada,0.8433814644813538,0.2348305433988571,38.0,4703.0,0.3461534380912781,0.1961414515972137,0.0595880821347236,0.886904776096344,0.9341613054275512,0.5536469221115112,0.0979354158043861,10.0,3368.0,0.8032127618789673,0.1419942677021026,0.021499129012227,0.8809523582458496,0.8422992825508118,5
IRSUITRYYR,balanceada,0.8687853217124939,0.2736051082611084,30.0,3942.0,0.2989208698272705,0.2540883421897888,0.0720338970422744,0.9107142686843872,0.954238772392273,0.8235993385314941,0.1592920124530792,30.0,1305.0,0.4527011811733246,0.0991725176572799,0.0397351011633873,0.6428571343421936,0.800675630569458,6
IRSUITRYYR,balanceada,0.8767797350883484,0.2901119291782379,25.0,3705.0,0.2695232927799225,0.2750640213489532,0.0774402394890785,0.925595223903656,0.9620111584663392,0.5326374173164368,0.091533176600933,12.0,3525.0,1.0494102239608765,0.0780392289161682,0.0200166814029216,0.8571428656578064,0.8116322755813599,7
IRSUITRYYR,balanceada,0.8948829174041748,0.327664852142334,20.0,3162.0,0.2303784191608429,0.3516186475753784,0.0908568128943443,0.9404761791229248,0.9738622903823853,0.8274312615394592,0.1564380228519439,32.0,1274.0,0.4231343865394592,0.0905335545539856,0.039215687662363,0.6190476417541504,0.8040613532066345,8
IRSUITRYYR,balanceada,0.9023487567901612,0.3418989479541778,22.0,2934.0,0.2241709977388382,0.352576196193695,0.0966748744249343,0.9345238208770752,0.9729672074317932,0.6123149991035461,0.0994574874639511,18.0,2916.0,0.8196225762367249,0.0756715014576911,0.0221327971667051,0.7857142686843872,0.7696514129638672,9
IRSUITRYYR,balanceada,0.9118298292160034,0.3706277012825012,16.0,2653.0,0.2004389017820358,0.4157686233520508,0.107635386288166,0.9523809552192688,0.978689432144165,0.6675475835800171,0.1005547642707824,26.0,2490.0,0.7628567814826965,0.068782165646553,0.0227629505097866,0.6904761791229248,0.7418509125709534,10
