clave_modelo,modelo,estrategia_pesos,batch_size,learning_rate,target,descripcion,epocas_ejecutadas,mejor_epoca,loss,pr_auc,roc_auc,recall,precision,f2,accuracy,false_negatives,false_positives
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRAMDEYR,Episodio depresivo mayor,46,36,0.6265780925750732,0.19130247831344604,0.6461195349693298,0.5215311050415039,0.18327027559280396,0.38091903924942017,0.6904069781303406,400.0,1943.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRSUICTHNK,Ideación suicida,36,26,0.6270627379417419,0.11475027352571487,0.6221829652786255,0.40319716930389404,0.11569827049970627,0.26934024691581726,0.726347804069519,336.0,1735.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRSUIPLANYR,Planificación suicida,37,27,0.5668671131134033,0.043114855885505676,0.6384261250495911,0.36206895112991333,0.04670125991106033,0.15403418242931366,0.8154069781303406,111.0,1286.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRSUITRYYR,Intento suicida,30,20,0.5399962663650513,0.02633167989552021,0.6359097957611084,0.369047611951828,0.028783658519387245,0.10969565808773041,0.854783296585083,53.0,1046.0
dos_ramas_balanceada,MLP de dos ramas — Ponderación balanceada,balanceada,256,0.0005,IRAMDEYR,Episodio depresivo mayor,17,7,0.3107420802116394,0.4660991132259369,0.8723021149635315,0.6315789222717285,0.42409637570381165,0.5752887725830078,0.8645613193511963,308.0,717.0
dos_ramas_balanceada,MLP de dos ramas — Ponderación balanceada,balanceada,256,0.0005,IRSUICTHNK,Ideación suicida,23,13,0.29356348514556885,0.21577773988246918,0.759820818901062,0.21314387023448944,0.28915661573410034,0.22497186064720154,0.902484118938446,443.0,295.0
dos_ramas_balanceada,MLP de dos ramas — Ponderación balanceada,balanceada,256,0.0005,IRSUIPLANYR,Planificación suicida,33,23,0.15234430134296417,0.09948136657476425,0.7061500549316406,0.17241379618644714,0.15306122601032257,0.16816140711307526,0.9590380787849426,144.0,166.0
dos_ramas_balanceada,MLP de dos ramas — Ponderación balanceada,balanceada,256,0.0005,IRSUITRYYR,Intento suicida,35,25,0.06966251134872437,0.07430796325206757,0.7303645610809326,0.095238097012043,0.1538461595773697,0.10309277474880219,0.9841437339782715,76.0,44.0
