clave_modelo,candidato,target,descripcion,criterio,umbral,recall,precision,f1,f2,balanced_accuracy,accuracy,specificity,youden,true_negatives,false_positives,false_negatives,true_positives,average_precision,roc_auc
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRAMDEYR,Episodio depresivo mayor,"Umbral 0,5",0.5,0.9126794258373205,0.2916666666666667,0.4420625724217845,0.6401006711409396,0.8187134502923976,0.745507399577167,0.7247474747474747,0.6374269005847952,4879,1853,73,763,0.47994590426062134,0.8910091095304296
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRAMDEYR,Episodio depresivo mayor,F2 máximo,0.581,0.8373205741626795,0.3526448362720403,0.4962779156327544,0.6567836367048226,0.8232205960534134,0.8122357293868921,0.8091206179441474,0.6464411921068267,5447,1285,136,700,0.47994590426062134,0.8910091095304296
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRAMDEYR,Episodio depresivo mayor,Balanced Accuracy máxima,0.581,0.8373205741626795,0.3526448362720403,0.4962779156327544,0.6567836367048226,0.8232205960534134,0.8122357293868921,0.8091206179441474,0.6464411921068267,5447,1285,136,700,0.47994590426062134,0.8910091095304296
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUICTHNK,Ideación suicida,"Umbral 0,5",0.5,0.7957371225577264,0.1701481200151918,0.28035043804755944,0.45854657113613106,0.7419085327278283,0.6960887949260042,0.6880799428979301,0.4838170654556566,4820,2185,115,448,0.2881288653382509,0.8146340535750282
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUICTHNK,Ideación suicida,F2 máximo,0.55,0.7175843694493783,0.21052631578947367,0.3255439161966156,0.48429633181491255,0.7506551397568091,0.7788054968287527,0.7837259100642399,0.5013102795136182,5490,1515,159,404,0.2881288653382509,0.8146340535750282
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUICTHNK,Ideación suicida,Balanced Accuracy máxima,0.55,0.7175843694493783,0.21052631578947367,0.3255439161966156,0.48429633181491255,0.7506551397568091,0.7788054968287527,0.7837259100642399,0.5013102795136182,5490,1515,159,404,0.2881288653382509,0.8146340535750282
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUIPLANYR,Planificación suicida,"Umbral 0,5",0.5,0.8735632183908046,0.06637554585152838,0.12337662337662338,0.25452109845947757,0.7922049253977286,0.7145877378435518,0.7108466324046524,0.5844098507954572,5256,2138,22,152,0.1695055187347622,0.8565662901575989
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUIPLANYR,Planificación suicida,F2 máximo,0.63,0.5689655172413793,0.11702127659574468,0.19411764705882353,0.32101167315175094,0.733968828407003,0.891384778012685,0.8989721395726264,0.4679376568140059,6647,747,75,99,0.1695055187347622,0.8565662901575989
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUIPLANYR,Planificación suicida,Balanced Accuracy máxima,0.543,0.8333333333333334,0.0800662617338487,0.146095717884131,0.2891902672516952,0.804007754034803,0.7760306553911205,0.7746821747362727,0.6080155080696059,5728,1666,29,145,0.1695055187347622,0.8565662901575989
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUITRYYR,Intento suicida,"Umbral 0,5",0.5,0.8571428571428571,0.040654997176736304,0.07762803234501348,0.170859041290935,0.8150626097579599,0.7739164904862579,0.7729823623730625,0.6301252195159197,5785,1699,12,72,0.09488647591711916,0.8762940304395408
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUITRYYR,Intento suicida,F2 máximo,0.686,0.34523809523809523,0.12831858407079647,0.1870967741935484,0.2580071174377224,0.6594576366088927,0.9667019027484144,0.97367717797969,0.31891527321778534,7287,197,55,29,0.09488647591711916,0.8762940304395408
multisalida_focal_ramas_32,Focal + Adam — Ramas específicas de 32 neuronas,IRSUITRYYR,Intento suicida,Balanced Accuracy máxima,0.498,0.8690476190476191,0.040420819490586936,0.07724867724867726,0.17040149393090567,0.8187434781502125,0.7695560253699789,0.768439337252806,0.6374869563004251,5751,1733,11,73,0.09488647591711916,0.8762940304395408
