variable,nombre,modulo,tipo_version,n_unicos,pct_nan,tipo_entrada
PREGAGE2,RC-PREGNANCY AGE CATEGORY RECODE,RECODED DEMOGRAPHICS,Recodificada,3,0.0,Categórica
DRVINAGE,RC-DUI AGE CATEGORY RECODE,RECODED DEMOGRAPHICS,Recodificada,2,0.0,Categórica
DRVINDETAG,RC-DUI DETAILED AGE CATEGORY RECODE,RECODED DEMOGRAPHICS,Recodificada,3,0.0,Categórica
SEXAGE,RC-COMBINED SEX BY AGE CATEGORY INDICATOR,RECODED DEMOGRAPHICS,Recodificada,3,0.0,Categórica
NEWRACE2,RC-RACE/HISPANICITY RECODE (7 LEVELS),RECODED DEMOGRAPHICS,Recodificada,7,0.0,Categórica
SEXRACE,RC-COMBINED SEX BY RACE INDICATOR,RECODED DEMOGRAPHICS,Recodificada,7,0.0,Categórica
EDUHIGHCAT,RC-EDUCATION CATEGORIES,RECODED DEMOGRAPHICS,Recodificada,4,0.0,Categórica
HEALTH2,RC-OVERALL HEALTH RECODE,RECODED DEMOGRAPHICS,Recodificada,4,0.053,Categórica
EDUSCHLGO,NOW GOING TO SCHOOL,EDUCATION,Original u otra,7,0.0,Categórica
EDUSCHGRD2,WHAT GRADE IN NOW/WILL BE IN,EDUCATION,Original u otra,13,0.0,Categórica
EDUFULPAR,FULL OR PART TIME,EDUCATION,Original u otra,7,0.0,Categórica
EDUSCKMON,HOW MANY DAYS MISSED SCHOOL FROM SICK,EDUCATION,Original u otra,31,0.0,Numérica
EDUSCKEST,BEST ESTIMATE # DAYS MISSED BECAUSE SICK OR INURED,EDUCATION,Original u otra,10,0.0,Categórica
EDUSCKCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SICK (COMBINED),EDUCATION,Original u otra,30,0.0,Numérica
EDUSKPMON,HOW MANY DAYS MISSED SCHOOL FROM SKIPPING,EDUCATION,Original u otra,25,0.0,Numérica
EDUSKPEST,BEST ESTIMATE # DAYS MISSED BECAUSE SKIPPED OR CUT,EDUCATION,Original u otra,9,0.0,Categórica
EDUSKPCOM,RC - HOW MANY DAYS MISSED SCHOOL FROM SKIPPING (COMBINED),EDUCATION,Original u otra,25,0.0,Numérica
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,6,0.0,Categórica
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,7,0.0,Categórica
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,7,0.0,Categórica
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,7,0.0,Categórica
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,7,0.0,Categórica
ENRLCOLLFT2,RC-COLLEGE ENROLLMENT-FULL TIME,RECODED EDUCATION,Recodificada,3,0.0,Categórica
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,RECODED EDUCATION,Recodificada,5,0.0,Categórica
WRKSTATWK2,WORK SITUATION IN PAST WEEK - RECODE,EMPLOYMENT,Original u otra,10,0.0,Categórica
WRKDPSTWK,WORK AT JOB LAST WEEK,EMPLOYMENT,Original u otra,7,0.0,Categórica
WRKHADJOB,DID YOU HAVE A JOB OR BUSINESS,EMPLOYMENT,Original u otra,8,0.0,Categórica
WRKDHRSWK2,HOW MANY HOURS WORKED LAST WEEK,EMPLOYMENT,Original u otra,66,0.0,Numérica
WRK35WKUS,USUALLY WORK 35 OR MORE HRS PER WEEK,EMPLOYMENT,Original u otra,7,0.0,Categórica
WRKRSNNOT,REASON FOR NOT WORKING AT JOB - PAST WK,EMPLOYMENT,Original u otra,11,0.0,Categórica
WRKRSNJOB,REASON FOR NOT HAVING A JOB - PAST WK,EMPLOYMENT,Original u otra,13,0.0,Categórica
WRKEFFORT,"PAST 30 DAYS, MAKE EFFORT TO FIND WORK",EMPLOYMENT,Original u otra,6,0.0,Categórica
WRKDPSTYR,"PAST 12 MOS, WORKED AT ANY JOB",EMPLOYMENT,Original u otra,7,0.0,Categórica
WRKSELFEM,"PAST 12 MOS, SELF EMPLOYED",EMPLOYMENT,Original u otra,8,0.0,Categórica
WRKNUMJOB2,"PAST 12 MOS, HOW MANY EMPLOYERS",EMPLOYMENT,Original u otra,9,0.0,Categórica
WRKNJBPYR,"PAST 12 MOS, TIME WITH NO JOB",EMPLOYMENT,Original u otra,7,0.0,Categórica
WRKNJBWKS,HOW MANY WKS W/O JOB IN PAST 12 MOS,EMPLOYMENT,Original u otra,57,0.0,Numérica
WRKLASTYR2,WHAT YEAR LAST WORKED,EMPLOYMENT,Original u otra,46,0.0,Numérica
WRKSICKMO,# DAYS MISSED WORK FOR INJURY/ILLNESS PAST 30 DAYS,EMPLOYMENT,Original u otra,36,0.0,Numérica
WRKSKIPMO,# DAYS SKIPPED WORK PAST 30 DAYS,EMPLOYMENT,Original u otra,34,0.0,Numérica
IRWRKSTAT18,Situación laboral (18+),IMPUTED EMPLOYMENT,Imputada,4,0.0,Categórica
EDFAM18,RC-EDITED INDICATOR: FAMILY IN HH 18 OR OLDER,HOUSEHOLD COMPOSITION (ROSTER),Original u otra,3,0.0,Categórica
NRCH17_2,RECODED # R's CHILDREN < 18 IN HOUSEHOLD,HOUSEHOLD COMPOSITION (ROSTER),Original u otra,4,3.592,Numérica
IRHHSIZ2,RECODE - IMPUTATION-REVISED # PERSONS IN HH,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,6,0.0,Categórica
IRKI17_2,RECODE - IMPUTATION-REVISED # KIDS AGED<18 IN HH,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,4,0.0,Categórica
IRHH65_2,REC - IMPUTATION-REVISED # OF PER IN HH AGED>=65,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,3,0.0,Categórica
MEDICARE,COVERED BY MEDICARE,HEALTH INSURANCE,Original u otra,5,0.0,Categórica
CAIDCHIP,COVERED BY MEDICAID/CHIP,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
CHAMPUS,"COV BY TRICARE, CHAMPUS, CHAMPVA, VA, MILITARY",HEALTH INSURANCE,Original u otra,5,0.0,Categórica
PRVHLTIN,COVERED BY PRIVATE INSURANCE,HEALTH INSURANCE,Original u otra,5,0.0,Categórica
GRPHLTIN,PRIVATE PLAN OFFERED THROUGH EMPLOYER OR UNION,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLTINALC,PRIVATE INSURANCE COVERS TRMT FOR ALCOHOL ABUSE/ALCOHOLISM,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLTINDRG,PRIVATE INSURANCE COVERS TRMT FOR DRUG ABUSE,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLTINMNT,PRIVATE INSURANCE COVERS TRMT FOR MENTAL/EMOTIONAL PROBLEMS,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLTINNOS,COVERED BY HEALTH INSUR (NOT OTHERWISE SPECIFIED),HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLCNOTYR,ANYTIME DID NOT HAVE HEALTH INS/COVER PAST 12 MOS,HEALTH INSURANCE,Original u otra,7,0.0,Categórica
HLCNOTMO,"PAST 12 MOS, HOW MANY MOS W/O COVERAGE",HEALTH INSURANCE,Original u otra,16,0.0,Numérica
HLCLAST,TIME SINCE LAST HAD HEALTH CARE COVERAGE,HEALTH INSURANCE,Original u otra,9,0.0,Categórica
HLLOSRSN,MAIN REASON STOPPED COVERED BY HEALTH INSURANCE,HEALTH INSURANCE,Original u otra,17,0.0,Categórica
HLNVCOST,NEVER HAD HEALTH INSURANCE BECAUSE COST TOO HIGH,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLNVOFFR,NEVER HAD HEALTH INSURANCE BECAUSE EMPLOYER DOESN'T OFFER,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLNVREF,NEVER HAD HEALTH INSURANCE BC INS COMPANY REFUSED COVERAGE,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLNVNEED,NEVER HAD HEALTH INSURANCE BECAUSE DON'T NEED IT,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
HLNVSOR,NEVER HAD HEALTH INSURANCE BECAUSE OF SOME OTHER REASON,HEALTH INSURANCE,Original u otra,6,0.0,Categórica
IRMEDICR,MEDICARE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,2,0.0,Categórica
IRMCDCHP,MEDICAID/CHIP - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,2,0.0,Categórica
IRCHMPUS,CHAMPUS - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,2,0.0,Categórica
IRPRVHLT,PRIVATE HEALTH INSURANCE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,2,0.0,Categórica
IROTHHLT,OTHER HEALTH INSURANCE - IMPUTATION REVISED,IMPUTED HEALTH INSURANCE,Imputada,3,0.0,Categórica
HLCALL99,YES TO MEDICARE/MEDICAID/CHAMPUS/PRVHLTIN,RECODED HEALTH INSURANCE,Recodificada,2,0.0,Categórica
ANYHLTI2,COVERED BY ANY HEALTH INSURANCE - RECODE,RECODED HEALTH INSURANCE,Recodificada,5,0.0,Categórica
IRINSUR4,RC-OVERALL HEALTH INSURANCE - IMPUTATION REVISED,RECODED HEALTH INSURANCE,Recodificada,2,0.0,Categórica
OTHINS,"RC-HEALTH INSURANCE OTHER THAN PRIVATE, MEDICAID/CHIP",RECODED HEALTH INSURANCE,Recodificada,2,0.0,Categórica
CELLWRKNG,WORKING CELL PHONE,INCOME,Original u otra,6,0.0,Categórica
CELLNOTCL,NOT A CELL PHONE,INCOME,Original u otra,6,0.0,Categórica
IRFAMSOC,FAM RECEIVE SS OR RR PAYMENTS - IMPUTATION REVISED,IMPUTED INCOME,Imputada,2,0.0,Categórica
IRFAMSSI,FAM RECEIVE SSI - IMPUTATION REVISED,IMPUTED INCOME,Imputada,2,0.0,Categórica
IRFSTAMP,RESP/OTH FAM MEM REC FOOD STAMPS - IMPUTATION REVISED,IMPUTED INCOME,Imputada,2,0.0,Categórica
IRFAMPMT,FAM RECEIVE PUBLIC ASSIST - IMPUTATION REVISED,IMPUTED INCOME,Imputada,2,0.0,Categórica
IRFAMSVC,FAM REC WELFARE/JOB PL/CHILDCARE - IMPUTATION REVISED,IMPUTED INCOME,Imputada,2,0.0,Categórica
IRWELMOS,NO OF MONTHS ON WELFARE - IMPUTATION REVISED,IMPUTED INCOME,Imputada,13,0.0,Numérica
IRPINC3,RECODE -RESP TOT INCOME - IMPUTATION REVISED,IMPUTED INCOME,Imputada,7,0.0,Categórica
IRFAMIN3,RECODE - TOT FAM INCOME - IMPUTATION REVISED,IMPUTED INCOME,Imputada,7,0.0,Categórica
GOVTPROG,RC-PARTICIPATED IN ONE OR MORE GOVT ASSIST PROGRAMS,RECODED INCOME,Recodificada,2,0.0,Categórica
INCOME,RC-TOTAL FAMILY INCOME RECODE,RECODED INCOME,Recodificada,4,0.0,Categórica
POVERTY3,RC-POVERTY LEVEL (% OF US CENSUS POVERTY THRESHOLD),RECODED INCOME,Recodificada,3,0.288,Categórica
BOOKED,EVER ARRESTED AND BOOKED FOR BREAKING THE LAW,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
NOBOOKY2,# TIMES ARRESTED AND BOOKED PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,9,0.0,Categórica
BKMVTHFT,ARRSTD & BOOKED FOR MOT VEH THEFT PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
BKLARCNY,ARRSTD & BOOKED FOR LARCENY/THEFT PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,9,0.0,Categórica
BKBURGL,ARRSTD & BOOKED FOR BURGLARY/B & E PAST 12 MOS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
BKSRVIOL,ARRSTD & BOOKED SERIOUS VIOL OFFENSE PST 12 MOS,SPECIAL TOPICS,Original u otra,9,0.0,Categórica
BKSMASLT,ARRSTD & BOOKED FOR OTHER ASSAULT PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,9,0.0,Categórica
BKROB,ARRSTD & BOOKED FOR ROBBERY PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
BKARSON,ARRSTD & BOOKED FOR ARSON PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
BKDRVINF,ARRSTD & BOOKED FOR DUI PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
BKDRUNK,ARRSTD & BOOKED FOR DRUNKENNESS PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
BKDRUG,ARRSTD & BOOKED FOR POSSES/SALE DRUGS PAST 12 MOS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
BKSEXNR,ARRSTD & BOOKED SEX OFFENSE EXCL RAPE PST 12 MOS,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
BKFRAUD,ARRSTD & BOOKED FOR FRAUD/STOL GOODS PAST 12 MOS,SPECIAL TOPICS,Original u otra,9,0.0,Categórica
BKOTH,ARRSTD & BOOKED FOR SOME OTHER OFF PAST 12 MOS,SPECIAL TOPICS,Original u otra,9,0.0,Categórica
PROBATON,ON PROBATION AT ANY TIME PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,6,0.0,Categórica
PAROLREL,ON PAROLE/SUPRV RELEASE PAST 12 MONTHS,SPECIAL TOPICS,Original u otra,6,0.0,Categórica
DRVINALCO,DROVE UNDER INFLUENCE OF ALCOHOL PST 12 MOS,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
DRVINMARJ,DROVE UNDER INFLUENCE OF MARIJUANA PST 12 MOS,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
DRVINCOCN,DROVE UNDER INFLU OF COCAINE PST 12 MOS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
DRVINHERN,DROVE UNDER INFLUENCE OF HEROIN PAST 12 MOS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
DRVINHALL,DROVE UNDER INFLU OF HALLUCINOGENS PAST 12 MOS,SPECIAL TOPICS,Original u otra,8,0.0,Categórica
DRVININHL,DROVE UNDER INFLUENCE OF INHALANTS PAST 12 MOS,SPECIAL TOPICS,Original u otra,6,0.0,Categórica
DRVINMETH,DROVE UNDER INFLU OF METHAMPHETAMINE PAST 12 MOS,SPECIAL TOPICS,Original u otra,7,0.0,Categórica
DRVINALON,DROVE UNDER INFLUENCE OF ONLY ALCOHOL PST 12 MOS,SPECIAL TOPICS,Original u otra,6,0.0,Categórica
MXMJPNLT,MAX PENALTY FOR 1ST MJ POSS < OUNCE IN YOUR STATE,SPECIAL TOPICS,Original u otra,10,0.0,Categórica
DRVINALCO2,RC-DROVE UNDER INFLUENCE OF ALCOHOL IN PAST YEAR,RECODED SPECIAL TOPICS,Recodificada,2,1.106,Categórica
DRVINMARJ2,RC-DROVE UNDER INFLUENCE OF MARIJUANA IN PAST YEAR,RECODED SPECIAL TOPICS,Recodificada,2,0.668,Categórica
DRVINDRG,RC-DROVE UNDER INFLUENCE OF SELECTED ILL DRUGS IN PAST YR,RECODED SPECIAL TOPICS,Recodificada,2,1.438,Categórica
DRVINDROTMJ,RC-DROVE UNDER INFLUENCE OF SELECTED ILL DRG OTH MRJ IN PY,RECODED SPECIAL TOPICS,Recodificada,2,1.03,Categórica
DRVINALDRG,RC-DROVE UNDER INFLUENCE OF ALC OR SELECTED ILL DRG IN PY,RECODED SPECIAL TOPICS,Recodificada,2,2.08,Categórica
PAROL,RC-PAROLE/SUPERVISED RELEASE STATUS IN THE PAST YEAR,RECODED SPECIAL TOPICS,Recodificada,2,1.355,Categórica
PROB,RC-PROBATION STATUS IN THE PAST YEAR,RECODED SPECIAL TOPICS,Recodificada,2,1.349,Categórica
CIGIRTBL,NEED TO SMOKE TO FEEL LESS IRRITABLE,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGCRAVE,START TO CRAVE CIGS WHEN DON'T SMOKE FOR FEW HRS,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGCRAGP,CRAVING OF CIGS LIKE STRONG FORCE CAN'T CONTROL,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGINCTL,FEEL A SENSE OF CONTROL OVER YOUR SMOKING,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGAVOID,TEND TO AVOID PLACES THAT DON'T ALLOW SMOKING,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGFNSMK,HAVE FRIENDS WHO DO NOT SMOKE CIGARETTES,NICOTINE DEPENDENCE,Original u otra,7,0.0,Categórica
CIGFNLKE,CHOOSE NOT TO BE AROUND FRIENDS WHO DON'T SMOKE,NICOTINE DEPENDENCE,Original u otra,11,0.0,Categórica
CIGPLANE,RATHER NOT TRAVEL BY AIRPLANE B/C NO SMOKING,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGRNOUT,SOMETIMES WORRY THAT YOU WILL RUN OUT OF CIGS,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGREGDY,SMOKE CIGS FAIRLY REGULARLY THROUGHOUT THE DAY,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGREGWK,SMOKE SAME AMOUNT ON WEEKENDS AS ON WEEKDAYS,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGREGNM,SMOKE SAME NUMBER OF CIGS FROM DAY TO DAY,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGNMCHG,NUMBER OF CIGS SMOKE PER DAY OFTEN CHANGES,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGSVLHR,"HAVE MANY CIGS IN HR, THEN NO CIGS TIL HRS LATER",NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGINFLU,# OF CIGS SMOKE PER DAY INFLUENCED BY OTHER THINGS,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGNOINF,SMOKING NOT AFFECTED BY OTHER THINGS,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGINCRS,AMOUNT OF SMOKING HAS INCR. SINCE STARTED SMOKING,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGSATIS,NEED TO SMOKE A LOT MORE TO BE SATISFIED,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGLOTMR,SMOKE MUCH MORE NOW BEFORE FEEL ANYTHING,NICOTINE DEPENDENCE,Original u otra,10,0.0,Categórica
CIGWAKE,HOW SOON AFTER WAKING DO YOU HAVE YOUR FIRST CIG,NICOTINE DEPENDENCE,Original u otra,9,0.0,Categórica
NDSSDEPND,NICOTINE DEPENDENCE BASED ON NDSS SCORE,NICOTINE DEPENDENCE,Original u otra,3,0.275,Categórica
FTNDDEPND,NICOTINE DEPENDENCE BASED ON FTND SCALE,NICOTINE DEPENDENCE,Original u otra,3,0.526,Categórica
PMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH,NICOTINE DEPENDENCE,Original u otra,3,0.529,Categórica
IRPMNICDEP,NICOTINE DEPENDENCE IN PAST MONTH - IMPUTATION REVISED,IMPUTED NICOTINE DEPENDENCE,Imputada,2,0.0,Categórica
UADPEOP,RC-SOCIAL CONTEXT OF MOST RECENT ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,4,0.211,Categórica
UADCAR,RC-MOST RECENT ALCOHOL USE IN A CAR,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADHOME,RC-MOST RECENT ALCOHOL USE AT HOME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADOTHM,RC-MOST RECENT ALCOHOL USE AT SOMEONE ELSE'S HOME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADPUBL,"RC-MOST RECENT ALCOHOL USE AT A PARK, BEACH, OR LOT",RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADBAR,"RC-MOST RECENT ALCOHOL USE AT RESTAURANT, BAR, OR CLUB",RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADEVNT,RC-MOST RECENT ALCOHOL USE AT CONCERT OR SPORTS GAME,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADSCHL,RC-MOST RECENT ALCOHOL USE AT SCHOOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.285,Categórica
UADROTH,RC-MOST RECENT ALCOHOL USE AT SOME OTHER PLACE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,97.319,Categórica
UADOTSP2,RC-OTHER LOCATIONS OF MOST RECENT ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,6,0.264,Categórica
UADPAID,RC-UNDERAGE DRINKER PAID FOR MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,3,0.228,Categórica
UADMONY,RC-UNDERAGE DRINKER PURCHASED MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,3,0.237,Categórica
UADBWHO,RC-HOW UNDERAGE DRINKER PURCHASED MOST RECNT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,3,0.237,Categórica
UADPLACE,RC-WHERE UNDERAGE DRINKER PURCHSD MOST RECNT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,4,0.243,Categórica
UADBUND,RC-AGE PERSON WHO PURCHASED ALC FOR UNDERAGE DRINKER,RECODED CONSUMPTION OF ALCOHOL,Recodificada,3,0.237,Categórica
UADCAG,RC-WHO PURCHASED UNDERAGE DRINKER MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,5,0.252,Categórica
UADFWHO,RC-WHO GAVE UNDERAGE DRINKER MOST RECENT ALCOHOL,RECODED CONSUMPTION OF ALCOHOL,Recodificada,8,0.319,Categórica
UADFRD,"RC-MOST RECENT ALCOHOL FROM FRIEND, UNSPEC AGE/METHOD",RECODED CONSUMPTION OF ALCOHOL,Recodificada,3,0.319,Categórica
CADRKMARJ2,RC-USED MARIJUANA WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,0.753,Categórica
CADRKCOCN2,RC-USED COCAINE WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,0.099,Categórica
CADRKHERN2,RC-USED HEROIN WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,0.027,Categórica
CADRKHALL2,RC-USED HALLUCINOGENS WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,0.285,Categórica
CADRKINHL2,RC-USED INHALANTS WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,0.104,Categórica
CADRKMETH2,RC-USED METHAMPHETAMINE WITH LAST ALCOHOL USE,RECODED CONSUMPTION OF ALCOHOL,Recodificada,2,0.055,Categórica
CIGFLAG,RC-CIGARETTES - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CIGYR,RC-CIGARETTES - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CIGMON,RC-CIGARETTES - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CGRFLAG,RC-CIGARS - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CGRYR,RC-CIGARS - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CGRMON,RC-CIGARS - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PIPFLAG,RC-PIPES - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PIPMON,RC-PIPES - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SMKLSSFLAG,RC-SMOKELESS TOBACCO - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SMKLSSYR,RC-SMOKELESS TOBACCO - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SMKLSSMON,RC-SMOKELESS TOBACCO - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBCIGONL,RC-CIGARETTE/NONCIGARETTE TOBACCO ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,4,0.0,Categórica
TOBFLAG,RC-ANY TOBACCO - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBYR,RC-ANY TOBACCO - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBMON,RC-ANY TOBACCO - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
NICVAPFLAG,RC-NICOTINE VAPING - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
NICVAPYR,RC-NICOTINE VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
NICVAPMON,RC-NICOTINE VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBVNICFLAG,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBVNICYR,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBVNICMON,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TOBVAPONL2,RC-NIC VAPING / TOBACCO PRODUCTS ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,4,0.0,Categórica
TOBCIGVAP2,RC-NIC VAPING AND CIG/NONCIG TOBACCO COMBINATIONS-PM USE,RECODED DRUG USE,Recodificada,4,0.0,Categórica
ALCFLAG,RC-ALCOHOL - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
ALCYR,RC-ALCOHOL - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
ALCMON,RC-ALCOHOL - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CBDHMPFLAG,RC-CBD OR HEMP - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CBDHMPYR,RC-CBD OR HEMP - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CBDHMPMON,RC-CBD OR HEMP - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MRJFLAG,RC-MARIJUANA - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MRJYR,RC-MARIJUANA - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MRJMON,RC-MARIJUANA - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJSMKYR,RC-MARIJUANA SMOKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJVAPFLAG,RC-MARIJUANA VAPING - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJVAPYR,RC-MARIJUANA VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJDABYR,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC - PAST YEAR USE",RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJEATYR,RC-MARIJUANA EATING OR DRINKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
