variable,nombre,modulo,tipo_version,n_unicos,pct_nan,tipo_entrada
MJMTHYR,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJSKNYR,RC-MARIJUANA LOTION/CREAM/PATCH TO SKIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJPLLYR,RC-MARIJUANA PILLS - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJOTHYR,RC-MARIJUANA USE - SOME OTHER MODE - PAST YEAR,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJCMOTHYR,RC-COMBINED OTHER MARIJUANA MODES - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJSMKMON,RC-MARIJUANA SMOKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJVAPMON,RC-MARIJUANA VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MRJMONVAP2,"RC-MRJ VAPE, MRJ USE BUT NOT VAPE, OR NO MRJ USE - PAST MON",RECODED DRUG USE,Recodificada,3,0.0,Categórica
MJDABMON,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC-PAST MONTH USE",RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJEATMON,RC-MARIJUANA EATING OR DRINKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJMTHMON,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH-PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJSKNMON,RC-MARIJUANA LOTION/CREAM/PATCH TO SKIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJPLLMON,RC-MARIJUANA PILLS - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
MJCMOTHMON,RC-COMBINED OTHER MARIJUANA MODES - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
COCFLAG,RC-COCAINE - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
COCYR,RC-COCAINE - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
COCMON,RC-COCAINE - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
CRKFLAG,"RC-""CRACK"" - EVER USED",RECODED DRUG USE,Recodificada,2,0.0,Categórica
CRKYR,"RC-""CRACK"" - PAST YEAR USE",RECODED DRUG USE,Recodificada,2,0.0,Categórica
CRKMON,"RC-""CRACK"" - PAST MONTH USE",RECODED DRUG USE,Recodificada,2,0.0,Categórica
HERFLAG,RC-HEROIN - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
HERYR,RC-HEROIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
HERMON,RC-HEROIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
HALLUCFLAG,RC-HALLUCINOGENS - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
HALLUCYR,RC-HALLUCINOGENS - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
HALLUCMON,RC-HALLUCINOGENS - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
LSDFLAG,RC-LSD - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
LSDYR,RC-LSD - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
LSDMON,RC-LSD - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PCPFLAG,RC-PCP - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PCPYR,RC-PCP - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PCPMON,RC-PCP - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PSILCYFLAG,RC-PSILOCYBIN - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PSILCYYR,RC-PSILOCYBIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PSILCYMON,RC-PSILOCYBIN - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
ECSTMOFLAG,RC-ECSTASY - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
ECSTMOYR,RC-ECSTASY - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
ECSTMOMON,RC-ECSTASY - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
DAMTFXFLAG,RC-DMT/AMT/FOXY - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
DAMTFXYR,RC-DMT/AMT/FOXY - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
DAMTFXMON,RC-DMT/AMT/FOXY - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
KETMINFLAG,RC-KETAMINE - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
KETMINYR,RC-KETAMINE - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
KETMINMON,RC-KETAMINE - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SALVIAFLAG,RC-SALVIA - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SALVIAYR,RC-SALVIA - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SALVIAMON,RC-SALVIA - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
INHALFLAG2,RC-INHALANTS - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
INHALYR2,RC-INHALANTS - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
INHALMON2,RC-INHALANTS - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
METHAMFLAG,RC-METHAMPHETAMINE - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
METHAMYR,RC-METHAMPHETAMINE - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
METHAMMON,RC-METHAMPHETAMINE - PAST MONTH USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PNRANYFLAG2,RC-ANY PAIN RELIEVER - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PNRANYYR2,RC-ANY PAIN RELIEVER - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
OXYCNANYYR2,RC-OXYCONTIN - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TRQANYFLAG,RC-ANY TRANQUILIZERS - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TRQANYYR,RC-ANY TRANQUILIZERS - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
STMANYFLAG,RC-ANY STIMULANTS - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
STMANYYR,RC-ANY STIMULANTS - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SEDANYFLAG,RC-ANY SEDATIVES - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
SEDANYYR,RC-ANY SEDATIVES - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TQSDANYFLG,RC-ANY TRANQUILIZERS OR SEDATIVES - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
TQSDANYYR,RC-ANY TRANQUILIZERS OR SEDATIVES - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
BZOANYYR,RC - ANY BENZODIAZEPINES - PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.101,Categórica
PSYANYFLAG2,RC-ANY PSYCHOTHERAPEUTICS - EVER USED,RECODED DRUG USE,Recodificada,2,0.0,Categórica
