clave_modelo,modelo,estrategia_pesos,batch_size,learning_rate,target,descripcion,epocas_ejecutadas,mejor_epoca,loss,pr_auc,roc_auc,recall,precision,f2,accuracy,false_negatives,false_positives,pr_auc_base,roc_auc_base,recall_base,precision_base,f2_base,false_negatives_base,false_positives_base,delta_pr_auc,delta_roc_auc,delta_recall,delta_precision,delta_f2,delta_false_negatives,delta_false_positives
residual_sin_ponderar,MLP residual — Sin ponderación,sin_ponderar,256,0.0005,IRAMDEYR,Episodio depresivo mayor,43,33,0.3356153964996338,0.18773207068443298,0.6380957961082458,0.0,0.0,0.0,0.8895348906517029,836.0,0.0,0.1898510456085205,0.6494500637054443,0.0,0.0,0.0,836.0,0.0,-0.0021189749240875244,-0.011354267597198486,0.0,0.0,0.0,0.0,0.0
residual_sin_ponderar,MLP residual — Sin ponderación,sin_ponderar,256,0.0005,IRSUICTHNK,Ideación suicida,57,47,0.2600955665111542,0.12144364416599274,0.6287251710891724,0.0,0.0,0.0,0.9256078004837036,563.0,0.0,0.11351123452186584,0.6134586334228516,0.0,0.0,0.0,563.0,0.0,0.007932409644126892,0.0152665376663208,0.0,0.0,0.0,0.0,0.0
residual_sin_ponderar,MLP residual — Sin ponderación,sin_ponderar,256,0.0005,IRSUIPLANYR,Planificación suicida,25,15,0.1083211749792099,0.050976987928152084,0.6385940909385681,0.0,0.0,0.0,0.9770084619522095,174.0,0.0,0.05040285736322403,0.6341161131858826,0.0,0.0,0.0,174.0,0.0,0.0005741305649280548,0.004477977752685547,0.0,0.0,0.0,0.0,0.0
residual_sin_ponderar,MLP residual — Sin ponderación,sin_ponderar,256,0.0005,IRSUITRYYR,Intento suicida,31,21,0.06070245802402496,0.03012925386428833,0.6419965624809265,0.0,0.0,0.0,0.9889006614685059,84.0,0.0,0.03373722732067108,0.6339738965034485,0.0,0.0,0.0,84.0,0.0,-0.0036079734563827515,0.008022665977478027,0.0,0.0,0.0,0.0,0.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRAMDEYR,Episodio depresivo mayor,46,36,0.6265780925750732,0.19130247831344604,0.6461195349693298,0.5215311050415039,0.18327027559280396,0.38091903924942017,0.6904069781303406,400.0,1943.0,0.16275250911712646,0.623018741607666,0.2954545319080353,0.17898550629615784,0.2614309787750244,589.0,1133.0,0.02854996919631958,0.02310079336166382,0.22607657313346863,0.004284769296646118,0.11948806047439575,-189.0,810.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRSUICTHNK,Ideación suicida,36,26,0.6270627379417419,0.11475027352571487,0.6221829652786255,0.40319716930389404,0.11569827049970627,0.26934024691581726,0.726347804069519,336.0,1735.0,0.1113559678196907,0.6140717267990112,0.35523977875709534,0.11911852657794952,0.25438815355300903,363.0,1479.0,0.00339430570602417,0.008111238479614258,0.047957390546798706,-0.0034202560782432556,0.014952093362808228,-27.0,256.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRSUIPLANYR,Planificación suicida,37,27,0.5668671131134033,0.043114855885505676,0.6384261250495911,0.36206895112991333,0.04670125991106033,0.15403418242931366,0.8154069781303406,111.0,1286.0,0.0483107715845108,0.6558576226234436,0.43103447556495667,0.04810776188969612,0.1662970930337906,99.0,1484.0,-0.005195915699005127,-0.01743149757385254,-0.06896552443504333,-0.001406501978635788,-0.012262910604476929,12.0,-198.0
residual_balanceada,MLP residual — Ponderación balanceada,balanceada,256,0.0005,IRSUITRYYR,Intento suicida,30,20,0.5399962663650513,0.02633167989552021,0.6359097957611084,0.369047611951828,0.028783658519387245,0.10969565808773041,0.854783296585083,53.0,1046.0,0.03291401267051697,0.664578914642334,0.3928571343421936,0.029729729518294334,0.11410786956548691,51.0,1077.0,-0.0065823327749967575,-0.028669118881225586,-0.0238095223903656,-0.0009460709989070892,-0.0044122114777565,2.0,-31.0
