estrategia_pesos,target,descripcion,epocas,mejor_epoca,loss_train_mejor,loss_validacion_mejor,pr_auc_train_mejor,pr_auc_validacion_mejor,gap_pr_auc_mejor,gap_pr_auc_final,gap_loss_mejor,gap_loss_final
balanceada,IRAMDEYR,Episodio depresivo mayor,17,7,0.3955702185630798,0.238813504576683,0.5097644329071045,0.4979716539382934,0.01179277896881109,0.09962424635887152,-0.1567567139863968,-0.054227948188781794
balanceada,IRSUICTHNK,Ideación suicida,30,20,0.4278461933135986,0.2700907289981842,0.3709945976734161,0.2760897874832153,0.0949048101902008,0.13980427384376526,-0.15775546431541437,1.195892184972763
balanceada,IRSUIPLANYR,Planificación suicida,17,7,0.4354254007339477,0.0931121408939361,0.1772827953100204,0.1573855131864547,0.0198972821235657,0.12029900401830669,-0.3423132598400116,-0.20936006307601931
balanceada,IRSUITRYYR,Intento suicida,21,11,0.3328396379947662,0.0575033724308013,0.1900303810834884,0.1170163974165916,0.0730139836668968,0.1902906894683838,-0.2753362655639649,0.3798888027667999
