IRAMDEYR_accuracy,IRAMDEYR_bce,IRAMDEYR_f2,IRAMDEYR_false_negatives,IRAMDEYR_false_positives,IRAMDEYR_loss,IRAMDEYR_pr_auc,IRAMDEYR_precision,IRAMDEYR_recall,IRAMDEYR_roc_auc,IRSUICTHNK_accuracy,IRSUICTHNK_bce,IRSUICTHNK_f2,IRSUICTHNK_false_negatives,IRSUICTHNK_false_positives,IRSUICTHNK_loss,IRSUICTHNK_pr_auc,IRSUICTHNK_precision,IRSUICTHNK_recall,IRSUICTHNK_roc_auc,IRSUIPLANYR_accuracy,IRSUIPLANYR_bce,IRSUIPLANYR_f2,IRSUIPLANYR_false_negatives,IRSUIPLANYR_false_positives,IRSUIPLANYR_loss,IRSUIPLANYR_pr_auc,IRSUIPLANYR_precision,IRSUIPLANYR_recall,IRSUIPLANYR_roc_auc,IRSUITRYYR_accuracy,IRSUITRYYR_bce,IRSUITRYYR_f2,IRSUITRYYR_false_negatives,IRSUITRYYR_false_positives,IRSUITRYYR_loss,IRSUITRYYR_pr_auc,IRSUITRYYR_precision,IRSUITRYYR_recall,IRSUITRYYR_roc_auc,loss,val_IRAMDEYR_accuracy,val_IRAMDEYR_bce,val_IRAMDEYR_f2,val_IRAMDEYR_false_negatives,val_IRAMDEYR_false_positives,val_IRAMDEYR_loss,val_IRAMDEYR_pr_auc,val_IRAMDEYR_precision,val_IRAMDEYR_recall,val_IRAMDEYR_roc_auc,val_IRSUICTHNK_accuracy,val_IRSUICTHNK_bce,val_IRSUICTHNK_f2,val_IRSUICTHNK_false_negatives,val_IRSUICTHNK_false_positives,val_IRSUICTHNK_loss,val_IRSUICTHNK_pr_auc,val_IRSUICTHNK_precision,val_IRSUICTHNK_recall,val_IRSUICTHNK_roc_auc,val_IRSUIPLANYR_accuracy,val_IRSUIPLANYR_bce,val_IRSUIPLANYR_f2,val_IRSUIPLANYR_false_negatives,val_IRSUIPLANYR_false_positives,val_IRSUIPLANYR_loss,val_IRSUIPLANYR_pr_auc,val_IRSUIPLANYR_precision,val_IRSUIPLANYR_recall,val_IRSUIPLANYR_roc_auc,val_IRSUITRYYR_accuracy,val_IRSUITRYYR_bce,val_IRSUITRYYR_f2,val_IRSUITRYYR_false_negatives,val_IRSUITRYYR_false_positives,val_IRSUITRYYR_loss,val_IRSUITRYYR_pr_auc,val_IRSUITRYYR_precision,val_IRSUITRYYR_recall,val_IRSUITRYYR_roc_auc,val_loss,epoca
0.3724026381969452,0.8809312582015991,0.3576584160327911,935.0,18063.0,0.053228884935379,0.1273321807384491,0.1184910461306572,0.7219744324684143,0.5345498323440552,0.2556242048740387,0.9045897722244264,0.2765466272830963,433.0,22100.0,0.0343901515007019,0.0892381072044372,0.0761642009019851,0.8079822659492493,0.5371377468109131,0.8052591681480408,0.5218042135238647,0.1245365887880325,554.0,5341.0,0.0161427166312932,0.036711648106575,0.0386969037353992,0.2795838713645935,0.5550562739372253,0.6414059400558472,0.6492933630943298,0.0544239990413188,204.0,10651.0,0.005540179554373,0.01382652297616,0.0122414911165833,0.3928571343421936,0.5300536751747131,0.112840324640274,0.8263742327690125,0.6485595107078552,0.2304037809371948,642.0,672.0,0.0359233878552913,0.1852802336215973,0.2240184694528579,0.2320574223995208,0.6736081838607788,0.3990486264228821,0.7141920328140259,0.2954898476600647,145.0,4403.0,0.0243348497897386,0.0966483727097511,0.0867040008306503,0.7424511313438416,0.5626458525657654,0.8130285143852234,0.6862733364105225,0.1526902019977569,111.0,1304.0,0.0080980034545063,0.0393158756196498,0.0460863187909126,0.3620689511299133,0.53176349401474,0.7057346701622009,0.6828217506408691,0.0552268102765083,56.0,2171.0,0.0037707781884819,0.0192780010402202,0.0127330608665943,0.3333333432674408,0.5258750319480896,0.0754372924566268,1
0.5753030776977539,0.6930071711540222,0.4056372940540313,1141.0,11715.0,0.0376753099262714,0.177306517958641,0.1594317257404327,0.6607195734977722,0.6472216844558716,0.5556473135948181,0.7019855380058289,0.3064235746860504,843.0,12608.0,0.0250069499015808,0.1244184225797653,0.1007132679224014,0.6261640787124634,0.6256210803985596,0.6941957473754883,0.6492748856544495,0.1583508551120758,378.0,8879.0,0.0106703666970133,0.0468662939965724,0.0421790741384029,0.5084525346755981,0.6391614675521851,0.6039443612098694,0.6810245513916016,0.0666516795754432,158.0,11831.0,0.0043183951638638,0.0182165522128343,0.0148222167044878,0.5297619104385376,0.5974961519241333,0.0810959264636039,0.7998149991035461,0.6015411615371704,0.4710510373115539,369.0,1146.0,0.0301221422851085,0.281706154346466,0.2895226180553436,0.5586124658584595,0.7972312569618225,0.786865770816803,0.6488665342330933,0.3941326141357422,254.0,1359.0,0.0223255418241024,0.1789310574531555,0.1852518022060394,0.5488454699516296,0.7352879047393799,0.8021934628486633,0.6574960350990295,0.2025488913059234,85.0,1412.0,0.0075062038376927,0.0631106197834014,0.0592938028275966,0.5114942789077759,0.7330620884895325,0.832716703414917,0.6349543929100037,0.1369862705469131,40.0,1226.0,0.0034720583353191,0.03355123847723,0.0346456691622734,0.523809552192688,0.7579383254051208,0.0666181668639183,2
0.6827656626701355,0.6114957332611084,0.5201881527900696,776.0,8827.0,0.030496746301651,0.2786473631858825,0.2266514748334884,0.769253671169281,0.779542863368988,0.645898699760437,0.6552849411964417,0.3702981770038605,735.0,9984.0,0.0228227842599153,0.1693067699670791,0.1321279555559158,0.67405766248703,0.71214759349823,0.6668428778648376,0.6491764783859253,0.1794007271528244,290.0,9795.0,0.0092976707965135,0.0619055181741714,0.0466225408017635,0.6228868365287781,0.6978744268417358,0.618512749671936,0.6729117035865784,0.0853846073150634,114.0,11434.0,0.0039808638393878,0.0242514330893754,0.0190459843724966,0.6607142686843872,0.6731743216514587,0.0699641555547714,0.8625792860984802,0.425299733877182,0.4646626710891723,431.0,609.0,0.0331092029809951,0.3551760911941528,0.3994082808494568,0.4844497740268707,0.8416863083839417,0.8436839580535889,0.5647441744804382,0.3857479095458984,301.0,882.0,0.0216638464480638,0.207955852150917,0.2290209829807281,0.4653641283512115,0.7821215391159058,0.8966701626777649,0.4691477715969085,0.178062617778778,124.0,658.0,0.0072416807524859,0.0719254612922668,0.0706214681267738,0.2873563170433044,0.7962716221809387,0.8218815922737122,0.5505538582801819,0.1359337866306305,38.0,1310.0,0.0032257079146802,0.0404695235192775,0.0339233055710792,0.5476190447807312,0.8009849190711975,0.0683141648769378,3
0.7290475964546204,0.5643457770347595,0.5737393498420715,639.0,7563.0,0.0276100225746631,0.3350017666816711,0.2648002207279205,0.8099910616874695,0.8257742524147034,0.6875888109207153,0.6243117451667786,0.4144811034202575,643.0,8814.0,0.0212432239204645,0.1985118240118026,0.1546134650707245,0.7148558497428894,0.7591482400894165,0.6821380257606506,0.6269619464874268,0.2036651968955993,240.0,9382.0,0.008548554033041,0.0787361189723014,0.0533750392496585,0.6879063844680786,0.7468606233596802,0.6466254591941833,0.6473463773727417,0.1004509925842285,91.0,10606.0,0.0035758009180426,0.0336497165262699,0.0225785635411739,0.7291666865348816,0.7452280521392822,0.0642538294196128,0.6828752756118774,0.5675784945487976,0.6053118705749512,52.0,2348.0,0.0244402326643466,0.381991297006607,0.2503192722797394,0.937799036502838,0.8688766956329346,0.5950052738189697,0.670971155166626,0.4163744449615478,88.0,2977.0,0.0203599501401186,0.2327107936143875,0.1376013904809951,0.8436945080757141,0.7913639545440674,0.7281976938247681,0.6074298620223999,0.2448408454656601,34.0,2023.0,0.0065441606566309,0.1074167788028717,0.0647249221801757,0.8045976758003235,0.828689455986023,0.5763742327690125,0.6666154861450195,0.1092367023229599,5.0,3201.0,0.0029939080122858,0.061729360371828,0.0240853652358055,0.9404761791229248,0.8465495705604553,0.0574784129858017,4
0.7490006685256958,0.5392609238624573,0.5934979915618896,610.0,6988.0,0.0259988252073526,0.3636912405490875,0.2826198637485504,0.8186143040657043,0.84483402967453,0.7235968708992004,0.6094696521759033,0.4345926642417907,663.0,7704.0,0.0207391511648893,0.2114412486553192,0.1712564527988433,0.7059866786003113,0.773572564125061,0.7154372334480286,0.6084414124488831,0.220041736960411,242.0,8372.0,0.0083798663690686,0.0885411500930786,0.0592201389372348,0.6853055953979492,0.7639713287353516,0.6861682534217834,0.6225696802139282,0.107032224535942,101.0,9399.0,0.0034860484302043,0.0370929166674613,0.0243927761912345,0.699404776096344,0.7585736513137817,0.0617205612361431,0.7505285143852234,0.5389420986175537,0.6460863351821899,70.0,1818.0,0.0229997597634792,0.4037027955055237,0.2964396178722381,0.9162679314613342,0.8794079422950745,0.71300208568573,0.6053379774093628,0.4467134177684784,143.0,2029.0,0.0196681693196296,0.2575238943099975,0.171498566865921,0.7460035681724548,0.7930116653442383,0.6925211548805237,0.6228412389755249,0.2222577333450317,35.0,2292.0,0.0064918654970824,0.1273248940706253,0.0571781173348426,0.7988505959510803,0.8239524960517883,0.768366813659668,0.5792285203933716,0.1478179097175598,21.0,1732.0,0.0030013169161975,0.0566850565373897,0.0350974947214126,0.75,0.8098817467689514,0.0552382133901119,5
0.7511810064315796,0.5306843519210815,0.608279287815094,530.0,7002.0,0.02537870593369,0.3665007054805755,0.288052886724472,0.8424026370048523,0.849566638469696,0.7297083139419556,0.6026973128318787,0.4415248036384582,652.0,7530.0,0.0201662480831146,0.2181308418512344,0.1755173504352569,0.7108647227287292,0.7833311557769775,0.7322850227355957,0.5923078060150146,0.2353606224060058,228.0,7876.0,0.0075431414879858,0.0939515233039856,0.0642746835947036,0.7035110592842102,0.7798946499824524,0.7107793092727661,0.6096041202545166,0.1157565414905548,99.0,8656.0,0.0033845899160951,0.0403643287718296,0.0266501735895872,0.7053571343421936,0.7702434062957764,0.059711780399084,0.8276955485343933,0.4044655561447143,0.6217974424362183,205.0,1099.0,0.0237260665744543,0.4481229782104492,0.3647398948669433,0.7547847032546997,0.8845037221908569,0.836152195930481,0.5265729427337646,0.4483048319816589,243.0,997.0,0.0198568329215049,0.2861503362655639,0.2429764568805694,0.5683836340904236,0.8088406920433044,0.8467230200767517,0.4749336838722229,0.2961215674877167,61.0,1099.0,0.0062833521515131,0.1336858123540878,0.0932343229651451,0.6494252681732178,0.8388597369194031,0.8722251653671265,0.49281707406044,0.1860288083553314,35.0,932.0,0.003008592640981,0.0644299238920211,0.0499490313231945,0.5833333134651184,0.8360558152198792,0.0559015423059463,6
0.7657493948936462,0.517396092414856,0.6163932681083679,552.0,6539.0,0.0246378779411315,0.3891331851482391,0.3006417155265808,0.8358608484268188,0.8587867617607117,0.7386607527732849,0.5930841565132141,0.451423704624176,638.0,7273.0,0.0198400653898715,0.2496496886014938,0.1818897575139999,0.7170731425285339,0.7926642894744873,0.7412044405937195,0.5875307321548462,0.2442387640476226,220.0,7614.0,0.0076000429689884,0.095597505569458,0.0672546848654747,0.713914155960083,0.7878124713897705,0.7290475964546204,0.6025271415710449,0.1233484596014022,97.0,8105.0,0.003358356654644,0.0485573522746562,0.0286433361470699,0.711309552192688,0.7757429480552673,0.0585213750600814,0.8619186282157898,0.4745907187461853,0.5860805511474609,292.0,753.0,0.0247763786464929,0.4472889304161072,0.4194294512271881,0.6507176756858826,0.8799506425857544,0.8306025266647339,0.6055402159690857,0.4408094882965088,245.0,1037.0,0.0198276657611131,0.2864053845405578,0.2346863448619842,0.5648312568664551,0.7990843653678894,0.7036204934120178,0.6329403519630432,0.2358335554599762,30.0,2213.0,0.0062876031734049,0.1361665874719619,0.0610946118831634,0.8275862336158752,0.8404484391212463,0.7994186282157898,0.5712650418281555,0.1612050533294677,23.0,1495.0,0.0029070221353322,0.0594102777540683,0.0392030850052833,0.726190447807312,0.8380887508392334,0.0568314492702484,7
0.7610584497451782,0.5185827612876892,0.6192999482154846,511.0,6722.0,0.0242978688329458,0.4101220965385437,0.2978901267051697,0.8480523228645325,0.862072765827179,0.731723427772522,0.5933310985565186,0.4574642777442932,588.0,7533.0,0.0196307878941297,0.2462619692087173,0.1811956465244293,0.739246129989624,0.7959954738616943,0.7254798412322998,0.5877653956413269,0.2435602843761444,196.0,8114.0,0.0073376004584133,0.1007732227444648,0.0659606307744979,0.745123565196991,0.7985846400260925,0.7084999084472656,0.6073176860809326,0.1223640814423561,83.0,8741.0,0.0032393813598901,0.0489517748355865,0.0281298644840717,0.7529761791229248,0.7911597490310669,0.0576181635260582,0.7455074191093445,0.5015678405761719,0.638851523399353,75.0,1851.0,0.0218484029173851,0.4359935522079468,0.2913476228713989,0.910287082195282,0.8831029534339905,0.7133985161781311,0.583503782749176,0.45396688580513,135.0,2034.0,0.0191107802093029,0.2768404483795166,0.1738424003124237,0.7602131366729736,0.8079703450202942,0.7457716464996338,0.56436687707901,0.2584310472011566,33.0,1891.0,0.0060729691758751,0.1444542706012725,0.0693897604942321,0.8103448152542114,0.8491787910461426,0.7573995590209961,0.5910642147064209,0.1549865156412124,15.0,1821.0,0.002821210771799,0.0654554292559623,0.0365079380571842,0.8214285969734192,0.8499553203582764,0.0528887696564197,8
0.7676323652267456,0.5040953159332275,0.6279791593551636,491.0,6543.0,0.0230620726943016,0.4264091849327087,0.3050451278686523,0.8539993762969971,0.8712038397789001,0.7379670143127441,0.5832195281982422,0.4633889198303222,583.0,7349.0,0.0190878491848707,0.2481186836957931,0.1853453069925308,0.7414634227752686,0.8059996366500854,0.7493310570716858,0.5706811547279358,0.2615147531032562,191.0,7397.0,0.0069293142296373,0.1088417693972587,0.0724764913320541,0.7516254782676697,0.8152288794517517,0.7242575287818909,0.5997983813285828,0.1224966794252395,95.0,8252.0,0.0032541560940444,0.0498696863651275,0.0283763092011213,0.7172619104385376,0.7835366725921631,0.0554958134889602,0.7526426911354065,0.5007487535476685,0.6440678238868713,76.0,1796.0,0.0216502211987972,0.4903492033481598,0.2973395884037018,0.9090909361839294,0.8880701065063477,0.7174947261810303,0.5790743231773376,0.4534758627414703,139.0,1999.0,0.0192204248160123,0.2910265028476715,0.1749896854162216,0.7531083226203918,0.8097032904624939,0.7426004409790039,0.5569393634796143,0.2561772763729095,33.0,1915.0,0.0059883315116167,0.1450367122888565,0.068579763174057,0.8103448152542114,0.8493221402168274,0.7740486264228821,0.5702482461929321,0.1642856895923614,15.0,1695.0,0.0027318969368934,0.0771567150950431,0.0391156449913978,0.8214285969734192,0.8536099195480347,0.0525803379714489,9
0.7691850066184998,0.504844605922699,0.6248352527618408,518.0,6469.0,0.0232797395437955,0.4292838275432586,0.3054541647434234,0.845970869064331,0.8701949715614319,0.7467873692512512,0.5814808011054993,0.4680635035037994,593.0,7072.0,0.0191247537732124,0.2615014016628265,0.1902908235788345,0.7370288372039795,0.808364748954773,0.7519738078117371,0.5662425756454468,0.2613812088966369,196.0,7312.0,0.0070620202459394,0.1242334395647049,0.0726696252822876,0.745123565196991,0.8192620873451233,0.7465561032295227,0.5835399031639099,0.1335877776145935,91.0,7581.0,0.0031243585981428,0.0596070624887943,0.0313059017062187,0.7291666865348816,0.8067066669464111,0.0555292777717113,0.8091965913772583,0.4736331701278686,0.6511975526809692,140.0,1304.0,0.0217224340885877,0.45310840010643,0.3479999899864197,0.8325358629226685,0.8872455954551697,0.8024576902389526,0.5625409483909607,0.4558294713497162,208.0,1287.0,0.0191385708749294,0.2846927940845489,0.2161997556686401,0.6305506229400635,0.8100512623786926,0.8226743936538696,0.5188452005386353,0.2977315187454223,48.0,1294.0,0.0059886593371629,0.1480840742588043,0.0887323915958404,0.7241379022598267,0.8475709557533264,0.8567653298377991,0.5198507308959961,0.2091906666755676,23.0,1061.0,0.002776427892968,0.072450928390026,0.0543672032654285,0.726190447807312,0.8605923056602478,0.0525817424058914,10
