estrategia_pesos,target,descripcion,clase_real,registros,media,mediana,primer_cuartil,tercer_cuartil
balanceada,IRAMDEYR,Episodio depresivo mayor,Negativo,6732,0.07813112,0.014350129,0.007295562,0.055460885
balanceada,IRAMDEYR,Episodio depresivo mayor,Positivo,836,0.40754667,0.3753574,0.16973564,0.6666102
balanceada,IRSUICTHNK,Ideación suicida,Negativo,7005,0.11636204,0.035179213,0.014383803,0.11273145
balanceada,IRSUICTHNK,Ideación suicida,Positivo,563,0.38853604,0.32247332,0.08785452,0.70161724
balanceada,IRSUIPLANYR,Planificación suicida,Negativo,7394,0.02302924,0.009488931,0.0053220233,0.020258527
balanceada,IRSUIPLANYR,Planificación suicida,Positivo,174,0.117755964,0.05890599,0.023945998,0.12912977
balanceada,IRSUITRYYR,Intento suicida,Negativo,7484,0.020312553,0.01225386,0.00960497,0.018318262
balanceada,IRSUITRYYR,Intento suicida,Positivo,84,0.109831676,0.04499027,0.01826403,0.11367977
