clave_modelo,candidato,target,descripcion,criterio,umbral,recall,precision,f1,f2,balanced_accuracy,accuracy,specificity,youden,true_negatives,false_positives,false_negatives,true_positives,average_precision,roc_auc
umbral_075,"Percentil 0,75 — 195 variables",IRAMDEYR,Episodio depresivo mayor,Restricción preventiva,0.458,0.9138755980861244,0.2966990291262136,0.4479624743476987,0.6453792870417301,0.8224309660068174,0.7511892177589852,0.7309863339275104,0.6448619320136348,4921,1811,72,764,0.5095133278255969,0.8961048352935491
umbral_075,"Percentil 0,75 — 195 variables",IRSUICTHNK,Ideación suicida,Restricción preventiva,0.471,0.7957371225577264,0.17324052590873937,0.28453477294379165,0.46300124018189337,0.7452632793373928,0.702299154334038,0.6947894361170592,0.49052655867478556,4867,2138,115,448,0.28996451957384384,0.8191703971915519
umbral_075,"Percentil 0,75 — 195 variables",IRSUIPLANYR,Planificación suicida,Restricción preventiva,0.481,0.8735632183908046,0.06819201435621355,0.12650853100291304,0.2598290598290599,0.7963298915865302,0.7226479915433404,0.7190965647822559,0.5926597831730605,5317,2077,22,152,0.16018310263176022,0.8635924126116545
umbral_075,"Percentil 0,75 — 195 variables",IRSUITRYYR,Intento suicida,Restricción preventiva,0.468,0.9047619047619048,0.03561387066541706,0.06853020739404869,0.15384615384615383,0.8148876333002468,0.7270084566596194,0.725013361838589,0.6297752666004937,5426,2058,8,76,0.10661001074909748,0.8773653635692652
umbral_085,"Percentil 0,85 — 109 variables",IRAMDEYR,Episodio depresivo mayor,Restricción preventiva,0.497,0.9126794258373205,0.3096590909090909,0.46242424242424246,0.6568526170798897,0.8300028145229383,0.7655919661733616,0.7473262032085561,0.6600056290458767,5031,1701,73,763,0.5117553776479488,0.8961991857784145
umbral_085,"Percentil 0,85 — 109 variables",IRSUICTHNK,Ideación suicida,Restricción preventiva,0.478,0.8010657193605684,0.1659308314937454,0.2749161840902164,0.4537223340040241,0.7387198689593706,0.6856501057082452,0.6763740185581727,0.47743973791874117,4738,2267,112,451,0.29069291212931864,0.8162847395225183
umbral_085,"Percentil 0,85 — 109 variables",IRSUIPLANYR,Planificación suicida,Restricción preventiva,0.46,0.8735632183908046,0.05621301775147929,0.10562890896455873,0.22352941176470587,0.7642092532311069,0.6598837209302325,0.6548552880714092,0.5284185064622138,4842,2552,22,152,0.15298203844558453,0.8556926398850886
umbral_085,"Percentil 0,85 — 109 variables",IRSUITRYYR,Intento suicida,Restricción preventiva,0.452,0.9047619047619048,0.028023598820058997,0.05436337625178827,0.12467191601049869,0.7762719197780662,0.6506342494714588,0.6477819347942276,0.5525438395561324,4848,2636,8,76,0.10545460890986665,0.8770305222570054
