target,estrategia_pesos,accuracy,f2,false_negatives,false_positives,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_f2,val_false_negatives,val_false_positives,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,epoca
IRSUICTHNK,balanceada,0.6997125744819641,0.41194748878479,691.0,8399.0,0.6010445952415466,0.21380215883255,0.1569808274507522,0.6935698390007019,0.7568987011909485,0.8627114295959473,0.1627826988697052,468.0,571.0,0.6220590472221375,0.1428128480911255,0.1426426470279693,0.1687389016151428,0.7220249176025391,1
IRSUICTHNK,balanceada,0.7361831665039062,0.480089783668518,502.0,7484.0,0.5171790719032288,0.2873829901218414,0.1897802352905273,0.77738356590271,0.8281071186065674,0.8909883499145508,0.2326839566230774,434.0,391.0,0.5027519464492798,0.1957612931728363,0.2480769157409668,0.2291296571493148,0.7771387696266174,2
IRSUICTHNK,balanceada,0.7523702383041382,0.4994107782840729,475.0,7021.0,0.4890868961811065,0.31693235039711,0.2022497504949569,0.7893570065498352,0.8470398187637329,0.7247621417045593,0.4419467151165008,158.0,1925.0,0.5978997349739075,0.2403339594602584,0.1738197356462478,0.7193605899810791,0.789758026599884,3
IRSUICTHNK,balanceada,0.7589111924171448,0.5149341225624084,431.0,6867.0,0.4715864956378937,0.3341710567474365,0.2098722755908966,0.8088691830635071,0.8578845858573914,0.7743129134178162,0.4908918142318725,148.0,1560.0,0.517198383808136,0.266920655965805,0.2101265788078308,0.7371225357055664,0.8141934871673584,4
IRSUICTHNK,balanceada,0.7690528631210327,0.536652147769928,375.0,6616.0,0.4455510079860687,0.352726936340332,0.2212806046009063,0.8337028622627258,0.8739548325538635,0.6939746141433716,0.4402385652065277,135.0,2181.0,0.5961827635765076,0.2719191312789917,0.1640475243330001,0.7602131366729736,0.8057037591934204,5
IRSUICTHNK,balanceada,0.7782365679740906,0.5543365478515625,335.0,6378.0,0.4228725731372833,0.3903796076774597,0.2313810586929321,0.8514412641525269,0.8875662684440613,0.6568446159362793,0.4410068690776825,104.0,2493.0,0.6469814777374268,0.2799946665763855,0.1554878056049347,0.8152753114700317,0.807083249092102,6
IRSUICTHNK,balanceada,0.7896006107330322,0.5717054009437561,308.0,6061.0,0.40390744805336,0.4077422022819519,0.2431318610906601,0.8634146451950073,0.8966994881629944,0.7832980751991272,0.461670309305191,186.0,1454.0,0.4637574851512909,0.2612996101379394,0.2058984190225601,0.6696270108222961,0.7963759899139404,7
IRSUICTHNK,balanceada,0.7955138683319092,0.5870887041091919,267.0,5923.0,0.3889658749103546,0.4227392077445984,0.251295655965805,0.8815964460372925,0.9035428166389464,0.7834302186965942,0.4507388472557068,197.0,1442.0,0.4562468230724334,0.2657965421676636,0.202433630824089,0.6500887870788574,0.7943817377090454,8
IRSUICTHNK,balanceada,0.802186906337738,0.6003098487854004,240.0,5748.0,0.3681273758411407,0.4411571621894836,0.259564608335495,0.893569827079773,0.9133241772651672,0.7788054943084717,0.4628058969974518,181.0,1493.0,0.451283723115921,0.2636948823928833,0.2037333399057388,0.6785079836845398,0.7962945699691772,9
IRSUICTHNK,balanceada,0.8150044679641724,0.6177311539649963,226.0,5374.0,0.3488841652870178,0.4708433151245117,0.2740780711174011,0.8997782468795776,0.922685980796814,0.7766913175582886,0.4391314387321472,203.0,1487.0,0.4729360044002533,0.2492902725934982,0.1949106603860855,0.6394315958023071,0.7812058925628662,10
