estrategia_pesos,target,descripcion,epocas,mejor_epoca,loss_train_mejor,loss_validacion_mejor,pr_auc_train_mejor,pr_auc_validacion_mejor,gap_pr_auc_mejor,gap_pr_auc_final,gap_loss_mejor,gap_loss_final
sin_ponderar,IRAMDEYR,Episodio depresivo mayor,54,44,0.3360698223114013,0.3353271484375,0.1956429183483123,0.1898510456085205,0.005791872739791787,0.01921685039997101,-0.0007426738739013117,0.001176536083221491
sin_ponderar,IRSUICTHNK,Ideación suicida,43,33,0.2581415176391601,0.2616246342658996,0.1326765269041061,0.1135112345218658,0.01916529238224031,0.02667105942964551,0.003483116626739502,0.005102425813674927
sin_ponderar,IRSUIPLANYR,Planificación suicida,20,10,0.1174754574894905,0.108025349676609,0.0501945167779922,0.050402857363224,-0.00020834058523180182,0.0022293664515017977,-0.009450107812881497,-0.008808165788650499
sin_ponderar,IRSUITRYYR,Intento suicida,26,16,0.0596637837588787,0.0598503611981868,0.0417724177241325,0.033737227320671,0.008035190403461505,0.010680824518203798,0.00018657743930809711,0.0009394250810145985
balanceada,IRAMDEYR,Episodio depresivo mayor,14,4,0.6813275218009949,0.6199256181716919,0.1617467999458313,0.1627525091171264,-0.0010057091712951105,0.0028041899204253873,-0.06140190362930298,-0.044442594051361084
balanceada,IRSUICTHNK,Ideación suicida,16,6,0.6790122985839844,0.6383524537086487,0.1141447499394416,0.1113559678196907,0.0027887821197508933,0.006308652460575104,-0.04065984487533569,-0.030432701110839844
balanceada,IRSUIPLANYR,Planificación suicida,31,21,0.6558904647827148,0.560217559337616,0.0584205314517021,0.0483107715845108,0.010109759867191294,-0.003484953194856699,-0.09567290544509888,-0.07186514139175415
balanceada,IRSUITRYYR,Intento suicida,33,23,0.6281168460845947,0.548448920249939,0.0335141271352767,0.0329140126705169,0.0006001144647597989,0.0032524950802325994,-0.07966792583465576,-0.06457680463790894
