target,estrategia_pesos,accuracy,f2,false_negatives,false_positives,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_f2,val_false_negatives,val_false_positives,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,epoca
IRSUICTHNK,sin_ponderar,0.8708995580673218,0.0855126082897186,2066.0,1842.0,492.2687683105469,0.0712625831365585,0.0930576100945472,0.0838137492537498,0.447789192199707,0.9162262082099916,0.0485436804592609,540.0,94.0,81.26195526123047,0.082872524857521,0.1965811997652053,0.0408525764942169,0.4654167294502258,1
IRSUICTHNK,sin_ponderar,0.8853027820587158,0.0949158668518066,2053.0,1419.0,105.67271423339844,0.0838942751288414,0.1246144324541091,0.0895787104964256,0.4800146222114563,0.9141120314598083,0.0274841375648975,550.0,100.0,29.231979370117188,0.0869965180754661,0.1150442510843277,0.023090586066246,0.4888003170490265,2
IRSUICTHNK,sin_ponderar,0.8875160813331604,0.0964265242218971,2051.0,1354.0,86.70438385009766,0.0867280513048172,0.1309370994567871,0.090465635061264,0.4893498718738556,0.9197938442230223,0.0129982642829418,557.0,50.0,65.44268798828125,0.0777879282832145,0.1071428582072258,0.010657194070518,0.4583339989185333,3
IRSUICTHNK,sin_ponderar,0.889035701751709,0.1072981357574462,2028.0,1331.0,66.26567077636719,0.092701643705368,0.1456996202468872,0.1006651893258094,0.4979648292064667,0.8834566473960876,0.095398411154747,512.0,370.0,67.3031005859375,0.0851320326328277,0.121140144765377,0.0905861482024192,0.4882894456386566,4
IRSUICTHNK,sin_ponderar,0.8885071277618408,0.1026101484894752,2038.0,1337.0,35.546905517578125,0.0955432280898094,0.1396396458148956,0.0962305963039398,0.5064073204994202,0.9187368154525756,0.0172413755208253,555.0,60.0,31.616287231445312,0.0813373699784278,0.1176470592617988,0.0142095917835831,0.4655573964118957,5
IRSUICTHNK,sin_ponderar,0.8959069848060608,0.1066808104515075,2034.0,1117.0,34.372291564941406,0.1035517677664756,0.1651718914508819,0.098004437983036,0.516753077507019,0.8747357130050659,0.1157323569059372,499.0,449.0,48.69710922241211,0.0952708572149276,0.1247563362121582,0.1136767342686653,0.5323222875595093,6
IRSUICTHNK,sin_ponderar,0.8927356004714966,0.1130077987909317,2018.0,1229.0,30.43100929260254,0.1037160456180572,0.1616643965244293,0.1050997748970985,0.5198242664337158,0.9232293963432312,0.006590508390218,560.0,21.0,70.18838500976562,0.0889536887407302,0.125,0.005328597035259,0.4739415943622589,7
IRSUICTHNK,sin_ponderar,0.8908856511116028,0.1069594770669937,2030.0,1273.0,48.58174514770508,0.1039548218250274,0.1502002626657486,0.0997782722115516,0.5271393656730652,0.8995771408081055,0.0771665871143341,524.0,236.0,38.64696502685547,0.0962880253791809,0.1418181806802749,0.0692717581987381,0.4917403161525726,8
IRSUICTHNK,sin_ponderar,0.8904231786727905,0.1004379168152809,2044.0,1273.0,34.8256950378418,0.1027661561965942,0.1421832889318466,0.0935698449611663,0.5171535611152649,0.8492336273193359,0.1448068916797638,476.0,665.0,21.86014938354492,0.0999629348516464,0.115691490471363,0.1545293033123016,0.5616535544395447,9
IRSUICTHNK,sin_ponderar,0.8911169171333313,0.0997232347726821,2046.0,1250.0,30.626686096191406,0.1041602790355682,0.1432487964630127,0.0926829278469085,0.5240012407302856,0.9196617603302002,0.021579623222351,553.0,55.0,23.69071578979492,0.09295354783535,0.1538461595773697,0.0177619885653257,0.4846105873584747,10
IRSUICTHNK,sin_ponderar,0.8941230773925781,0.1038261651992797,2039.0,1166.0,23.041257858276367,0.1064956784248352,0.1562952250242233,0.0957871377468109,0.5281471014022827,0.9182082414627076,0.0278491806238889,550.0,69.0,17.96217155456543,0.1021658331155777,0.1585365831851959,0.023090586066246,0.505344569683075,11
IRSUICTHNK,sin_ponderar,0.8968650102615356,0.1116049587726593,2024.0,1098.0,15.477088928222656,0.1180815920233726,0.1738148927688598,0.1024390235543251,0.548014223575592,0.9122621417045592,0.0376726612448692,545.0,119.0,9.541630744934082,0.1072594299912452,0.131386861205101,0.0319715812802314,0.5317844748497009,12
IRSUICTHNK,sin_ponderar,0.8917776346206665,0.1154174730181694,2012.0,1264.0,11.03369140625,0.1145936399698257,0.161247506737709,0.1077605336904525,0.5480981469154358,0.9178118109703064,0.0256959274411201,551.0,71.0,12.47143268585205,0.1003391966223716,0.1445783078670501,0.021314388141036,0.5057439804077148,13
