clave_modelo,conjunto,target,descripcion,umbral,average_precision,roc_auc,recall,precision,f1,f2,balanced_accuracy,specificity,accuracy,true_negatives,false_positives,false_negatives,true_positives
sens_amplio,Ensemble — conjunto amplio,IRAMDEYR,Episodio depresivo mayor,0.435,0.4953563743503204,0.8934287286032291,0.9126794258373205,0.28923426838514027,0.4392630972941854,0.6377465730524908,0.817079463364293,0.7214795008912656,0.742600422832981,4857,1875,73,763
sens_amplio,Ensemble — conjunto amplio,IRSUICTHNK,Ideación suicida,0.509,0.2927958911366425,0.8192042476637468,0.7957371225577264,0.1815970814754763,0.2957095709570957,0.47467683831320195,0.7537572122424607,0.7117773019271949,0.7180232558139535,4986,2019,115,448
sens_amplio,Ensemble — conjunto amplio,IRSUIPLANYR,Planificación suicida,0.536,0.1664138203348798,0.8638698976181372,0.8735632183908046,0.08046585494970884,0.14735821619001455,0.2940038684719536,0.8193215064093595,0.7650797944279145,0.7675739957716702,5657,1737,22,152
sens_amplio,Ensemble — conjunto amplio,IRSUITRYYR,Intento suicida,0.502,0.1048973113974543,0.8820849558423048,0.9047619047619048,0.037109375,0.07129455909943715,0.1593959731543624,0.8206332238935126,0.7365045430251203,0.7383720930232558,5512,1972,8,76
sens_reducido,Ensemble — conjunto reducido ML,IRAMDEYR,Episodio depresivo mayor,0.435,0.5114488938642664,0.8955647631678451,0.9342105263157895,0.27744227353463585,0.42782799233086827,0.6340314986199058,0.8160357444413172,0.6978609625668449,0.7239693446088795,4698,2034,55,781
sens_reducido,Ensemble — conjunto reducido ML,IRSUICTHNK,Ideación suicida,0.509,0.28061728837583,0.7974438456164907,0.7193605683836589,0.18715341959334567,0.297029702970297,0.4585597826086957,0.7341271078891884,0.7488936473947181,0.7466966173361522,5246,1759,158,405
sens_reducido,Ensemble — conjunto reducido ML,IRSUIPLANYR,Planificación suicida,0.536,0.14160345961206555,0.833005325846679,0.7241379310344828,0.08405603735823883,0.1506276150627615,0.2870159453302961,0.7692234150709336,0.8143088991073844,0.8122357293868921,6021,1373,48,126
sens_reducido,Ensemble — conjunto reducido ML,IRSUITRYYR,Intento suicida,0.502,0.08503423106123835,0.8507800768623858,0.8095238095238095,0.04091456077015644,0.07789232531500573,0.17017017017017017,0.7982680512076556,0.7870122928915019,0.787262156448203,5890,1594,16,68
