target,estrategia_pesos,accuracy,f2,false_negatives,false_positives,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_f2,val_false_negatives,val_false_positives,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc,epoca
IRAMDEYR,sin_ponderar,0.8235604763031006,0.1205896660685539,2972.0,2369.0,0.5180831551551819,0.1238783374428749,0.1416666656732559,0.1162652373313903,0.5233100056648254,0.8839852213859558,0.0161384940147399,825.0,53.0,0.4401430189609527,0.1418720185756683,0.171875,0.013157894834876,0.5757108926773071,1
IRAMDEYR,sin_ponderar,0.8854349255561829,0.0088202850893139,3339.0,129.0,0.371421754360199,0.1375041306018829,0.1568627506494522,0.0071364850737154,0.55321204662323,0.8867600560188293,0.0044497172348201,833.0,24.0,0.3629790842533111,0.1483890116214752,0.1111111119389534,0.0035885167308151,0.6035506725311279,2
IRAMDEYR,sin_ponderar,0.8875160813331604,0.0025910567492246,3356.0,49.0,0.3543960750102997,0.1425968706607818,0.125,0.0020814749877899,0.5600208044052124,0.8895348906517029,0.0,836.0,0.0,0.3493632674217224,0.1491926610469818,0.0,0.0,0.6006330847740173,3
IRAMDEYR,sin_ponderar,0.8880776762962341,0.0040743756107985,3352.0,36.0,0.348848432302475,0.1541940122842788,0.2340425550937652,0.0032708891667425,0.5813072323799133,0.8895348906517029,0.0,836.0,0.0,0.3464854061603546,0.1524772644042968,0.0,0.0,0.5976910591125488,4
IRAMDEYR,sin_ponderar,0.8882429003715515,0.0029655985999852,3355.0,28.0,0.3470345139503479,0.1562944948673248,0.2222222238779068,0.0023788283579051,0.5861886143684387,0.8895348906517029,0.0,836.0,0.0,0.3439237475395202,0.156579703092575,0.0,0.0,0.6076971888542175,5
IRAMDEYR,sin_ponderar,0.8880446553230286,0.0022238688543438,3357.0,32.0,0.3452094197273254,0.1598309278488159,0.1578947305679321,0.0017841212684288,0.5962879657745361,0.8895348906517029,0.0,836.0,0.0,0.3417506814002991,0.161796361207962,0.0,0.0,0.6224974393844604,6
IRAMDEYR,sin_ponderar,0.8885732293128967,0.0040789083577692,3352.0,21.0,0.344796746969223,0.1625731438398361,0.34375,0.0032708891667425,0.599006712436676,0.8895348906517029,0.0,836.0,0.0,0.3414038121700287,0.1621751189231872,0.0,0.0,0.6162510514259338,7
IRAMDEYR,sin_ponderar,0.8886392712593079,0.0029682393651455,3355.0,16.0,0.343362033367157,0.1667378544807434,0.3333333432674408,0.0023788283579051,0.602354884147644,0.8891384601593018,0.0,836.0,3.0,0.3417670726776123,0.1602595299482345,0.0,0.0,0.6230796575546265,8
IRAMDEYR,sin_ponderar,0.8884741067886353,0.0029671383090317,3355.0,21.0,0.3427996039390564,0.1666580289602279,0.2758620679378509,0.0023788283579051,0.6081556081771851,0.8895348906517029,0.0,836.0,0.0,0.3395299911499023,0.1695543527603149,0.0,0.0,0.6238904595375061,9
IRAMDEYR,sin_ponderar,0.8886723518371582,0.0033390219323337,3354.0,16.0,0.3420573472976684,0.1740135103464126,0.3600000143051147,0.0026761819608509,0.6109983921051025,0.8895348906517029,0.0,836.0,0.0,0.3394486308097839,0.1714308559894561,0.0,0.0,0.634840190410614,10
